"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","target"
-0.06,2.33,-0.59,1.06,0.07,-0.41,-0.09,0.24,0.3,-0.61,0.52,0.36,0.26
-0.49,0.2,0.49,-2.38,0.77,0.21,-0.75,-1.34,0.18,1.34,-0.81,-0.71,-0.2741666666666666
0.76,0.04,-0.99,0.77,0.8,1.0,0.03,0.88,-0.5,-0.86,0.49,-0.43,0.16583333333333333
1.58,-1.37,-1.03,-0.71,-1.6,0.8,-1.31,1.51,3.61,1.96,0.59,-0.21,0.31833333333333336
-0.7,-1.44,1.61,-0.23,0.17,0.34,1.28,0.78,-0.57,0.75,-0.32,-0.38,0.10750000000000004
1.21,-0.53,-0.16,0.61,-0.44,0.81,-0.31,0.19,0.01,-0.08,0.17,-1.54,-0.005000000000000023
0.04,0.07,-0.34,-0.79,-0.88,1.73,-0.07,0.34,-1.45,0.34,-0.24,1.19,-0.004999999999999986
0.16,0.37,0.88,1.73,-0.2,0.33,-1.19,1.0,-0.85,-1.11,-0.68,0.18,0.05166666666666662
-0.54,-0.27,1.87,-0.11,-0.9,-0.63,-0.2,-0.24,-0.29,-1.57,-0.24,0.83,-0.19083333333333333
-1.43,0.82,0.46,0.94,0.4,0.38,-0.04,-0.16,0.52,0.11,0.58,0.13,0.22583333333333333
0.81,0.43,0.01,-0.8,-0.43,0.73,0.24,0.01,-0.85,0.3,-1.63,-0.67,-0.15416666666666667
1.29,0.6,-0.41,0.52,1.62,-0.85,-1.64,-0.2,-1.16,2.01,1.06,0.14,0.24833333333333332
0.81,-0.16,-0.7,-1.18,-0.75,-0.35,-0.4,1.11,-1.53,0.75,1.84,1.99,0.11916666666666664
-0.78,0.77,-0.68,-1.54,-0.12,-0.05,0.41,1.33,0.81,-0.24,0.27,-0.71,-0.04416666666666669
-0.8,-0.52,-1.59,0.54,0.34,-1.42,-0.31,0.36,-0.04,-0.53,1.06,0.11,-0.2333333333333333
-0.32,0.8,-2.33,-1.59,0.46,0.64,0.36,-0.68,0.1,-1.31,1.3,-0.52,-0.2575
0.98,0.81,0.28,1.06,0.14,-0.41,0.09,1.6,-0.01,-0.78,0.93,2.0,0.5575
0.58,0.2,-0.72,0.08,2.55,0.27,0.4,-0.08,-1.48,0.2,-0.45,0.21,0.14666666666666664
0.84,0.84,0.73,0.77,0.33,0.54,0.05,3.47,0.5,0.85,-0.01,0.62,0.7941666666666666
0.88,0.6,-0.34,0.49,-0.38,0.68,-0.54,2.18,-0.57,-0.39,-3.3,0.07,-0.05166666666666662
0.19,-0.67,-0.42,1.04,-1.32,0.32,-0.51,0.18,-0.07,2.21,0.31,-0.07,0.09916666666666667
-0.24,0.39,-0.74,0.54,-0.64,1.31,-0.83,0.14,-1.27,0.11,1.01,1.4,0.09833333333333334
-0.63,-0.05,1.14,0.18,0.93,0.4,-0.15,0.16,-1.1,0.17,0.72,-1.17,0.04999999999999999
-0.76,0.87,-1.04,0.22,1.06,0.03,0.21,-0.75,-1.22,-2.55,0.27,-0.43,-0.3408333333333333
-0.38,-0.54,-0.84,-0.93,1.02,0.67,-3.27,-0.21,0.0,-0.56,0.34,0.37,-0.3608333333333334
0.29,0.83,0.79,-0.51,-2.37,-0.94,0.92,0.3,0.73,-0.59,1.83,-0.43,0.07083333333333336
-0.22,0.53,1.7,0.46,0.03,-0.62,-1.1,2.8,-0.78,-0.35,1.19,-0.69,0.24583333333333332
0.89,0.31,0.81,0.1,2.77,1.14,1.24,0.25,0.85,0.93,0.74,0.31,0.8616666666666667
0.63,0.42,0.72,1.82,-0.8,-0.62,-0.62,-1.13,0.3,-0.16,-0.57,-1.14,-0.09583333333333333
-0.15,-0.36,-1.26,0.51,0.68,1.24,-0.6,-1.3,0.08,0.43,-1.15,-0.71,-0.21583333333333332
0.53,0.25,-0.65,0.48,1.33,0.38,0.68,0.82,0.24,-1.08,-1.32,0.93,0.2158333333333333
-0.22,0.51,2.06,0.63,-0.51,0.64,0.54,-0.94,-0.44,-0.21,-0.09,-0.42,0.12916666666666668
-1.19,0.86,-0.07,1.44,-1.46,-1.14,-0.23,0.22,0.41,-0.56,0.35,-1.66,-0.25249999999999995
-0.85,-0.08,0.25,-2.11,-0.79,-2.24,0.65,1.05,-0.57,1.85,1.02,-0.49,-0.19250000000000003
1.71,-0.25,1.26,-0.51,-1.37,-0.19,1.67,-0.15,-1.55,-0.73,0.49,-1.01,-0.05250000000000001
0.43,0.19,-0.29,-1.4,-0.97,-0.17,-1.04,-1.66,0.02,-0.44,-0.28,-1.24,-0.5708333333333334
-0.3,-0.3,-0.95,0.87,-0.17,-0.47,0.06,1.45,1.11,-0.9,1.82,-0.67,0.12916666666666668
-1.54,0.21,-0.28,0.47,0.03,0.49,-0.46,-1.13,-0.21,-0.38,-0.95,0.08,-0.30583333333333335
0.11,0.6,1.56,-1.58,0.02,0.48,-1.44,-0.25,0.13,0.92,-0.31,-0.89,-0.05416666666666666
1.27,0.98,0.46,0.88,-0.52,2.16,2.14,-0.37,1.02,0.8,-1.19,-1.48,0.5125000000000001
0.54,1.16,0.27,-0.03,-1.11,1.25,0.03,-0.2,-1.15,-0.36,-2.16,0.03,-0.1441666666666667
-0.01,-0.03,-0.8,-0.51,-1.46,-0.3,-0.72,-0.9,-2.19,0.33,-1.87,-0.74,-0.7666666666666667
0.15,-0.18,-0.07,0.43,-1.13,0.52,1.01,-0.05,0.77,-0.3,0.92,1.46,0.2941666666666667
-0.93,1.73,1.51,1.44,-0.48,-0.87,0.42,-1.24,-1.44,0.8,1.48,0.37,0.2325
-1.08,1.09,-1.08,-0.31,0.14,1.19,-1.85,1.06,-0.83,-0.22,1.54,-0.36,-0.05916666666666665
-1.61,-2.03,0.1,0.3,1.31,0.35,-0.76,1.23,-2.47,-0.46,-0.44,-1.65,-0.5108333333333334
0.45,-0.24,1.39,1.06,0.23,-2.81,-1.19,-1.39,1.49,-0.3,-0.91,1.95,-0.02250000000000002
0.53,0.84,1.89,0.03,0.72,-0.85,-0.77,-0.24,1.03,1.05,-1.2,0.14,0.2641666666666666
0.89,-0.06,-1.75,-0.72,1.35,-1.87,0.47,0.79,0.68,-0.2,-0.68,-2.38,-0.29
0.53,1.91,1.23,-0.08,2.42,-0.79,0.14,-1.21,-0.01,1.57,-1.64,0.53,0.38333333333333347
0.93,1.16,1.34,0.68,-0.63,-0.33,0.52,0.1,0.71,-1.22,-0.12,-1.27,0.1558333333333333
-0.08,-0.5,-0.16,1.38,0.56,0.41,-1.35,-1.18,1.64,1.09,-1.23,1.35,0.1608333333333333
0.04,-1.07,1.76,-1.8,1.59,-1.06,1.13,-0.37,0.16,0.33,0.04,-0.52,0.019166666666666665
-0.04,0.59,-0.26,-1.77,-0.12,-0.57,0.86,1.95,0.64,0.46,0.35,-1.54,0.045833333333333316
-0.48,-0.86,-0.39,-0.55,-0.46,1.28,0.14,1.08,0.61,-0.6,-1.52,-1.3,-0.25416666666666665
0.37,0.6,-1.48,-0.48,-1.95,0.6,-0.81,0.2,0.43,-1.09,-0.23,-0.02,-0.3216666666666667
-1.85,0.19,-0.01,-1.33,-0.41,2.28,-0.84,0.14,0.74,-0.65,0.14,0.61,-0.0825
0.23,-0.06,0.12,0.4,-0.63,-0.49,-0.33,0.99,-0.45,0.17,1.23,0.52,0.14166666666666666
-1.27,-0.96,-0.27,-0.2,0.91,-1.19,1.52,1.19,2.7,0.93,2.06,-1.58,0.32
0.45,-1.37,0.24,0.32,0.46,0.27,0.18,-1.11,-0.0,0.02,-0.06,-0.71,-0.10916666666666669
1.24,0.04,-0.23,0.96,1.08,-1.28,1.07,-0.28,-0.25,-0.38,0.75,0.35,0.2558333333333333
0.19,-0.33,-0.35,0.68,-1.42,-1.34,-0.25,-0.3,-0.28,-0.13,0.56,-0.18,-0.26249999999999996
0.62,0.47,0.21,-0.2,1.01,-0.7,-0.8,1.08,-0.94,-0.27,0.2,0.7,0.11499999999999999
0.53,0.58,-0.34,0.61,-0.69,0.65,-0.68,0.27,-0.08,0.74,-0.2,0.77,0.18000000000000002
-0.57,-1.11,0.77,-0.75,1.1,0.22,-1.69,-1.04,1.05,1.08,-0.02,-1.52,-0.2066666666666667
1.0,-0.37,-0.39,-1.53,0.39,-1.52,2.55,-0.76,-1.14,-0.09,-1.24,-1.15,-0.3541666666666667
1.36,0.08,1.09,0.1,0.37,-0.47,1.68,-0.47,-0.44,-0.84,0.53,-0.24,0.22916666666666666
0.11,0.03,0.31,-0.7,0.27,1.94,-0.47,0.4,-1.57,-1.78,0.59,0.21,-0.055
0.1,-0.69,0.26,-2.03,-0.22,-2.11,0.63,-0.84,0.11,-2.1,0.28,0.15,-0.5383333333333333
-0.54,0.56,-1.29,-1.38,-0.08,1.85,0.05,-0.72,-0.41,0.6,-0.42,-2.44,-0.3516666666666666
-0.69,0.92,-0.14,-1.06,1.69,-0.41,-0.34,1.51,0.14,0.23,0.2,0.26,0.19250000000000003
0.38,-0.59,-1.3,1.8,0.63,-0.02,-1.38,-1.52,0.65,-0.37,-1.28,-0.94,-0.3283333333333333
-0.45,1.16,-0.13,-0.52,-0.78,0.87,-1.0,0.25,-0.84,-0.15,0.2,-0.39,-0.14833333333333332
0.55,0.84,-0.88,-1.02,-0.95,-0.73,-1.78,-0.27,-0.62,0.28,0.7,0.92,-0.2466666666666666
-1.83,0.91,0.49,0.19,-0.02,0.38,-0.27,-1.19,1.53,-1.65,0.21,-1.57,-0.23500000000000001
0.19,1.61,-0.38,-1.16,0.17,-0.84,0.57,-0.04,-1.11,-0.48,1.41,0.01,-0.004166666666666689
0.06,0.27,-2.02,0.47,-0.69,1.3,0.24,-0.67,-1.61,0.04,0.64,0.43,-0.12833333333333335
-0.29,0.46,1.68,-0.38,-0.64,-1.01,0.28,-0.76,-0.29,-1.05,0.4,0.87,-0.06083333333333334
0.89,0.11,0.52,2.03,-1.52,0.35,0.23,-1.22,0.03,-2.22,0.86,-0.68,-0.051666666666666715
1.47,0.17,-0.0,-0.7,1.09,-0.68,1.67,-0.71,-0.52,0.79,-0.21,0.04,0.20083333333333334
-0.2,-0.05,-0.58,-0.3,-0.88,0.49,-0.61,1.01,-1.37,-0.76,0.36,-0.48,-0.2808333333333333
0.02,-0.53,0.08,-1.52,0.64,-1.58,-0.15,-0.4,-0.37,-1.02,-0.84,0.06,-0.4675
0.16,1.7,-0.65,-1.55,-0.04,-0.57,1.14,1.98,0.5,-0.2,1.8,0.61,0.4066666666666667
0.84,-0.66,0.32,0.81,-0.07,0.78,-0.95,-0.38,0.29,-1.44,-0.49,-0.27,-0.10166666666666667
-0.05,-0.15,0.2,0.54,0.39,0.01,0.26,-1.71,1.7,-0.27,-0.1,-0.04,0.06500000000000002
-1.67,1.83,0.61,-1.26,-1.78,-1.06,2.11,-2.44,-1.79,-0.89,0.76,-1.43,-0.5841666666666666
2.18,-0.86,0.89,0.55,0.73,0.17,1.05,0.84,0.35,-0.56,-0.73,0.3,0.4091666666666666
-1.33,-0.86,-0.62,0.76,0.64,0.79,-0.15,1.56,0.46,-1.0,-1.39,1.65,0.04250000000000004
-0.56,-0.1,2.29,-0.03,-1.95,0.47,0.27,-0.97,0.77,-1.1,-0.53,-0.1,-0.12833333333333333
0.08,-0.16,-0.72,0.36,2.01,1.22,-0.34,-1.82,-1.52,-1.61,-0.74,-0.26,-0.29166666666666674
-0.21,0.6,1.34,0.14,-0.15,0.84,-0.26,-1.31,0.4,0.49,1.82,0.16,0.3216666666666667
0.45,0.16,0.98,0.12,0.39,-0.55,-1.15,-0.01,0.36,1.68,-1.17,-0.84,0.035000000000000024
0.14,0.77,-1.76,0.87,0.95,1.16,-0.04,0.18,1.04,0.63,-1.78,0.61,0.23083333333333333
-2.03,-0.06,-2.35,-1.02,0.1,0.59,0.52,0.5,0.96,1.15,0.42,-1.36,-0.215
0.07,-0.48,-0.14,0.05,-0.41,1.53,2.66,-1.32,-0.62,0.44,-0.29,-0.74,0.06249999999999998
0.64,-0.29,0.65,0.23,0.15,0.47,0.8,0.53,-0.8,0.9,0.0,0.42,0.3083333333333333
0.77,1.19,1.38,-2.82,-0.42,0.64,0.1,-2.29,-0.77,-0.12,-0.0,-0.39,-0.2275
-1.15,-0.34,0.72,-0.91,1.5,-0.33,-0.85,-0.8,-1.18,-1.25,-0.51,0.51,-0.3825
0.33,-0.4,-0.83,-0.35,-0.73,-0.06,-0.43,0.34,0.13,0.99,0.2,-0.67,-0.12333333333333334
2.32,0.11,-0.82,1.08,-1.33,-0.13,-0.46,-1.64,-0.39,-0.73,1.31,0.91,0.019166666666666655
0.37,0.18,-0.18,1.41,-0.3,-0.56,0.32,-1.74,-0.43,2.0,1.71,0.77,0.29583333333333334
0.19,-1.86,1.45,-0.36,0.95,0.18,-0.85,0.7,-1.69,-1.92,-0.85,-1.48,-0.4616666666666667
-1.2,1.02,2.4,-1.09,0.2,-0.03,0.16,-2.39,0.38,-0.18,-0.07,-0.66,-0.1216666666666667
0.51,-0.71,0.7,1.32,-2.06,0.7,-0.35,-2.76,-0.24,-1.43,0.59,0.05,-0.30666666666666664
-0.96,-1.38,-0.23,1.61,0.73,-0.46,0.69,-0.29,-0.58,-0.27,0.53,0.42,-0.015833333333333307
1.34,-1.0,0.72,-1.95,0.43,-0.14,-0.96,-0.03,0.17,-1.03,0.26,1.32,-0.07250000000000002
2.17,-0.01,-0.22,-0.5,2.07,-0.62,0.58,-0.75,-0.9,0.78,0.69,-1.37,0.15999999999999995
2.06,0.23,0.95,-0.78,-0.83,0.96,-0.23,1.26,-1.44,0.77,0.17,-1.35,0.1475
-0.68,0.02,-0.2,1.13,-1.4,0.14,-0.96,1.26,0.34,0.63,-0.89,-0.96,-0.13083333333333333
0.31,0.44,-0.84,0.4,1.22,-1.41,-0.07,-0.15,-0.51,0.61,-0.98,-1.1,-0.17333333333333334
1.12,1.29,0.31,-1.4,0.2,-0.93,-1.84,0.46,-0.74,0.7,-0.35,0.79,-0.03250000000000001
-1.08,-0.41,1.43,0.86,1.07,-0.97,0.98,-2.51,-0.45,-1.32,-1.25,-0.22,-0.32249999999999995
-0.88,-0.78,1.63,-0.19,-0.63,-1.37,1.45,-0.64,-0.18,-1.07,2.03,-0.32,-0.0791666666666667
-0.46,0.46,1.42,0.34,0.53,0.09,0.03,0.42,-0.44,0.08,-1.55,1.06,0.165
-1.03,0.95,-0.86,-0.46,0.17,1.59,-0.75,0.86,0.75,-0.2,-0.34,0.88,0.13
0.03,1.84,-0.73,-1.0,-1.12,0.2,-0.19,0.48,-1.02,-1.58,-0.13,0.8,-0.20166666666666666
-0.31,1.19,1.05,1.6,-1.34,1.36,1.75,-0.66,-2.59,0.65,-1.31,0.84,0.18583333333333338
-0.26,3.2,-0.56,0.3,-0.53,0.17,-0.23,0.27,0.6,1.41,-0.4,0.23,0.35000000000000003
0.73,-1.65,0.0,-0.37,-0.63,-0.32,1.16,-0.36,0.08,0.08,1.09,-0.38,-0.04749999999999998
0.47,-1.67,-0.5,-1.66,0.01,1.26,1.33,0.88,-1.01,-0.21,-1.9,-1.14,-0.345
-0.69,0.78,-0.14,-0.4,0.33,-1.35,1.29,1.53,-0.03,1.71,-2.84,0.7,0.0741666666666667
0.17,-0.04,-0.78,-0.8,-1.07,0.86,-0.1,1.43,-0.56,0.55,-1.68,1.04,-0.0816666666666667
-0.14,0.6,-0.13,1.48,-0.65,-0.55,0.09,-0.34,0.2,0.29,-0.0,-0.37,0.03999999999999999
-0.02,-0.8,-0.83,-0.93,-0.78,-1.08,-2.56,0.97,-1.52,-1.0,-0.33,-0.53,-0.7841666666666667
0.38,2.01,-0.98,1.42,-1.7,-0.28,-1.18,0.03,0.37,0.71,1.59,-0.84,0.12749999999999997
-0.39,0.03,-1.96,-0.04,-0.77,-2.84,-1.74,-0.01,-0.27,1.31,-0.94,-0.27,-0.6574999999999998
0.1,-0.48,2.31,0.91,-0.98,-0.53,-1.65,0.74,0.38,-0.31,0.28,0.95,0.14333333333333337
-1.22,0.31,-0.08,-0.43,-0.26,0.46,-0.62,-1.66,-0.0,0.77,-0.9,-0.63,-0.355
-0.85,0.84,-0.69,0.41,-0.4,0.63,0.58,-0.83,0.0,1.12,0.55,-0.03,0.11083333333333334
-0.19,-0.32,-1.27,-0.83,-1.23,0.01,-0.6,-0.27,1.78,1.08,-0.05,0.74,-0.09583333333333333
0.36,-0.01,0.99,0.83,-0.38,-0.15,1.02,1.02,-1.87,-1.24,-1.58,-0.39,-0.1166666666666667
-0.89,-0.06,-0.52,-1.2,-0.17,-0.81,-0.47,-0.28,-0.92,0.38,0.12,1.21,-0.30083333333333334
1.12,-1.53,-0.78,0.4,1.06,0.97,1.21,-0.72,-0.7,-1.04,0.83,-1.44,-0.05166666666666663
-0.12,0.03,-0.25,-0.64,0.69,-0.06,0.88,0.81,-0.44,-0.36,2.01,1.15,0.3083333333333333
0.39,-0.47,-0.4,2.11,1.38,0.78,0.55,-0.26,-0.73,2.11,1.84,0.11,0.6175
0.95,0.68,0.58,-0.06,-0.78,-0.88,-0.45,0.16,-0.76,0.46,-0.99,0.62,-0.03916666666666669
-0.66,-0.92,-0.68,0.23,1.47,1.55,0.37,1.57,0.45,0.54,0.65,-0.51,0.3383333333333334
-1.17,0.19,-0.71,0.6,0.77,0.15,-0.42,-0.08,-0.7,-0.78,1.15,-2.03,-0.25249999999999995
-0.23,-0.36,0.91,1.08,0.23,0.52,-0.26,-0.84,-1.06,0.68,-1.26,-0.49,-0.08999999999999997
-1.49,0.09,-0.87,0.74,0.53,0.09,-1.56,1.69,1.14,1.5,0.19,-0.53,0.12666666666666665
-1.45,-0.68,0.99,-1.29,1.86,0.58,-2.47,-0.5,-0.11,0.33,0.23,-1.55,-0.3383333333333333
-0.45,1.35,-0.6,0.86,0.37,-0.22,0.79,-1.56,0.11,-0.31,-0.0,-0.3,0.0033333333333333457
