"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","target"
0.68,0.01,0.61,0.35,1.38,0.33,-1.7,-0.47,0.99,-0.25,-0.1,1.16,2.7595435701826174
-0.21,-1.27,1.29,-0.32,-1.08,-2.36,-0.65,0.83,0.31,0.11,1.09,-0.19,-1.3016222048431199
-0.4,-0.19,-1.03,-0.36,0.32,0.19,0.78,0.53,-0.87,0.22,-0.12,1.48,-0.14896528789243138
-0.71,-0.48,2.26,-0.95,1.69,0.12,0.69,0.39,0.83,0.65,-0.17,-0.59,-0.4229413260855989
0.54,0.44,-0.01,-0.84,0.2,-1.98,-0.08,1.61,1.61,1.01,1.09,0.16,-0.8168821109880295
-1.74,-1.97,-0.72,0.5,0.44,1.33,0.35,-2.47,0.19,-0.6,-0.17,-0.04,0.9430158250093642
0.23,1.31,-0.53,-0.48,0.38,-1.82,1.0,-0.31,0.74,0.12,0.61,-0.45,-1.605237833790296
0.32,0.48,-0.45,0.69,-0.03,-0.47,0.74,0.61,0.28,0.36,-0.38,0.1,-0.4183290650533327
1.11,1.08,1.5,-0.77,0.04,-1.58,-0.52,0.79,0.52,-0.36,-0.6,1.15,-0.6263319413964541
-0.53,-0.23,-1.13,0.08,0.58,-0.8,-0.09,-0.34,1.95,-0.49,-0.12,0.24,-0.11444095187286037
-1.22,0.38,0.25,-0.36,0.3,0.79,0.31,0.11,0.12,0.41,0.64,-0.15,-1.5644298224033233
0.94,1.15,-1.17,0.92,-2.06,-1.66,0.08,-0.75,-0.26,1.42,-0.66,1.1,0.28966584471016665
0.1,-0.29,1.2,1.07,-1.02,-0.57,0.08,0.37,-1.38,-0.87,0.57,0.59,0.9022958064424675
-0.27,-1.2,-0.33,-0.97,-0.32,0.78,0.11,1.7,0.05,0.14,-2.08,-0.74,0.6432272277278278
1.1,-0.81,2.29,0.26,0.76,-0.28,1.19,-0.86,0.24,-1.21,-1.47,-1.03,-1.4222729488588688
0.59,-0.54,-0.1,1.04,1.17,-0.28,-1.33,-0.43,-0.18,-0.64,0.05,-0.1,-1.2123974638344124
-0.48,-0.6,0.26,-1.01,-1.67,1.13,-1.17,-1.99,0.26,0.62,0.48,0.74,0.06381320590934964
-0.06,2.33,-0.59,1.06,0.07,-0.41,-0.09,0.24,0.3,-0.61,0.52,0.36,0.6825483137275123
-0.49,0.2,0.49,-2.38,0.77,0.21,-0.75,-1.34,0.18,1.34,-0.81,-0.71,-0.39324313999957045
0.76,0.04,-0.99,0.77,0.8,1.0,0.03,0.88,-0.5,-0.86,0.49,-0.43,1.3490023510314133
1.58,-1.37,-1.03,-0.71,-1.6,0.8,-1.31,1.51,3.61,1.96,0.59,-0.21,0.3249741469154841
-0.7,-1.44,1.61,-0.23,0.17,0.34,1.28,0.78,-0.57,0.75,-0.32,-0.38,0.20406756851726954
1.21,-0.53,-0.16,0.61,-0.44,0.81,-0.31,0.19,0.01,-0.08,0.17,-1.54,-0.46318826838582117
0.04,0.07,-0.34,-0.79,-0.88,1.73,-0.07,0.34,-1.45,0.34,-0.24,1.19,1.0383098308071286
0.16,0.37,0.88,1.73,-0.2,0.33,-1.19,1.0,-0.85,-1.11,-0.68,0.18,-0.15785121317098105
-0.54,-0.27,1.87,-0.11,-0.9,-0.63,-0.2,-0.24,-0.29,-1.57,-0.24,0.83,0.9070631464314401
-1.43,0.82,0.46,0.94,0.4,0.38,-0.04,-0.16,0.52,0.11,0.58,0.13,-2.871061718569431
0.81,0.43,0.01,-0.8,-0.43,0.73,0.24,0.01,-0.85,0.3,-1.63,-0.67,-1.1360523991022053
1.29,0.6,-0.41,0.52,1.62,-0.85,-1.64,-0.2,-1.16,2.01,1.06,0.14,-0.7222629203789507
0.81,-0.16,-0.7,-1.18,-0.75,-0.35,-0.4,1.11,-1.53,0.75,1.84,1.99,0.7718719708483259
-0.78,0.77,-0.68,-1.54,-0.12,-0.05,0.41,1.33,0.81,-0.24,0.27,-0.71,-1.0214301619808748
-0.8,-0.52,-1.59,0.54,0.34,-1.42,-0.31,0.36,-0.04,-0.53,1.06,0.11,1.1756689479724671
-0.32,0.8,-2.33,-1.59,0.46,0.64,0.36,-0.68,0.1,-1.31,1.3,-0.52,-0.7149607070345497
0.98,0.81,0.28,1.06,0.14,-0.41,0.09,1.6,-0.01,-0.78,0.93,2.0,-0.7849641399484895
0.58,0.2,-0.72,0.08,2.55,0.27,0.4,-0.08,-1.48,0.2,-0.45,0.21,-0.3417768641350503
0.84,0.84,0.73,0.77,0.33,0.54,0.05,3.47,0.5,0.85,-0.01,0.62,0.751735148277704
0.88,0.6,-0.34,0.49,-0.38,0.68,-0.54,2.18,-0.57,-0.39,-3.3,0.07,-1.7159357143692606
0.19,-0.67,-0.42,1.04,-1.32,0.32,-0.51,0.18,-0.07,2.21,0.31,-0.07,-1.851723193893264
-0.24,0.39,-0.74,0.54,-0.64,1.31,-0.83,0.14,-1.27,0.11,1.01,1.4,0.4974558697796191
-0.63,-0.05,1.14,0.18,0.93,0.4,-0.15,0.16,-1.1,0.17,0.72,-1.17,-0.5119358979364673
-0.76,0.87,-1.04,0.22,1.06,0.03,0.21,-0.75,-1.22,-2.55,0.27,-0.43,0.2860805067749654
-0.38,-0.54,-0.84,-0.93,1.02,0.67,-3.27,-0.21,0.0,-0.56,0.34,0.37,0.5545021492775678
0.29,0.83,0.79,-0.51,-2.37,-0.94,0.92,0.3,0.73,-0.59,1.83,-0.43,-1.2375952877987773
-0.22,0.53,1.7,0.46,0.03,-0.62,-1.1,2.8,-0.78,-0.35,1.19,-0.69,0.1943258768040776
0.89,0.31,0.81,0.1,2.77,1.14,1.24,0.25,0.85,0.93,0.74,0.31,-0.38147222648733686
0.63,0.42,0.72,1.82,-0.8,-0.62,-0.62,-1.13,0.3,-0.16,-0.57,-1.14,-1.2594619983378603
-0.15,-0.36,-1.26,0.51,0.68,1.24,-0.6,-1.3,0.08,0.43,-1.15,-0.71,0.2996455908493375
0.53,0.25,-0.65,0.48,1.33,0.38,0.68,0.82,0.24,-1.08,-1.32,0.93,-0.5316955551048343
-0.22,0.51,2.06,0.63,-0.51,0.64,0.54,-0.94,-0.44,-0.21,-0.09,-0.42,-0.800858326487269
-1.19,0.86,-0.07,1.44,-1.46,-1.14,-0.23,0.22,0.41,-0.56,0.35,-1.66,-0.17000206815461044
-0.85,-0.08,0.25,-2.11,-0.79,-2.24,0.65,1.05,-0.57,1.85,1.02,-0.49,0.24157685545833224
1.71,-0.25,1.26,-0.51,-1.37,-0.19,1.67,-0.15,-1.55,-0.73,0.49,-1.01,-1.0370263036587393
0.43,0.19,-0.29,-1.4,-0.97,-0.17,-1.04,-1.66,0.02,-0.44,-0.28,-1.24,-1.1374932662355894
-0.3,-0.3,-0.95,0.87,-0.17,-0.47,0.06,1.45,1.11,-0.9,1.82,-0.67,-0.2531309946052129
-1.54,0.21,-0.28,0.47,0.03,0.49,-0.46,-1.13,-0.21,-0.38,-0.95,0.08,-1.9311031252340027
0.11,0.6,1.56,-1.58,0.02,0.48,-1.44,-0.25,0.13,0.92,-0.31,-0.89,1.6718047304671917
1.27,0.98,0.46,0.88,-0.52,2.16,2.14,-0.37,1.02,0.8,-1.19,-1.48,0.038091288327372935
0.54,1.16,0.27,-0.03,-1.11,1.25,0.03,-0.2,-1.15,-0.36,-2.16,0.03,-0.9750392499530998
-0.01,-0.03,-0.8,-0.51,-1.46,-0.3,-0.72,-0.9,-2.19,0.33,-1.87,-0.74,0.03517607194634752
0.15,-0.18,-0.07,0.43,-1.13,0.52,1.01,-0.05,0.77,-0.3,0.92,1.46,0.22046844420709263
-0.93,1.73,1.51,1.44,-0.48,-0.87,0.42,-1.24,-1.44,0.8,1.48,0.37,2.80739515249156
-1.08,1.09,-1.08,-0.31,0.14,1.19,-1.85,1.06,-0.83,-0.22,1.54,-0.36,-0.26045778907735967
-1.61,-2.03,0.1,0.3,1.31,0.35,-0.76,1.23,-2.47,-0.46,-0.44,-1.65,-0.5689145191654768
0.45,-0.24,1.39,1.06,0.23,-2.81,-1.19,-1.39,1.49,-0.3,-0.91,1.95,-0.06467281578399274
0.53,0.84,1.89,0.03,0.72,-0.85,-0.77,-0.24,1.03,1.05,-1.2,0.14,-0.9805607552754568
0.89,-0.06,-1.75,-0.72,1.35,-1.87,0.47,0.79,0.68,-0.2,-0.68,-2.38,1.1093103058867428
0.53,1.91,1.23,-0.08,2.42,-0.79,0.14,-1.21,-0.01,1.57,-1.64,0.53,0.6165930807744818
0.93,1.16,1.34,0.68,-0.63,-0.33,0.52,0.1,0.71,-1.22,-0.12,-1.27,0.409812472330598
-0.08,-0.5,-0.16,1.38,0.56,0.41,-1.35,-1.18,1.64,1.09,-1.23,1.35,-0.22558602413367548
0.04,-1.07,1.76,-1.8,1.59,-1.06,1.13,-0.37,0.16,0.33,0.04,-0.52,-0.3700881063524057
-0.04,0.59,-0.26,-1.77,-0.12,-0.57,0.86,1.95,0.64,0.46,0.35,-1.54,0.03680837164745837
-0.48,-0.86,-0.39,-0.55,-0.46,1.28,0.14,1.08,0.61,-0.6,-1.52,-1.3,0.2587211754250776
0.37,0.6,-1.48,-0.48,-1.95,0.6,-0.81,0.2,0.43,-1.09,-0.23,-0.02,-0.6393770115075185
-1.85,0.19,-0.01,-1.33,-0.41,2.28,-0.84,0.14,0.74,-0.65,0.14,0.61,1.0919425799887041
0.23,-0.06,0.12,0.4,-0.63,-0.49,-0.33,0.99,-0.45,0.17,1.23,0.52,0.47946850449118866
-1.27,-0.96,-0.27,-0.2,0.91,-1.19,1.52,1.19,2.7,0.93,2.06,-1.58,0.5989598190988766
0.45,-1.37,0.24,0.32,0.46,0.27,0.18,-1.11,-0.0,0.02,-0.06,-0.71,0.8730403930809885
1.24,0.04,-0.23,0.96,1.08,-1.28,1.07,-0.28,-0.25,-0.38,0.75,0.35,0.5706935956376293
0.19,-0.33,-0.35,0.68,-1.42,-1.34,-0.25,-0.3,-0.28,-0.13,0.56,-0.18,-0.12462622516407294
0.62,0.47,0.21,-0.2,1.01,-0.7,-0.8,1.08,-0.94,-0.27,0.2,0.7,1.5858090947675227
0.53,0.58,-0.34,0.61,-0.69,0.65,-0.68,0.27,-0.08,0.74,-0.2,0.77,-0.6344751280955834
-0.57,-1.11,0.77,-0.75,1.1,0.22,-1.69,-1.04,1.05,1.08,-0.02,-1.52,-0.548446708146465
1.0,-0.37,-0.39,-1.53,0.39,-1.52,2.55,-0.76,-1.14,-0.09,-1.24,-1.15,1.9479443520256894
1.36,0.08,1.09,0.1,0.37,-0.47,1.68,-0.47,-0.44,-0.84,0.53,-0.24,-0.03423853464592688
0.11,0.03,0.31,-0.7,0.27,1.94,-0.47,0.4,-1.57,-1.78,0.59,0.21,0.10022255236975117
0.1,-0.69,0.26,-2.03,-0.22,-2.11,0.63,-0.84,0.11,-2.1,0.28,0.15,1.0780189509359768
-0.54,0.56,-1.29,-1.38,-0.08,1.85,0.05,-0.72,-0.41,0.6,-0.42,-2.44,1.7388224551297444
-0.69,0.92,-0.14,-1.06,1.69,-0.41,-0.34,1.51,0.14,0.23,0.2,0.26,0.9849987259952883
0.38,-0.59,-1.3,1.8,0.63,-0.02,-1.38,-1.52,0.65,-0.37,-1.28,-0.94,0.9457043236231613
-0.45,1.16,-0.13,-0.52,-0.78,0.87,-1.0,0.25,-0.84,-0.15,0.2,-0.39,0.24942546802477047
0.55,0.84,-0.88,-1.02,-0.95,-0.73,-1.78,-0.27,-0.62,0.28,0.7,0.92,1.902131146623316
-1.83,0.91,0.49,0.19,-0.02,0.38,-0.27,-1.19,1.53,-1.65,0.21,-1.57,1.9759449934484763
0.19,1.61,-0.38,-1.16,0.17,-0.84,0.57,-0.04,-1.11,-0.48,1.41,0.01,-0.9723033226613513
0.06,0.27,-2.02,0.47,-0.69,1.3,0.24,-0.67,-1.61,0.04,0.64,0.43,0.9946251745158973
-0.29,0.46,1.68,-0.38,-0.64,-1.01,0.28,-0.76,-0.29,-1.05,0.4,0.87,1.5013814417698426
0.89,0.11,0.52,2.03,-1.52,0.35,0.23,-1.22,0.03,-2.22,0.86,-0.68,-2.1616744315932657
1.47,0.17,-0.0,-0.7,1.09,-0.68,1.67,-0.71,-0.52,0.79,-0.21,0.04,0.9148851154780208
-0.2,-0.05,-0.58,-0.3,-0.88,0.49,-0.61,1.01,-1.37,-0.76,0.36,-0.48,1.0360201587698055
0.02,-0.53,0.08,-1.52,0.64,-1.58,-0.15,-0.4,-0.37,-1.02,-0.84,0.06,-0.8521357823230107
0.16,1.7,-0.65,-1.55,-0.04,-0.57,1.14,1.98,0.5,-0.2,1.8,0.61,-0.6712606445998237
0.84,-0.66,0.32,0.81,-0.07,0.78,-0.95,-0.38,0.29,-1.44,-0.49,-0.27,-0.011122811710533012
-0.05,-0.15,0.2,0.54,0.39,0.01,0.26,-1.71,1.7,-0.27,-0.1,-0.04,-0.028008843819390707
-1.67,1.83,0.61,-1.26,-1.78,-1.06,2.11,-2.44,-1.79,-0.89,0.76,-1.43,-0.3037416817532763
2.18,-0.86,0.89,0.55,0.73,0.17,1.05,0.84,0.35,-0.56,-0.73,0.3,1.9701138375844305
-1.33,-0.86,-0.62,0.76,0.64,0.79,-0.15,1.56,0.46,-1.0,-1.39,1.65,-1.7198951813562433
-0.56,-0.1,2.29,-0.03,-1.95,0.47,0.27,-0.97,0.77,-1.1,-0.53,-0.1,-0.2932841681624658
0.08,-0.16,-0.72,0.36,2.01,1.22,-0.34,-1.82,-1.52,-1.61,-0.74,-0.26,2.7007644159712307
-0.21,0.6,1.34,0.14,-0.15,0.84,-0.26,-1.31,0.4,0.49,1.82,0.16,1.0738279227940268
0.45,0.16,0.98,0.12,0.39,-0.55,-1.15,-0.01,0.36,1.68,-1.17,-0.84,-0.9116078108988408
0.14,0.77,-1.76,0.87,0.95,1.16,-0.04,0.18,1.04,0.63,-1.78,0.61,-0.5252012497418337
-2.03,-0.06,-2.35,-1.02,0.1,0.59,0.52,0.5,0.96,1.15,0.42,-1.36,-1.6867306116083924
0.07,-0.48,-0.14,0.05,-0.41,1.53,2.66,-1.32,-0.62,0.44,-0.29,-0.74,-1.754671866701131
0.64,-0.29,0.65,0.23,0.15,0.47,0.8,0.53,-0.8,0.9,0.0,0.42,0.07919486690296955
0.77,1.19,1.38,-2.82,-0.42,0.64,0.1,-2.29,-0.77,-0.12,-0.0,-0.39,0.24853510567209433
-1.15,-0.34,0.72,-0.91,1.5,-0.33,-0.85,-0.8,-1.18,-1.25,-0.51,0.51,0.37352237396444565
0.33,-0.4,-0.83,-0.35,-0.73,-0.06,-0.43,0.34,0.13,0.99,0.2,-0.67,-0.8118894106285296
2.32,0.11,-0.82,1.08,-1.33,-0.13,-0.46,-1.64,-0.39,-0.73,1.31,0.91,-0.07061810795525242
0.37,0.18,-0.18,1.41,-0.3,-0.56,0.32,-1.74,-0.43,2.0,1.71,0.77,-0.9040863696561707
0.19,-1.86,1.45,-0.36,0.95,0.18,-0.85,0.7,-1.69,-1.92,-0.85,-1.48,1.787043040075099
-1.2,1.02,2.4,-1.09,0.2,-0.03,0.16,-2.39,0.38,-0.18,-0.07,-0.66,-0.45757419371906316
0.51,-0.71,0.7,1.32,-2.06,0.7,-0.35,-2.76,-0.24,-1.43,0.59,0.05,0.36888945213274205
-0.96,-1.38,-0.23,1.61,0.73,-0.46,0.69,-0.29,-0.58,-0.27,0.53,0.42,0.10757953457721829
1.34,-1.0,0.72,-1.95,0.43,-0.14,-0.96,-0.03,0.17,-1.03,0.26,1.32,-0.6395307948958208
2.17,-0.01,-0.22,-0.5,2.07,-0.62,0.58,-0.75,-0.9,0.78,0.69,-1.37,-0.4839709045788757
2.06,0.23,0.95,-0.78,-0.83,0.96,-0.23,1.26,-1.44,0.77,0.17,-1.35,-0.5897792197983976
-0.68,0.02,-0.2,1.13,-1.4,0.14,-0.96,1.26,0.34,0.63,-0.89,-0.96,-0.29562727624190177
0.31,0.44,-0.84,0.4,1.22,-1.41,-0.07,-0.15,-0.51,0.61,-0.98,-1.1,-0.03280322847077933
1.12,1.29,0.31,-1.4,0.2,-0.93,-1.84,0.46,-0.74,0.7,-0.35,0.79,-0.9014419645367996
-1.08,-0.41,1.43,0.86,1.07,-0.97,0.98,-2.51,-0.45,-1.32,-1.25,-0.22,-0.2524335435126041
-0.88,-0.78,1.63,-0.19,-0.63,-1.37,1.45,-0.64,-0.18,-1.07,2.03,-0.32,1.5453624328456617
-0.46,0.46,1.42,0.34,0.53,0.09,0.03,0.42,-0.44,0.08,-1.55,1.06,-0.2877904288959836
-1.03,0.95,-0.86,-0.46,0.17,1.59,-0.75,0.86,0.75,-0.2,-0.34,0.88,1.7790809929820832
0.03,1.84,-0.73,-1.0,-1.12,0.2,-0.19,0.48,-1.02,-1.58,-0.13,0.8,-0.12293435913465854
-0.31,1.19,1.05,1.6,-1.34,1.36,1.75,-0.66,-2.59,0.65,-1.31,0.84,0.5916555784635359
-0.26,3.2,-0.56,0.3,-0.53,0.17,-0.23,0.27,0.6,1.41,-0.4,0.23,0.6284066962186432
0.73,-1.65,0.0,-0.37,-0.63,-0.32,1.16,-0.36,0.08,0.08,1.09,-0.38,0.7491124335194127
0.47,-1.67,-0.5,-1.66,0.01,1.26,1.33,0.88,-1.01,-0.21,-1.9,-1.14,-0.7904505314678506
-0.69,0.78,-0.14,-0.4,0.33,-1.35,1.29,1.53,-0.03,1.71,-2.84,0.7,1.3911614021994265
0.17,-0.04,-0.78,-0.8,-1.07,0.86,-0.1,1.43,-0.56,0.55,-1.68,1.04,-1.2258074560368595
-0.14,0.6,-0.13,1.48,-0.65,-0.55,0.09,-0.34,0.2,0.29,-0.0,-0.37,1.1495516231764065
-0.02,-0.8,-0.83,-0.93,-0.78,-1.08,-2.56,0.97,-1.52,-1.0,-0.33,-0.53,-0.5703423129902602
0.38,2.01,-0.98,1.42,-1.7,-0.28,-1.18,0.03,0.37,0.71,1.59,-0.84,0.961118106780363
-0.39,0.03,-1.96,-0.04,-0.77,-2.84,-1.74,-0.01,-0.27,1.31,-0.94,-0.27,-1.451705680319015
0.1,-0.48,2.31,0.91,-0.98,-0.53,-1.65,0.74,0.38,-0.31,0.28,0.95,0.5241948808956456
-1.22,0.31,-0.08,-0.43,-0.26,0.46,-0.62,-1.66,-0.0,0.77,-0.9,-0.63,-1.1629196983480221
-0.85,0.84,-0.69,0.41,-0.4,0.63,0.58,-0.83,0.0,1.12,0.55,-0.03,-0.049329684334232564
-0.19,-0.32,-1.27,-0.83,-1.23,0.01,-0.6,-0.27,1.78,1.08,-0.05,0.74,-0.7066185635923328
0.36,-0.01,0.99,0.83,-0.38,-0.15,1.02,1.02,-1.87,-1.24,-1.58,-0.39,0.5304910333843741
-0.89,-0.06,-0.52,-1.2,-0.17,-0.81,-0.47,-0.28,-0.92,0.38,0.12,1.21,0.5560913926495185
1.12,-1.53,-0.78,0.4,1.06,0.97,1.21,-0.72,-0.7,-1.04,0.83,-1.44,-0.23454994338137955
-0.12,0.03,-0.25,-0.64,0.69,-0.06,0.88,0.81,-0.44,-0.36,2.01,1.15,-0.8281459665321194
0.39,-0.47,-0.4,2.11,1.38,0.78,0.55,-0.26,-0.73,2.11,1.84,0.11,-2.3289898543128205
0.95,0.68,0.58,-0.06,-0.78,-0.88,-0.45,0.16,-0.76,0.46,-0.99,0.62,-0.6549319609686622
-0.66,-0.92,-0.68,0.23,1.47,1.55,0.37,1.57,0.45,0.54,0.65,-0.51,1.588871627999113
-1.17,0.19,-0.71,0.6,0.77,0.15,-0.42,-0.08,-0.7,-0.78,1.15,-2.03,0.8749011824591132
-0.23,-0.36,0.91,1.08,0.23,0.52,-0.26,-0.84,-1.06,0.68,-1.26,-0.49,0.8308299562637733
-1.49,0.09,-0.87,0.74,0.53,0.09,-1.56,1.69,1.14,1.5,0.19,-0.53,0.831768426427145
