"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
1.63,0.41,0.55,2.47,-2.19,0.25,-1.12,-3.05,-1.22,0.05,1.34,0.08,3.09,0.49,6.67,-4.68,-6.48,-1.06,0.91,1.03,-2.66,1.7,2.34,-1.6,-3.2,-7.87,0.36,-2.15,-0.35,-0.67,0.35,-0.94,49
-0.68,0.29,-0.26,1.79,-2.14,5.91,-0.13,-0.91,0.48,2.56,-0.68,-1.16,2.56,-2.06,0.51,0.35,-5.75,-0.52,-1.99,0.6,-4.45,0.77,-0.87,-2.05,0.98,-0.6,-0.65,0.5,-0.93,1.25,-2.29,2.15,13
-0.16,0.26,0.63,-1.38,2.38,1.03,-1.01,-0.73,0.58,4.58,1.73,-0.98,-1.55,-0.47,-0.7,1.49,6.84,-0.42,0.52,-4.23,4.25,-0.5,-4.32,2.04,-0.82,1.43,-0.31,1.51,-1.41,0.03,0.23,-2.3,8
0.44,1.34,-0.7,-0.6,-0.48,5.05,-5.27,-2.78,-1.17,-1.65,1.28,-1.63,-1.65,0.93,-2.6,-1.64,-5.09,-0.39,-1.06,6.37,-0.49,0.62,0.99,-1.6,3.22,0.59,-0.06,-0.14,-0.22,4.45,2.41,-1.23,50
-2.62,-0.76,-0.93,-4.35,-2.84,-3.81,-5.49,-1.53,-0.81,-0.09,-0.13,0.64,3.69,-0.81,-1.0,-2.01,-9.41,0.25,-0.42,-0.17,1.39,0.04,0.49,2.45,-1.64,0.69,-1.8,0.27,0.87,-1.01,0.61,1.12,38
-0.38,-2.09,-0.08,0.71,-0.42,-0.31,-2.31,0.7,0.23,-2.57,1.46,0.17,0.04,-2.49,-4.85,-1.39,0.44,-0.29,0.78,0.28,-0.49,-0.1,-4.29,2.45,-1.47,-0.73,-0.01,-0.26,0.35,0.27,-1.5,-1.39,36
0.2,0.17,0.25,-0.74,2.72,-2.28,4.91,0.29,0.55,-1.24,-0.68,-1.63,0.78,0.01,4.16,1.24,1.01,0.86,-0.39,-0.84,0.27,1.33,-2.7,1.32,-6.17,3.0,0.2,0.04,-1.17,7.91,-1.18,1.82,62
-1.02,-0.14,0.01,-2.12,-2.05,1.68,-2.07,-0.41,0.03,-1.68,0.51,1.46,1.23,-1.25,-2.01,-0.05,-4.15,-1.69,2.23,-1.04,-0.47,1.5,0.51,-0.58,1.23,-2.79,0.8,-1.49,-1.57,1.14,1.22,-0.32,5
0.52,1.19,0.41,1.21,-2.32,-0.31,-4.35,-2.38,-0.64,0.86,1.04,-0.58,0.38,0.7,-1.13,2.44,-1.9,-0.62,1.25,-0.4,1.66,0.22,-2.79,0.48,0.45,0.73,-1.12,0.4,-0.68,1.91,-0.16,2.39,48
-0.18,0.02,-0.26,-0.04,-2.13,-1.66,-8.46,-2.06,0.87,-1.02,-1.18,-0.76,1.32,-0.62,-4.77,1.92,-5.09,-0.51,0.25,1.52,2.25,-0.97,-0.72,3.45,1.85,-0.26,0.96,-1.19,-0.07,3.88,-0.02,3.12,28
-0.62,-0.28,-0.55,3.81,-3.08,-4.19,8.23,2.25,0.94,-5.54,-2.99,0.02,-2.03,-0.99,-0.21,1.23,7.13,0.82,0.7,-1.86,-1.2,-1.38,-3.96,3.69,-5.67,5.65,0.94,-0.38,1.6,-4.02,0.49,2.77,5
1.31,-0.47,2.36,1.76,-1.16,3.94,8.52,0.56,-0.68,-0.55,0.2,-0.06,-0.69,0.79,-4.97,1.0,3.18,0.31,-1.42,-5.67,1.04,1.25,-3.74,-2.98,-3.54,-1.21,-1.12,-0.03,-1.36,0.92,1.95,-1.23,30
-1.5,0.38,1.32,1.07,-0.46,-1.85,-7.48,-1.66,0.68,0.44,-0.8,0.38,4.02,-1.08,-0.44,-0.59,-4.27,-1.09,-0.36,0.05,2.8,-1.21,-4.68,-1.11,1.12,-0.14,-1.04,0.96,-0.02,3.0,-0.64,0.24,31
-0.71,-0.94,0.29,0.2,1.23,-0.42,0.82,-2.55,-1.76,-0.03,1.99,1.04,-1.21,-0.78,-2.07,2.4,-0.42,0.03,1.48,-2.78,-2.88,-1.34,0.0,-0.86,0.37,-1.36,1.07,-0.88,-0.85,-0.58,-0.62,1.74,9
0.52,0.01,-1.41,-2.23,-3.0,-0.23,-3.2,-1.14,-1.39,-0.88,-1.37,-1.7,0.75,1.65,2.12,1.8,-0.06,0.64,1.83,-1.26,-0.11,-0.6,-3.51,0.54,-0.52,2.58,-1.15,0.4,-0.1,-2.49,-0.1,1.88,25
-0.17,2.07,0.58,2.34,3.14,-0.67,2.02,3.29,0.41,7.08,-1.51,-0.68,2.97,-0.16,-0.27,-1.1,-0.69,1.49,0.17,1.97,-1.07,0.33,0.08,-1.59,-3.18,0.68,-1.48,-1.38,-0.1,-3.74,-1.17,4.18,17
-0.31,0.6,-0.28,-0.55,-1.95,4.15,0.6,-0.24,0.1,-1.37,0.98,0.7,-2.21,-0.68,0.39,2.37,6.62,-0.84,0.71,-1.21,-0.23,1.14,-1.48,2.65,0.06,0.79,2.04,-0.27,0.77,-1.76,-0.35,-0.6,54
0.26,2.01,-0.31,-2.09,-2.87,-1.01,1.57,-1.59,-0.67,-2.12,0.51,0.74,1.79,-0.58,1.71,-1.98,-4.46,-0.44,0.11,-3.76,2.9,0.2,0.75,-1.38,-1.63,-2.7,0.57,1.05,0.72,2.06,-0.16,-2.62,50
-0.64,-0.13,-0.43,-1.74,-3.34,2.31,-1.34,-1.48,-0.33,3.72,-0.47,-1.52,-2.62,-1.36,0.61,-2.99,-8.9,-0.95,-2.42,0.97,-3.46,-0.81,0.29,-0.28,0.83,-1.64,-1.39,-1.08,-0.54,0.79,0.11,-3.66,50
0.07,-1.35,0.08,-0.09,-0.44,2.64,-3.88,-1.77,-0.15,3.79,-1.17,0.7,-0.41,0.5,-3.12,1.07,-2.96,0.48,-0.0,2.31,-1.34,-1.02,-0.19,-0.68,-0.07,-2.28,-1.45,1.11,-0.98,-0.74,-1.01,-0.01,17
0.23,-0.66,0.89,-4.94,-0.4,-0.06,-6.27,3.1,0.61,-0.32,-0.56,0.53,0.77,0.23,0.34,-2.83,-1.91,-2.62,0.41,0.41,-1.97,-1.06,-1.35,1.02,1.0,-2.01,0.07,-0.2,-0.18,-5.11,1.08,2.94,0
-0.03,0.48,0.65,3.69,1.25,-2.0,-1.06,0.72,-0.12,0.9,-0.7,0.59,0.33,2.31,-0.11,0.42,-0.41,0.92,0.48,2.32,1.7,1.91,-0.19,-3.9,2.46,-0.21,0.56,-1.17,1.64,2.23,0.45,0.22,23
0.41,1.45,-0.07,-1.5,0.46,-1.61,-7.54,-1.87,0.24,-0.3,-1.19,-1.23,0.39,0.67,3.38,3.57,1.6,-1.57,0.87,2.72,3.65,1.08,0.32,-0.72,3.64,0.24,0.98,-0.39,0.56,3.35,-0.55,-1.35,19
-0.38,0.56,0.51,-3.04,-1.57,6.53,-6.45,2.37,-0.52,0.39,-0.73,0.21,0.0,-1.0,3.68,-2.92,-3.61,1.66,0.34,3.72,-2.84,-1.25,-4.13,-4.58,1.53,-6.01,-0.04,-0.59,0.68,2.84,-0.24,-2.36,6
-0.37,0.66,-0.04,-0.65,1.4,0.45,1.16,-1.9,-0.68,-4.09,-0.03,-0.58,-1.05,0.07,1.11,3.04,4.55,0.02,1.52,0.13,-0.38,-1.13,-1.4,-1.44,-2.52,-0.67,-0.5,0.66,0.45,2.14,-0.82,0.83,8
1.01,-1.98,-0.4,1.46,0.62,3.05,-3.93,-1.81,0.37,-0.85,-0.78,-0.69,-1.89,0.29,0.67,-2.25,1.8,-1.59,0.77,6.47,1.25,-0.88,1.61,0.18,0.71,-1.3,0.28,0.14,0.62,0.94,-0.3,-2.82,50
-0.24,-0.57,0.4,2.27,1.42,1.0,6.15,0.46,-0.07,-0.63,-1.35,0.25,-4.09,1.32,0.76,1.67,7.51,-1.63,-1.26,-1.63,0.41,1.32,0.04,-1.04,0.05,1.26,0.21,-3.48,0.33,0.08,-0.12,-0.26,19
-0.1,-0.93,0.74,3.69,2.37,-4.33,-0.38,0.79,0.18,0.9,0.04,1.11,1.04,1.32,-2.06,3.34,6.44,0.54,1.02,-1.12,1.79,-2.42,-1.58,2.86,-0.11,1.85,-1.16,0.06,-0.32,-1.46,0.08,1.23,63
-1.86,1.6,0.41,-1.02,1.21,-0.74,1.93,1.96,0.03,-3.29,-1.34,0.63,4.5,-1.38,1.2,3.03,5.03,1.29,0.75,0.99,3.68,0.4,2.23,-2.61,-4.08,-2.13,-2.93,-0.47,0.66,-0.72,0.83,3.69,50
-1.2,0.19,-0.01,-0.77,-0.55,-1.59,2.66,-0.8,0.63,-2.92,-0.22,1.31,-1.65,0.76,-3.59,-0.48,-4.11,-1.55,-0.43,-2.38,-1.72,-1.32,-0.21,-0.04,-0.2,-1.95,-0.4,-0.84,0.11,3.97,-1.71,-3.36,42
1.18,0.47,0.63,-1.24,-2.85,0.11,-6.23,-2.64,1.08,3.36,0.79,-1.59,2.77,1.07,-0.54,-0.53,-3.13,-0.21,-2.32,-0.09,3.94,0.56,0.9,2.3,-2.13,-2.59,-0.14,1.33,-0.88,-3.12,-1.35,1.9,40
-0.08,1.74,-0.61,-1.61,2.15,-2.69,-2.81,-1.2,0.16,2.09,0.56,-0.16,0.05,1.36,0.1,3.19,-0.48,-2.03,-0.1,-2.04,0.06,-1.33,3.19,-2.73,2.3,-4.47,-0.71,-0.76,-0.1,-1.72,-0.38,2.84,14
-0.15,-1.07,0.92,-1.72,4.92,-3.4,-2.54,6.03,-0.14,-1.98,0.81,-0.58,-0.67,0.25,1.69,-0.72,2.89,-1.72,-2.47,5.4,-0.26,1.04,5.23,1.12,4.01,1.19,0.0,-0.73,-0.17,0.03,-0.31,5.92,48
1.03,-0.77,-0.5,-0.26,-1.33,-1.67,-3.71,0.99,2.33,-0.01,0.04,0.24,-2.11,0.71,1.78,-1.18,0.82,0.9,-0.61,2.24,2.24,0.78,1.99,1.28,5.13,1.47,-0.32,0.93,-0.03,-1.12,0.23,-3.25,8
0.95,1.44,-0.45,-0.09,-3.1,1.18,8.18,3.16,0.33,-1.12,-0.08,0.99,-1.71,-0.96,0.25,-2.2,1.31,-0.77,-0.59,-3.88,0.96,0.61,0.39,-2.41,-1.27,-1.07,-1.81,0.03,-0.06,-2.32,-0.43,-2.05,40
0.1,0.5,0.07,-0.07,0.03,0.7,1.73,0.51,-0.18,-0.86,0.29,0.51,-3.14,0.03,-0.22,1.19,5.67,-1.34,-0.13,0.94,2.84,-0.81,2.64,0.37,-0.14,-1.32,1.99,-1.74,0.53,-0.4,-0.93,-1.14,33
-0.44,0.38,0.53,-1.56,-0.52,2.13,-8.82,-0.86,-0.68,5.14,2.24,-0.82,0.5,-0.58,0.13,-0.49,-3.57,-1.38,1.1,5.14,-1.81,-0.56,-1.63,2.55,-1.43,-0.57,-1.64,0.81,1.9,-2.08,0.4,3.22,24
-2.32,-0.46,-0.97,0.22,-1.86,-0.96,6.03,0.96,-0.08,0.13,-0.96,-0.11,-0.59,0.88,-1.75,-0.08,-3.57,0.63,-0.03,-0.93,-1.34,1.7,1.31,-0.22,-2.8,-0.18,0.11,-0.13,-0.55,1.33,0.89,-1.47,33
-1.02,-0.31,-0.26,3.24,3.45,2.42,7.38,-4.1,-0.17,-1.39,0.27,0.14,-1.4,0.27,-5.44,-0.86,2.75,0.83,-0.14,-3.41,2.1,1.54,4.41,-0.92,1.48,2.29,1.78,0.31,0.39,0.12,0.03,-0.19,35
-0.83,-0.63,-0.6,0.49,0.68,-0.95,2.13,1.79,-0.99,-2.55,1.42,-0.96,1.61,-0.06,3.58,-1.32,2.05,-1.04,1.0,-3.22,0.58,-0.32,4.84,3.13,0.38,-5.11,0.97,-1.7,0.72,1.16,-0.72,2.46,26
0.1,-0.56,-1.15,1.6,-0.5,1.61,-1.16,-0.86,0.84,-1.39,-0.26,1.17,1.0,-0.28,0.33,0.43,3.58,0.76,1.91,-0.32,1.64,1.06,-0.34,0.1,0.4,-1.13,-0.19,0.5,-1.27,-1.24,2.76,0.18,5
-1.95,-0.49,1.39,0.12,0.28,-1.55,2.13,2.73,-1.29,1.94,1.4,-1.58,2.37,-0.0,-0.76,2.35,-4.15,0.02,0.39,-1.17,-4.76,-0.46,0.88,-4.34,4.6,-0.12,0.46,0.16,-0.5,-1.36,-0.6,-3.06,26
0.54,2.88,0.15,0.33,-0.24,5.21,3.37,1.61,-0.78,-1.88,-0.92,1.1,2.15,-1.63,0.43,2.55,3.46,0.22,0.09,3.24,-0.62,0.27,0.67,-2.66,0.05,1.49,2.66,-0.14,-1.62,1.34,-0.85,-2.81,49
0.76,-0.01,1.01,3.31,7.1,5.04,-1.42,-1.35,-1.45,0.35,1.44,-0.59,2.47,0.42,0.83,-2.06,7.13,0.69,0.63,-2.18,0.29,0.49,-4.78,-2.34,1.37,0.53,-0.09,1.31,-0.91,0.46,-0.39,3.79,47
0.51,0.05,1.26,-1.9,-3.36,2.41,6.05,3.09,2.4,-0.52,-0.51,-1.74,-2.5,1.14,-2.97,4.38,-1.4,0.91,1.2,4.58,1.29,-0.97,7.63,-0.43,-1.97,-0.21,-1.32,3.47,-0.0,3.36,0.89,2.84,30
1.18,-0.33,0.6,0.67,-0.13,0.63,-3.74,-4.63,0.83,1.52,0.19,-1.05,-2.35,0.08,-0.03,-0.19,-5.45,0.38,0.29,-2.49,-5.18,0.62,2.92,3.81,4.46,-2.74,0.09,1.54,1.07,0.64,0.92,1.88,47
