"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","target"
71,"Federal-gov",422149,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",20051,0,40,"United-States",">50K"
27,"State-gov",271243,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Male",0,0,40,"Jamaica","<=50K"
38,"Private",192337,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
23,"Private",175778,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
44,"Self-emp-not-inc",180096,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
19,"",166018,"Some-college",10,"Never-married","","Own-child","White","Female",0,0,40,"United-States","<=50K"
47,"Private",180243,"Bachelors",13,"Never-married","Sales","Other-relative","White","Female",0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc",42924,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
70,"Self-emp-inc",243436,"9th",5,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
28,"Private",108569,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,43,"United-States","<=50K"
22,"Private",106700,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,27,"United-States","<=50K"
38,"Private",177305,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
19,"Private",41745,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
55,"Private",323706,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
79,"Self-emp-inc",97082,"12th",8,"Widowed","Sales","Not-in-family","White","Male",18481,0,45,"United-States",">50K"
24,"Self-emp-inc",142404,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
33,"Private",123920,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
60,"Private",178764,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States","<=50K"
45,"Private",148900,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
50,"Private",188882,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Private",195554,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
55,"Federal-gov",31965,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Self-emp-not-inc",417227,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States","<=50K"
27,"Private",302422,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
59,"Federal-gov",99131,"HS-grad",9,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States","<=50K"
40,"Self-emp-not-inc",36104,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private",196227,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
32,"Private",343789,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5013,0,55,"United-States","<=50K"
35,"Private",259727,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States","<=50K"
48,"Private",33669,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Private",123397,"HS-grad",9,"Married-civ-spouse","Transport-moving","Wife","White","Female",5178,0,35,"United-States",">50K"
46,"Private",179869,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",100882,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,47,"United-States",">50K"
22,"Private",340543,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
61,"Private",86067,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
34,"Local-gov",63338,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private",90860,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
46,"Self-emp-not-inc",504941,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Self-emp-inc",63322,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
67,"",182378,"Bachelors",13,"Married-civ-spouse","","Husband","White","Male",9386,0,60,"United-States",">50K"
34,"Private",162442,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States",">50K"
40,"Self-emp-inc",189941,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,60,"United-States",">50K"
30,"Private",154882,"Prof-school",15,"Widowed","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
29,"Private",266043,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
17,"Private",408012,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
37,"Private",193855,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
20,"",182117,"Some-college",10,"Never-married","","Own-child","White","Male",0,0,40,"United-States","<=50K"
48,"Private",120131,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,70,"United-States",">50K"
64,"Self-emp-not-inc",134960,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,35,"United-States",">50K"
18,"Private",25837,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
48,"Private",182566,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",">50K"
19,"Private",299598,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,16,"United-States","<=50K"
44,"Self-emp-inc",79521,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",15024,0,55,"United-States",">50K"
38,"Self-emp-inc",320811,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
47,"Private",358382,"Some-college",10,"Separated","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
47,"Private",202856,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,36,"United-States","<=50K"
44,"Self-emp-inc",69333,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
21,"Private",143604,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"United-States","<=50K"
33,"",216908,"10th",6,"Never-married","","Other-relative","White","Male",0,0,40,"United-States","<=50K"
27,"Private",213921,"Some-college",10,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,30,"Mexico","<=50K"
59,"Private",144962,"HS-grad",9,"Widowed","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Private",220531,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
46,"Private",189762,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Male",0,0,56,"United-States","<=50K"
24,"Private",34568,"Assoc-voc",11,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",215392,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
37,"Private",186808,"HS-grad",9,"Never-married","Sales","Unmarried","White","Male",0,0,40,"United-States","<=50K"
44,"Self-emp-not-inc",254303,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
26,"Private",247196,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States","<=50K"
43,"Private",401134,"Assoc-acdm",12,"Divorced","Other-service","Unmarried","White","Female",0,2238,40,"United-States","<=50K"
19,"",278220,"Some-college",10,"Never-married","","Own-child","White","Female",0,1602,40,"United-States","<=50K"
49,"Self-emp-not-inc",43348,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",99999,0,70,"United-States",">50K"
32,"Private",116138,"Masters",14,"Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Male",0,0,11,"Taiwan","<=50K"
22,"Private",148431,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Other","Female",0,0,40,"United-States","<=50K"
53,"Self-emp-not-inc",257728,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
36,"Private",36989,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"",182771,"Assoc-voc",11,"Never-married","","Own-child","Asian-Pac-Islander","Male",0,0,20,"United-States","<=50K"
39,"Private",120985,"HS-grad",9,"Divorced","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
38,"Private",229180,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,40,"Cuba","<=50K"
19,"Private",107405,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
71,"Private",101577,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,1668,20,"United-States","<=50K"
28,"",291374,"HS-grad",9,"Separated","","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
27,"Private",333990,"Assoc-voc",11,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
23,"Self-emp-not-inc",409230,"1st-4th",2,"Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K"
37,"Private",116960,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
47,"Private",236999,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
55,"Local-gov",293104,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
66,"Local-gov",36364,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2267,40,"United-States","<=50K"
44,"Private",235182,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Self-emp-not-inc",256992,"5th-6th",3,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,15,"Mexico","<=50K"
26,"Private",193945,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
22,"",139324,"9th",5,"Never-married","","Unmarried","Black","Female",0,0,36,"United-States","<=50K"
59,"Private",109015,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,38,"United-States",">50K"
24,"Private",117779,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
31,"Private",302679,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
38,"Private",139473,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
18,"Private",110142,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
24,"Private",254547,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","Black","Female",0,0,20,"United-States","<=50K"
24,"Private",187551,"Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,20,"United-States","<=50K"
45,"Self-emp-not-inc",144086,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
34,"Private",116371,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
39,"Private",370585,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
41,"State-gov",116520,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
33,"Private",159322,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Male",0,0,40,"United-States","<=50K"
38,"Private",197113,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,20,"United-States","<=50K"
26,"",292803,"Some-college",10,"Divorced","","Other-relative","White","Female",0,0,35,"United-States","<=50K"
38,"Local-gov",73715,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States",">50K"
41,"Private",27444,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,46,"United-States",">50K"
33,"Private",96635,"Some-college",10,"Never-married","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,26,"South","<=50K"
44,"Self-emp-inc",138991,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
40,"Private",174515,"HS-grad",9,"Widowed","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
34,"Private",118584,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
20,"Self-emp-inc",83141,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,18,"United-States","<=50K"
35,"Private",350169,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,38,"Japan","<=50K"
18,"Private",237646,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,30,"United-States","<=50K"
58,"Private",113398,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,25,"United-States","<=50K"
35,"Private",225860,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
20,"Private",210781,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
41,"Private",445382,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,65,"United-States",">50K"
23,"Private",35633,"7th-8th",4,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
40,"Private",146908,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
76,"Self-emp-inc",120796,"9th",5,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private",164678,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States","<=50K"
50,"State-gov",229272,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States",">50K"
50,"Private",109277,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private",94880,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,43,"Mexico","<=50K"
48,"Private",175468,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,16,"United-States","<=50K"
30,"Private",241259,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"State-gov",191779,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Self-emp-inc",254211,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,60,"United-States",">50K"
45,"Local-gov",160472,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
47,"Private",175925,"10th",6,"Married-civ-spouse","Sales","Husband","White","Male",0,2179,52,"United-States","<=50K"
53,"Private",290640,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"Germany",">50K"
20,"Private",89991,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,32,"United-States","<=50K"
59,"Private",304779,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
55,"Self-emp-inc",298449,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2179,60,"United-States","<=50K"
50,"Self-emp-inc",52565,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1485,40,"United-States","<=50K"
36,"State-gov",112074,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
53,"Private",186224,"Assoc-voc",11,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
51,"Private",138179,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
40,"Private",105936,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",5013,0,20,"United-States","<=50K"
48,"Private",285335,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
25,"Private",181814,"11th",7,"Married-civ-spouse","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
39,"Private",116546,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
44,"State-gov",267464,"Some-college",10,"Separated","Tech-support","Own-child","Black","Female",0,0,40,"United-States","<=50K"
39,"Self-emp-inc",190964,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3137,0,42,"United-States","<=50K"
72,"",177226,"HS-grad",9,"Married-civ-spouse","","Husband","White","Male",0,0,8,"United-States","<=50K"
29,"Private",177413,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
44,"Private",202872,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
19,"Private",164320,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
42,"Private",157425,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,45,"United-States","<=50K"
32,"Private",90969,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",">50K"
30,"Private",277455,"HS-grad",9,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
41,"Private",112507,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
51,"State-gov",128260,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States",">50K"
24,"Private",379066,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,2205,24,"United-States","<=50K"
29,"Self-emp-inc",260729,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,1977,25,"United-States",">50K"
30,"Local-gov",176992,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
34,"Private",426431,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
33,"Private",174789,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"State-gov",185832,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,46,"United-States",">50K"
44,"Private",204235,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Local-gov",218995,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,"United-States",">50K"
29,"State-gov",159782,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K"
61,"Private",210464,"HS-grad",9,"Divorced","Adm-clerical","Other-relative","Black","Female",0,0,35,"United-States","<=50K"
46,"Federal-gov",31141,"Some-college",10,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
50,"Private",175029,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",">50K"
31,"Private",301168,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"Italy","<=50K"
47,"Private",238185,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
48,"Private",316101,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
43,"Self-emp-inc",214503,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
30,"Private",289442,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
40,"Local-gov",147206,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","<=50K"
46,"Self-emp-inc",198660,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,72,"United-States",">50K"
22,"Private",276494,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
20,"Private",181675,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private",204515,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,36,"United-States","<=50K"
32,"Private",115854,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,41,"United-States","<=50K"
34,"Self-emp-not-inc",204375,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States",">50K"
24,"Private",172496,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
52,"Private",208630,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,1741,38,"United-States","<=50K"
27,"Private",126730,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
20,"",122244,"HS-grad",9,"Never-married","","Not-in-family","White","Female",0,0,28,"United-States","<=50K"
19,"Private",279968,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,42,"United-States","<=50K"
44,"Private",230684,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",413297,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3411,0,70,"Mexico","<=50K"
42,"Private",212760,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
18,"Private",347336,"12th",8,"Never-married","Other-service","Own-child","White","Male",0,0,12,"United-States","<=50K"
47,"Private",191978,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
36,"Private",243409,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
53,"Private",138022,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
27,"Private",209292,"HS-grad",9,"Never-married","Sales","Other-relative","Black","Female",0,0,32,"Dominican-Republic","<=50K"
27,"Private",366066,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
33,"Private",157568,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",257621,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
32,"State-gov",213389,"Some-college",10,"Divorced","Protective-serv","Unmarried","White","Female",0,1726,38,"United-States","<=50K"
30,"Private",96287,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
69,"Private",119907,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
44,"Self-emp-inc",357679,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",15024,0,65,"United-States",">50K"
17,"Private",47771,"11th",7,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"United-States","<=50K"
60,"State-gov",69251,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,38,"China",">50K"
32,"Private",72630,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",3325,0,45,"United-States","<=50K"
28,"Private",213191,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
39,"Private",139743,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
