"l1","l2","theta1","theta2","phi","Noise_0","Noise_1","Noise_2","Noise_3","Noise_4","Noise_5","Noise_6","Noise_7","Noise_8","Noise_9","Noise_10","Noise_11","Noise_12","Noise_13","Noise_14","Noise_15","Noise_16","Noise_17","Noise_18","Noise_19","Noise_20","Noise_21","Noise_22","Noise_23","Noise_24","target"
6.0,8.0,6.0,2.0,7.0,6.0,3.0,4.0,6.0,0.0,7.0,6.0,0.0,5.0,5.0,8.0,1.0,3.0,8.0,8.0,8.0,7.0,6.0,7.0,9.0,5.0,4.0,5.0,6.0,6.0,0.9731000065803528
7.0,3.0,9.0,4.0,8.0,2.0,2.0,8.0,0.0,2.0,6.0,0.0,4.0,3.0,8.0,7.0,5.0,1.0,7.0,3.0,5.0,2.0,9.0,8.0,7.0,7.0,3.0,4.0,4.0,2.0,0.8835999965667725
8.0,7.0,0.0,2.0,4.0,0.0,8.0,4.0,7.0,2.0,6.0,2.0,2.0,6.0,1.0,4.0,4.0,9.0,6.0,3.0,7.0,5.0,6.0,3.0,9.0,4.0,1.0,1.0,5.0,4.0,1.069200038909912
6.0,4.0,0.0,2.0,6.0,9.0,9.0,3.0,4.0,5.0,6.0,6.0,5.0,8.0,0.0,5.0,0.0,4.0,4.0,6.0,4.0,3.0,7.0,6.0,0.0,7.0,6.0,3.0,0.0,0.0,0.9085999727249146
0.0,0.0,2.0,7.0,6.0,5.0,0.0,1.0,0.0,8.0,6.0,6.0,3.0,6.0,9.0,3.0,3.0,9.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,9.0,5.0,3.0,9.0,6.0,0.05480000004172325
6.0,4.0,2.0,6.0,6.0,1.0,8.0,5.0,7.0,6.0,0.0,1.0,3.0,5.0,5.0,2.0,0.0,7.0,0.0,3.0,5.0,0.0,4.0,3.0,5.0,0.0,0.0,3.0,7.0,6.0,1.0205999612808228
6.0,8.0,1.0,3.0,4.0,2.0,3.0,5.0,9.0,2.0,1.0,7.0,7.0,6.0,2.0,4.0,6.0,2.0,5.0,3.0,8.0,5.0,4.0,5.0,1.0,0.0,2.0,5.0,7.0,3.0,1.3624999523162842
0.0,5.0,5.0,1.0,9.0,4.0,1.0,9.0,0.0,3.0,4.0,5.0,2.0,5.0,6.0,2.0,5.0,3.0,6.0,4.0,0.0,8.0,5.0,8.0,2.0,5.0,3.0,7.0,7.0,8.0,0.4113999903202057
7.0,1.0,4.0,7.0,1.0,4.0,4.0,5.0,6.0,6.0,7.0,4.0,1.0,2.0,0.0,5.0,6.0,2.0,2.0,3.0,4.0,2.0,5.0,7.0,1.0,8.0,2.0,4.0,7.0,7.0,0.7656999826431274
5.0,6.0,4.0,2.0,2.0,6.0,8.0,4.0,3.0,9.0,3.0,5.0,4.0,1.0,1.0,2.0,7.0,7.0,7.0,8.0,8.0,5.0,9.0,5.0,6.0,2.0,6.0,8.0,9.0,0.0,0.8115000128746033
8.0,0.0,3.0,9.0,4.0,0.0,9.0,8.0,9.0,7.0,0.0,8.0,0.0,4.0,4.0,8.0,9.0,2.0,1.0,1.0,1.0,9.0,1.0,0.0,2.0,4.0,4.0,4.0,3.0,8.0,0.805899977684021
5.0,3.0,5.0,0.0,6.0,7.0,2.0,7.0,6.0,3.0,8.0,3.0,9.0,7.0,1.0,1.0,3.0,9.0,2.0,3.0,6.0,1.0,0.0,4.0,0.0,6.0,5.0,5.0,9.0,7.0,0.26899999380111694
8.0,3.0,8.0,3.0,4.0,0.0,7.0,4.0,5.0,8.0,3.0,6.0,2.0,0.0,3.0,1.0,5.0,0.0,5.0,8.0,2.0,3.0,6.0,4.0,7.0,5.0,2.0,8.0,3.0,6.0,1.0257999897003174
7.0,0.0,0.0,6.0,7.0,2.0,2.0,2.0,0.0,8.0,9.0,0.0,6.0,0.0,4.0,3.0,8.0,4.0,5.0,3.0,6.0,6.0,8.0,8.0,0.0,2.0,5.0,1.0,5.0,8.0,0.801800012588501
5.0,7.0,8.0,3.0,8.0,2.0,3.0,2.0,8.0,3.0,2.0,9.0,2.0,0.0,4.0,8.0,5.0,3.0,7.0,8.0,6.0,1.0,0.0,6.0,8.0,9.0,8.0,1.0,0.0,5.0,0.9337999820709229
6.0,1.0,1.0,1.0,9.0,8.0,6.0,2.0,0.0,1.0,1.0,6.0,3.0,8.0,5.0,8.0,4.0,3.0,2.0,0.0,1.0,1.0,6.0,6.0,6.0,8.0,9.0,8.0,3.0,5.0,0.6769999861717224
7.0,2.0,5.0,8.0,5.0,0.0,2.0,1.0,2.0,0.0,9.0,3.0,9.0,9.0,1.0,5.0,1.0,2.0,8.0,1.0,9.0,2.0,2.0,4.0,3.0,5.0,9.0,4.0,4.0,0.0,0.6984999775886536
0.0,9.0,0.0,7.0,3.0,9.0,3.0,9.0,2.0,0.0,1.0,2.0,7.0,8.0,9.0,7.0,0.0,7.0,4.0,6.0,4.0,9.0,1.0,9.0,9.0,8.0,3.0,5.0,3.0,0.0,0.9358000159263611
1.0,2.0,8.0,2.0,8.0,3.0,9.0,6.0,4.0,2.0,7.0,6.0,5.0,1.0,4.0,3.0,4.0,4.0,9.0,5.0,0.0,5.0,2.0,5.0,0.0,2.0,4.0,9.0,1.0,7.0,0.2563000023365021
7.0,7.0,0.0,9.0,4.0,1.0,9.0,1.0,4.0,5.0,9.0,4.0,1.0,9.0,2.0,1.0,7.0,7.0,3.0,0.0,1.0,2.0,1.0,6.0,2.0,4.0,0.0,8.0,7.0,8.0,0.14159999787807465
3.0,5.0,5.0,1.0,7.0,0.0,2.0,4.0,4.0,4.0,3.0,7.0,8.0,5.0,9.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,6.0,4.0,0.0,8.0,7.0,9.0,5.0,9.0,0.4327000081539154
9.0,9.0,9.0,8.0,6.0,3.0,4.0,5.0,6.0,8.0,8.0,0.0,8.0,9.0,7.0,1.0,7.0,5.0,3.0,0.0,1.0,5.0,6.0,6.0,7.0,6.0,3.0,1.0,6.0,5.0,1.0394999980926514
0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,8.0,4.0,0.0,4.0,3.0,4.0,5.0,1.0,5.0,3.0,9.0,3.0,3.0,4.0,6.0,3.0,7.0,2.0,3.0,1.0,7.0,0.39160001277923584
7.0,0.0,4.0,5.0,7.0,5.0,0.0,5.0,1.0,9.0,2.0,0.0,5.0,7.0,8.0,1.0,0.0,6.0,7.0,5.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,4.0,0.737500011920929
4.0,9.0,6.0,5.0,4.0,2.0,5.0,8.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,8.0,8.0,8.0,5.0,2.0,1.0,8.0,5.0,4.0,7.0,4.0,5.0,6.0,1.0,5.0,1.4194999933242798
3.0,9.0,9.0,7.0,5.0,7.0,5.0,9.0,0.0,0.0,4.0,4.0,1.0,5.0,1.0,7.0,0.0,9.0,8.0,1.0,2.0,1.0,8.0,6.0,1.0,4.0,7.0,2.0,9.0,0.0,1.0339000225067139
0.0,1.0,7.0,9.0,5.0,7.0,5.0,1.0,5.0,4.0,9.0,5.0,5.0,1.0,6.0,5.0,8.0,1.0,4.0,0.0,5.0,8.0,4.0,8.0,3.0,0.0,0.0,6.0,7.0,8.0,0.12540000677108765
4.0,1.0,1.0,4.0,9.0,1.0,1.0,6.0,9.0,5.0,3.0,4.0,7.0,7.0,8.0,1.0,1.0,7.0,1.0,9.0,0.0,3.0,2.0,7.0,8.0,4.0,7.0,3.0,5.0,3.0,0.48559999465942383
4.0,7.0,3.0,7.0,2.0,8.0,5.0,4.0,4.0,3.0,0.0,7.0,1.0,8.0,2.0,6.0,3.0,0.0,5.0,7.0,6.0,6.0,8.0,2.0,3.0,7.0,2.0,3.0,1.0,7.0,0.8476999998092651
3.0,1.0,6.0,0.0,5.0,5.0,5.0,3.0,0.0,9.0,1.0,1.0,3.0,7.0,7.0,7.0,5.0,8.0,1.0,1.0,6.0,8.0,3.0,8.0,3.0,7.0,3.0,0.0,4.0,9.0,0.15139999985694885
2.0,9.0,1.0,4.0,4.0,0.0,7.0,3.0,0.0,5.0,7.0,0.0,5.0,0.0,5.0,9.0,2.0,5.0,9.0,2.0,7.0,3.0,3.0,4.0,5.0,9.0,9.0,1.0,1.0,8.0,1.1618000268936157
3.0,7.0,5.0,4.0,8.0,5.0,2.0,3.0,8.0,4.0,0.0,6.0,4.0,8.0,0.0,3.0,0.0,6.0,7.0,6.0,9.0,8.0,3.0,3.0,1.0,1.0,7.0,8.0,4.0,3.0,0.7200000286102295
0.0,3.0,5.0,8.0,9.0,4.0,2.0,6.0,3.0,4.0,9.0,4.0,0.0,7.0,5.0,9.0,7.0,6.0,3.0,3.0,9.0,7.0,2.0,8.0,5.0,2.0,6.0,7.0,0.0,4.0,0.34619998931884766
9.0,4.0,4.0,4.0,9.0,1.0,6.0,4.0,7.0,5.0,1.0,9.0,8.0,8.0,6.0,1.0,4.0,0.0,3.0,9.0,4.0,6.0,7.0,9.0,0.0,6.0,9.0,3.0,3.0,5.0,1.0839999914169312
2.0,6.0,4.0,4.0,9.0,3.0,8.0,6.0,1.0,5.0,6.0,6.0,5.0,7.0,1.0,8.0,5.0,0.0,7.0,0.0,5.0,0.0,9.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,0.2847999930381775
0.0,0.0,2.0,8.0,4.0,8.0,2.0,8.0,0.0,0.0,9.0,9.0,2.0,1.0,9.0,7.0,3.0,1.0,0.0,2.0,4.0,9.0,9.0,5.0,6.0,1.0,5.0,0.0,9.0,9.0,0.07329999655485153
9.0,5.0,3.0,2.0,6.0,6.0,3.0,8.0,7.0,3.0,4.0,1.0,0.0,2.0,6.0,8.0,0.0,8.0,0.0,0.0,0.0,5.0,6.0,0.0,4.0,0.0,7.0,5.0,9.0,0.0,1.1476999521255493
8.0,2.0,2.0,9.0,8.0,4.0,7.0,8.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,7.0,2.0,4.0,6.0,9.0,7.0,4.0,9.0,4.0,3.0,8.0,8.0,8.0,8.0,4.0,0.7775999903678894
4.0,2.0,3.0,2.0,7.0,3.0,5.0,9.0,0.0,7.0,8.0,6.0,7.0,6.0,0.0,8.0,5.0,8.0,9.0,0.0,4.0,2.0,0.0,5.0,5.0,0.0,3.0,1.0,0.0,5.0,0.48829999566078186
2.0,5.0,2.0,0.0,7.0,1.0,6.0,8.0,1.0,3.0,3.0,1.0,9.0,8.0,2.0,7.0,6.0,9.0,9.0,7.0,1.0,1.0,6.0,4.0,3.0,2.0,0.0,8.0,1.0,4.0,0.3465999960899353
2.0,7.0,7.0,2.0,8.0,6.0,1.0,2.0,7.0,6.0,1.0,2.0,8.0,0.0,2.0,3.0,4.0,6.0,6.0,5.0,6.0,0.0,6.0,3.0,6.0,1.0,4.0,0.0,5.0,9.0,0.7998999953269958
2.0,8.0,5.0,6.0,1.0,3.0,9.0,6.0,6.0,9.0,8.0,9.0,8.0,7.0,6.0,8.0,3.0,4.0,6.0,1.0,9.0,4.0,4.0,9.0,9.0,6.0,0.0,5.0,3.0,8.0,0.8704000115394592
4.0,2.0,0.0,2.0,4.0,9.0,2.0,7.0,9.0,8.0,6.0,7.0,6.0,1.0,0.0,1.0,9.0,9.0,6.0,3.0,0.0,5.0,1.0,7.0,9.0,8.0,6.0,8.0,0.0,5.0,0.4887000024318695
0.0,9.0,9.0,9.0,3.0,4.0,3.0,9.0,4.0,9.0,0.0,6.0,4.0,9.0,3.0,9.0,5.0,3.0,0.0,1.0,1.0,8.0,4.0,9.0,6.0,3.0,2.0,8.0,3.0,4.0,0.7861999869346619
2.0,4.0,7.0,1.0,6.0,2.0,7.0,8.0,9.0,0.0,7.0,6.0,6.0,2.0,7.0,8.0,4.0,2.0,8.0,0.0,6.0,1.0,8.0,4.0,4.0,3.0,4.0,6.0,5.0,8.0,0.322299987077713
6.0,1.0,4.0,3.0,2.0,4.0,7.0,3.0,9.0,5.0,4.0,7.0,8.0,4.0,6.0,3.0,8.0,4.0,2.0,9.0,5.0,0.0,8.0,4.0,5.0,0.0,0.0,9.0,5.0,0.0,0.7382000088691711
6.0,9.0,2.0,5.0,8.0,7.0,3.0,6.0,0.0,7.0,4.0,1.0,8.0,4.0,2.0,5.0,4.0,1.0,8.0,2.0,1.0,1.0,6.0,4.0,6.0,5.0,9.0,2.0,5.0,3.0,1.0507999658584595
1.0,0.0,2.0,0.0,6.0,9.0,2.0,4.0,2.0,6.0,4.0,2.0,9.0,0.0,6.0,7.0,4.0,6.0,8.0,8.0,4.0,9.0,3.0,2.0,4.0,4.0,2.0,1.0,5.0,3.0,0.08100000023841858
6.0,1.0,1.0,6.0,7.0,0.0,7.0,8.0,9.0,2.0,4.0,7.0,9.0,8.0,2.0,6.0,1.0,1.0,7.0,1.0,2.0,2.0,5.0,8.0,1.0,0.0,9.0,7.0,9.0,0.0,0.7258999943733215
2.0,5.0,4.0,2.0,6.0,5.0,1.0,9.0,1.0,4.0,0.0,3.0,2.0,3.0,4.0,8.0,7.0,8.0,6.0,7.0,4.0,3.0,0.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,0.628600001335144
8.0,8.0,9.0,8.0,6.0,8.0,3.0,6.0,4.0,5.0,1.0,5.0,2.0,0.0,1.0,4.0,5.0,2.0,3.0,3.0,0.0,9.0,6.0,6.0,5.0,3.0,0.0,7.0,0.0,3.0,0.7113000154495239
6.0,0.0,0.0,5.0,6.0,2.0,1.0,4.0,2.0,3.0,3.0,8.0,4.0,1.0,6.0,4.0,6.0,9.0,3.0,0.0,6.0,1.0,0.0,4.0,9.0,6.0,5.0,5.0,7.0,3.0,0.7687000036239624
1.0,1.0,1.0,6.0,8.0,7.0,2.0,1.0,4.0,5.0,8.0,9.0,6.0,3.0,1.0,1.0,9.0,3.0,3.0,0.0,4.0,7.0,8.0,5.0,6.0,5.0,0.0,7.0,1.0,3.0,0.2248000055551529
6.0,6.0,9.0,3.0,4.0,4.0,0.0,4.0,3.0,4.0,0.0,7.0,5.0,4.0,6.0,4.0,1.0,6.0,0.0,7.0,8.0,7.0,5.0,7.0,7.0,4.0,0.0,7.0,1.0,4.0,1.1923999786376953
1.0,0.0,4.0,8.0,8.0,7.0,7.0,7.0,8.0,1.0,3.0,3.0,1.0,6.0,6.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,0.0,1.0,2.0,2.0,9.0,2.0,5.0,4.0,0.14319999516010284
9.0,4.0,0.0,2.0,6.0,0.0,3.0,4.0,5.0,0.0,7.0,9.0,8.0,3.0,7.0,7.0,7.0,5.0,2.0,6.0,9.0,8.0,7.0,4.0,7.0,2.0,7.0,9.0,1.0,6.0,1.0824999809265137
4.0,5.0,4.0,7.0,0.0,4.0,9.0,7.0,4.0,1.0,2.0,3.0,8.0,1.0,3.0,5.0,0.0,2.0,2.0,9.0,1.0,2.0,8.0,8.0,3.0,8.0,4.0,1.0,0.0,3.0,0.7057999968528748
4.0,8.0,0.0,7.0,3.0,0.0,8.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,9.0,6.0,4.0,3.0,4.0,3.0,8.0,4.0,3.0,0.0,9.0,6.0,0.0,5.0,8.0,0.9901999831199646
8.0,2.0,5.0,0.0,6.0,6.0,5.0,1.0,5.0,9.0,5.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,8.0,7.0,9.0,4.0,9.0,8.0,0.0,0.0,3.0,0.0,6.0,8.0,0.5713000297546387
2.0,4.0,8.0,9.0,8.0,9.0,0.0,7.0,0.0,8.0,3.0,9.0,4.0,6.0,8.0,0.0,7.0,6.0,7.0,5.0,7.0,5.0,1.0,6.0,3.0,8.0,3.0,4.0,6.0,5.0,0.24490000307559967
3.0,9.0,3.0,1.0,6.0,1.0,2.0,8.0,1.0,6.0,7.0,2.0,5.0,6.0,7.0,4.0,9.0,9.0,4.0,8.0,0.0,6.0,6.0,8.0,1.0,9.0,5.0,2.0,9.0,2.0,0.8575999736785889
8.0,0.0,6.0,4.0,1.0,6.0,1.0,2.0,1.0,1.0,5.0,7.0,2.0,6.0,4.0,2.0,7.0,7.0,8.0,2.0,7.0,6.0,7.0,4.0,8.0,2.0,0.0,3.0,4.0,9.0,0.9205999970436096
2.0,9.0,2.0,9.0,1.0,0.0,9.0,9.0,3.0,2.0,7.0,3.0,7.0,3.0,3.0,2.0,7.0,7.0,5.0,8.0,1.0,1.0,2.0,7.0,7.0,1.0,5.0,7.0,4.0,5.0,0.5521000027656555
4.0,2.0,3.0,2.0,3.0,1.0,9.0,5.0,5.0,7.0,3.0,9.0,9.0,4.0,0.0,4.0,6.0,1.0,6.0,5.0,9.0,8.0,6.0,5.0,1.0,7.0,8.0,6.0,7.0,7.0,0.4952000081539154
6.0,9.0,3.0,6.0,3.0,2.0,7.0,5.0,1.0,3.0,7.0,3.0,5.0,5.0,4.0,7.0,1.0,9.0,4.0,9.0,1.0,9.0,9.0,0.0,6.0,5.0,3.0,8.0,0.0,3.0,1.3737000226974487
0.0,9.0,2.0,6.0,4.0,9.0,0.0,9.0,2.0,4.0,3.0,3.0,7.0,7.0,9.0,3.0,3.0,6.0,4.0,0.0,8.0,8.0,2.0,6.0,3.0,7.0,0.0,5.0,5.0,1.0,0.9451000094413757
7.0,7.0,0.0,6.0,4.0,4.0,7.0,6.0,8.0,0.0,4.0,0.0,7.0,1.0,0.0,5.0,7.0,6.0,3.0,7.0,6.0,5.0,5.0,4.0,6.0,1.0,5.0,9.0,7.0,5.0,1.4437999725341797
4.0,4.0,8.0,9.0,5.0,4.0,8.0,3.0,9.0,3.0,9.0,9.0,5.0,3.0,2.0,8.0,3.0,8.0,3.0,9.0,9.0,9.0,1.0,5.0,3.0,9.0,6.0,3.0,8.0,1.0,0.2849000096321106
1.0,2.0,1.0,2.0,9.0,1.0,6.0,6.0,9.0,8.0,5.0,4.0,3.0,0.0,6.0,5.0,0.0,1.0,6.0,3.0,1.0,3.0,1.0,5.0,3.0,9.0,9.0,4.0,0.0,9.0,0.26080000400543213
3.0,4.0,8.0,5.0,8.0,4.0,4.0,7.0,2.0,1.0,6.0,8.0,8.0,1.0,5.0,7.0,3.0,2.0,7.0,4.0,5.0,1.0,4.0,5.0,7.0,8.0,8.0,5.0,6.0,3.0,0.6391000151634216
2.0,9.0,2.0,2.0,6.0,6.0,6.0,8.0,0.0,7.0,0.0,8.0,7.0,1.0,8.0,3.0,4.0,3.0,6.0,7.0,2.0,5.0,5.0,8.0,6.0,8.0,0.0,8.0,4.0,6.0,0.9954000115394592
5.0,8.0,2.0,8.0,2.0,7.0,3.0,0.0,8.0,7.0,8.0,6.0,4.0,7.0,0.0,7.0,4.0,8.0,9.0,2.0,7.0,0.0,4.0,0.0,4.0,3.0,6.0,9.0,6.0,7.0,0.5892999768257141
2.0,4.0,2.0,3.0,5.0,9.0,1.0,2.0,3.0,5.0,4.0,3.0,8.0,0.0,1.0,3.0,9.0,8.0,6.0,2.0,9.0,5.0,9.0,4.0,8.0,3.0,4.0,4.0,4.0,8.0,0.5995000004768372
5.0,4.0,6.0,0.0,9.0,6.0,6.0,1.0,6.0,3.0,8.0,4.0,6.0,8.0,2.0,0.0,5.0,5.0,2.0,7.0,5.0,6.0,5.0,0.0,0.0,7.0,1.0,2.0,6.0,2.0,0.47049999237060547
0.0,5.0,4.0,0.0,8.0,7.0,8.0,8.0,4.0,7.0,1.0,2.0,6.0,0.0,6.0,5.0,4.0,6.0,2.0,2.0,6.0,4.0,8.0,8.0,2.0,2.0,3.0,2.0,3.0,3.0,0.2409999966621399
2.0,4.0,7.0,3.0,2.0,0.0,5.0,8.0,1.0,3.0,7.0,0.0,6.0,2.0,0.0,0.0,4.0,9.0,0.0,6.0,7.0,0.0,8.0,8.0,3.0,9.0,8.0,0.0,2.0,5.0,0.6535999774932861
0.0,4.0,0.0,0.0,3.0,5.0,2.0,8.0,3.0,8.0,2.0,6.0,9.0,7.0,1.0,8.0,4.0,2.0,3.0,7.0,8.0,1.0,5.0,1.0,8.0,1.0,8.0,5.0,4.0,7.0,0.3522999882698059
5.0,8.0,5.0,4.0,9.0,4.0,1.0,0.0,0.0,3.0,9.0,0.0,6.0,4.0,4.0,6.0,9.0,8.0,0.0,2.0,4.0,9.0,4.0,2.0,9.0,8.0,3.0,7.0,8.0,6.0,0.6607999801635742
1.0,8.0,3.0,4.0,3.0,7.0,6.0,6.0,9.0,2.0,6.0,0.0,8.0,7.0,5.0,7.0,6.0,7.0,5.0,0.0,0.0,2.0,2.0,2.0,9.0,0.0,8.0,9.0,9.0,5.0,0.902400016784668
3.0,2.0,8.0,7.0,6.0,4.0,7.0,1.0,6.0,5.0,2.0,7.0,4.0,3.0,8.0,9.0,3.0,3.0,0.0,9.0,3.0,6.0,6.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,0.41440001130104065
3.0,6.0,9.0,1.0,1.0,5.0,7.0,3.0,2.0,1.0,4.0,1.0,5.0,6.0,8.0,8.0,9.0,7.0,9.0,5.0,1.0,8.0,1.0,8.0,4.0,6.0,4.0,1.0,3.0,3.0,0.40959998965263367
0.0,7.0,2.0,3.0,5.0,4.0,5.0,1.0,1.0,2.0,4.0,3.0,8.0,6.0,8.0,2.0,4.0,2.0,5.0,8.0,5.0,0.0,2.0,0.0,8.0,3.0,2.0,2.0,9.0,5.0,0.7479000091552734
9.0,7.0,4.0,5.0,7.0,4.0,1.0,3.0,4.0,6.0,8.0,7.0,5.0,2.0,8.0,0.0,5.0,9.0,3.0,3.0,2.0,7.0,7.0,9.0,6.0,3.0,7.0,2.0,0.0,5.0,1.4151999950408936
1.0,6.0,0.0,5.0,9.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,9.0,5.0,5.0,9.0,6.0,5.0,7.0,2.0,7.0,9.0,0.0,5.0,5.0,3.0,4.0,5.0,1.0,6.0,0.28439998626708984
2.0,5.0,4.0,7.0,7.0,9.0,4.0,7.0,8.0,6.0,0.0,1.0,7.0,6.0,5.0,4.0,8.0,3.0,0.0,2.0,8.0,8.0,8.0,0.0,7.0,0.0,8.0,9.0,7.0,4.0,0.5787000060081482
5.0,4.0,9.0,2.0,6.0,2.0,2.0,1.0,5.0,6.0,2.0,8.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,5.0,6.0,1.0,6.0,1.0,2.0,6.0,3.0,4.0,0.7285000085830688
4.0,8.0,1.0,5.0,8.0,1.0,6.0,0.0,8.0,5.0,8.0,5.0,1.0,3.0,7.0,4.0,7.0,1.0,4.0,3.0,2.0,3.0,7.0,9.0,6.0,7.0,7.0,8.0,6.0,1.0,0.8787000179290771
1.0,3.0,4.0,5.0,3.0,2.0,2.0,1.0,9.0,5.0,9.0,0.0,5.0,1.0,6.0,7.0,8.0,5.0,4.0,2.0,2.0,0.0,5.0,8.0,3.0,6.0,3.0,9.0,9.0,8.0,0.4668999910354614
1.0,0.0,4.0,4.0,5.0,2.0,4.0,8.0,1.0,0.0,6.0,4.0,2.0,1.0,5.0,5.0,0.0,5.0,2.0,0.0,6.0,2.0,5.0,9.0,1.0,8.0,9.0,5.0,0.0,0.0,0.16200000047683716
2.0,8.0,3.0,5.0,5.0,4.0,6.0,0.0,3.0,6.0,2.0,9.0,0.0,5.0,2.0,4.0,0.0,6.0,1.0,0.0,3.0,2.0,6.0,9.0,1.0,1.0,4.0,8.0,4.0,5.0,1.0952999591827393
