"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","target"
6.0,3.0,3.0,6.0,0.0,2.0,3.0,8.0,1.0,0.0,6.0,6.0,3.0,0.0,3.0,0.0,2.0,6.0,8.0,4.0,3.0,5.0,3.0,9.0,3.0,6.0,7.0,7.0,5.0,0.0,1.0,5.0,7.0,1.0,4.0,8.0,9.0,4.0,2.0,5.0,8.0,6.0,8.0,5.0,4.0,5.0,6.0,8.0,0.0,5.0,6.0,5.0,2.0,6.0,8.0,0.0,4.0,4.0,4.0,2.0,6.0,5.0,3.0,4.0,-232.95
8.0,5.0,2.0,2.0,1.0,8.0,0.0,6.0,6.0,0.0,7.0,3.0,8.0,5.0,3.0,6.0,6.0,6.0,1.0,9.0,0.0,9.0,7.0,1.0,7.0,4.0,7.0,2.0,9.0,2.0,6.0,0.0,5.0,5.0,6.0,3.0,7.0,6.0,8.0,2.0,5.0,4.0,1.0,7.0,1.0,1.0,8.0,0.0,1.0,3.0,3.0,3.0,0.0,9.0,9.0,9.0,4.0,6.0,1.0,8.0,2.0,5.0,1.0,7.0,413.12
3.0,8.0,4.0,4.0,4.0,8.0,7.0,1.0,6.0,7.0,6.0,5.0,9.0,8.0,1.0,0.0,4.0,0.0,8.0,4.0,9.0,5.0,2.0,5.0,9.0,3.0,1.0,8.0,1.0,6.0,7.0,9.0,1.0,6.0,4.0,3.0,6.0,2.0,4.0,7.0,3.0,2.0,7.0,3.0,1.0,2.0,8.0,4.0,8.0,1.0,4.0,6.0,1.0,5.0,1.0,3.0,5.0,8.0,8.0,4.0,1.0,3.0,2.0,7.0,130.62
5.0,3.0,2.0,9.0,0.0,0.0,5.0,4.0,6.0,3.0,2.0,4.0,9.0,8.0,2.0,1.0,4.0,7.0,5.0,5.0,8.0,9.0,1.0,0.0,8.0,1.0,0.0,1.0,8.0,9.0,6.0,5.0,8.0,3.0,6.0,1.0,4.0,5.0,1.0,1.0,3.0,9.0,8.0,4.0,4.0,5.0,0.0,9.0,5.0,5.0,9.0,6.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,7.0,4.0,0.0,7.0,7.0,-119.25
7.0,1.0,6.0,5.0,5.0,8.0,2.0,0.0,6.0,1.0,9.0,6.0,3.0,3.0,4.0,8.0,2.0,8.0,1.0,1.0,9.0,8.0,0.0,1.0,4.0,8.0,1.0,7.0,5.0,4.0,4.0,2.0,4.0,1.0,8.0,1.0,1.0,6.0,9.0,1.0,9.0,9.0,7.0,1.0,6.0,2.0,8.0,3.0,2.0,7.0,8.0,4.0,8.0,2.0,6.0,3.0,0.0,8.0,7.0,3.0,2.0,0.0,0.0,8.0,-401.89
1.0,3.0,6.0,6.0,8.0,2.0,9.0,2.0,9.0,2.0,8.0,7.0,2.0,6.0,5.0,2.0,7.0,7.0,7.0,3.0,4.0,3.0,8.0,0.0,7.0,7.0,5.0,0.0,8.0,4.0,6.0,7.0,1.0,3.0,8.0,0.0,1.0,4.0,9.0,7.0,7.0,2.0,2.0,0.0,9.0,4.0,8.0,3.0,5.0,3.0,3.0,3.0,7.0,8.0,7.0,5.0,2.0,0.0,3.0,8.0,6.0,5.0,7.0,2.0,-24.2
2.0,9.0,7.0,8.0,7.0,0.0,6.0,2.0,6.0,8.0,0.0,8.0,4.0,5.0,2.0,3.0,3.0,7.0,9.0,2.0,5.0,3.0,9.0,8.0,6.0,0.0,6.0,7.0,7.0,1.0,6.0,6.0,8.0,7.0,5.0,1.0,6.0,4.0,5.0,0.0,2.0,5.0,1.0,5.0,6.0,8.0,4.0,6.0,7.0,7.0,6.0,8.0,4.0,7.0,7.0,9.0,2.0,9.0,2.0,2.0,3.0,2.0,3.0,0.0,335.45
3.0,5.0,8.0,9.0,3.0,3.0,5.0,8.0,7.0,6.0,1.0,3.0,0.0,0.0,1.0,4.0,4.0,1.0,8.0,8.0,1.0,3.0,6.0,0.0,2.0,6.0,4.0,3.0,8.0,1.0,4.0,2.0,7.0,3.0,5.0,1.0,4.0,6.0,9.0,1.0,5.0,1.0,8.0,6.0,8.0,6.0,6.0,1.0,1.0,6.0,8.0,2.0,2.0,3.0,0.0,2.0,8.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,128.96
0.0,2.0,0.0,1.0,5.0,2.0,4.0,4.0,2.0,9.0,8.0,3.0,2.0,2.0,2.0,6.0,6.0,8.0,3.0,2.0,2.0,5.0,3.0,8.0,4.0,7.0,4.0,8.0,6.0,1.0,0.0,3.0,6.0,6.0,3.0,8.0,4.0,6.0,4.0,9.0,2.0,2.0,0.0,3.0,8.0,4.0,8.0,1.0,8.0,8.0,4.0,3.0,1.0,0.0,2.0,3.0,4.0,2.0,7.0,7.0,2.0,0.0,2.0,5.0,-541.42
1.0,9.0,5.0,4.0,8.0,0.0,0.0,2.0,7.0,4.0,4.0,6.0,4.0,5.0,1.0,3.0,3.0,8.0,1.0,0.0,8.0,8.0,9.0,4.0,3.0,2.0,6.0,5.0,3.0,4.0,7.0,3.0,9.0,4.0,3.0,3.0,5.0,7.0,9.0,1.0,7.0,3.0,1.0,6.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,6.0,1.0,1.0,2.0,6.0,1.0,7.0,7.0,5.0,0.0,2.0,7.0,0.0,177.65
3.0,5.0,7.0,5.0,7.0,9.0,4.0,3.0,0.0,8.0,5.0,5.0,3.0,6.0,0.0,4.0,4.0,8.0,4.0,8.0,7.0,6.0,8.0,1.0,7.0,9.0,1.0,3.0,6.0,5.0,9.0,5.0,6.0,5.0,1.0,5.0,1.0,6.0,2.0,7.0,8.0,3.0,8.0,7.0,5.0,7.0,8.0,1.0,1.0,2.0,2.0,3.0,0.0,8.0,1.0,2.0,2.0,6.0,2.0,1.0,9.0,3.0,1.0,2.0,284.15
7.0,0.0,2.0,2.0,8.0,4.0,5.0,8.0,1.0,6.0,1.0,8.0,3.0,9.0,3.0,0.0,7.0,5.0,2.0,9.0,4.0,5.0,0.0,7.0,2.0,1.0,4.0,2.0,8.0,6.0,4.0,9.0,8.0,0.0,0.0,1.0,9.0,5.0,2.0,6.0,8.0,3.0,7.0,7.0,1.0,3.0,8.0,7.0,1.0,0.0,6.0,1.0,1.0,3.0,9.0,3.0,1.0,7.0,4.0,9.0,4.0,7.0,0.0,7.0,146.88
9.0,3.0,5.0,3.0,6.0,5.0,1.0,0.0,5.0,5.0,4.0,9.0,4.0,1.0,5.0,8.0,9.0,1.0,5.0,4.0,6.0,9.0,5.0,3.0,5.0,0.0,7.0,6.0,9.0,4.0,5.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,3.0,5.0,3.0,6.0,6.0,6.0,7.0,2.0,8.0,5.0,0.0,2.0,6.0,8.0,2.0,0.0,4.0,6.0,5.0,2.0,5.0,-1.62
2.0,8.0,1.0,9.0,1.0,6.0,0.0,1.0,5.0,7.0,4.0,3.0,9.0,2.0,8.0,3.0,6.0,1.0,0.0,6.0,9.0,6.0,1.0,6.0,3.0,4.0,0.0,7.0,9.0,4.0,4.0,3.0,6.0,5.0,7.0,6.0,4.0,8.0,8.0,7.0,9.0,9.0,5.0,5.0,5.0,2.0,2.0,6.0,2.0,7.0,3.0,0.0,7.0,1.0,4.0,7.0,1.0,1.0,2.0,7.0,6.0,5.0,8.0,7.0,-46.27
0.0,6.0,4.0,9.0,1.0,3.0,4.0,6.0,6.0,4.0,2.0,9.0,2.0,9.0,1.0,2.0,9.0,3.0,1.0,3.0,0.0,3.0,4.0,8.0,6.0,3.0,2.0,3.0,4.0,6.0,4.0,1.0,1.0,5.0,8.0,6.0,3.0,0.0,2.0,8.0,3.0,8.0,1.0,5.0,2.0,5.0,2.0,8.0,4.0,4.0,2.0,0.0,4.0,7.0,2.0,6.0,4.0,7.0,1.0,9.0,6.0,2.0,8.0,1.0,24.51
7.0,6.0,1.0,8.0,8.0,7.0,8.0,0.0,1.0,6.0,3.0,8.0,8.0,4.0,9.0,1.0,9.0,2.0,1.0,8.0,7.0,5.0,6.0,5.0,8.0,6.0,7.0,2.0,2.0,8.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,5.0,6.0,7.0,8.0,5.0,1.0,5.0,1.0,9.0,3.0,6.0,1.0,8.0,8.0,2.0,7.0,7.0,5.0,5.0,3.0,0.0,4.0,1.0,8.0,3.0,240.68
4.0,5.0,4.0,1.0,8.0,1.0,0.0,2.0,8.0,6.0,1.0,7.0,3.0,6.0,5.0,1.0,2.0,1.0,2.0,5.0,7.0,1.0,4.0,3.0,7.0,6.0,2.0,0.0,0.0,7.0,4.0,3.0,6.0,7.0,9.0,6.0,5.0,4.0,0.0,9.0,9.0,8.0,3.0,8.0,1.0,1.0,8.0,2.0,1.0,4.0,2.0,9.0,5.0,5.0,3.0,8.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,-199.6
4.0,2.0,0.0,8.0,8.0,7.0,2.0,4.0,5.0,9.0,4.0,1.0,1.0,9.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,9.0,1.0,6.0,2.0,2.0,4.0,9.0,4.0,6.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,6.0,5.0,8.0,5.0,6.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,4.0,8.0,7.0,9.0,4.0,1.0,8.0,6.0,6.0,1.0,197.44
7.0,7.0,3.0,2.0,6.0,4.0,3.0,9.0,5.0,8.0,0.0,8.0,6.0,5.0,9.0,9.0,5.0,2.0,7.0,7.0,9.0,1.0,5.0,3.0,8.0,9.0,6.0,1.0,5.0,4.0,5.0,1.0,7.0,5.0,4.0,0.0,3.0,1.0,5.0,4.0,2.0,5.0,4.0,1.0,3.0,1.0,8.0,6.0,4.0,8.0,1.0,7.0,6.0,4.0,0.0,3.0,9.0,3.0,2.0,1.0,8.0,6.0,9.0,2.0,458.65
8.0,1.0,1.0,0.0,7.0,4.0,0.0,5.0,3.0,1.0,1.0,3.0,7.0,4.0,2.0,4.0,4.0,0.0,0.0,4.0,3.0,5.0,8.0,2.0,0.0,6.0,5.0,3.0,6.0,3.0,3.0,8.0,2.0,9.0,7.0,2.0,5.0,3.0,3.0,6.0,4.0,2.0,8.0,6.0,5.0,1.0,1.0,2.0,9.0,4.0,0.0,2.0,5.0,1.0,8.0,8.0,8.0,6.0,8.0,2.0,7.0,9.0,3.0,8.0,242.45
7.0,2.0,6.0,0.0,6.0,4.0,5.0,1.0,5.0,4.0,9.0,1.0,5.0,4.0,9.0,6.0,7.0,7.0,6.0,9.0,5.0,2.0,6.0,0.0,0.0,7.0,9.0,4.0,8.0,2.0,2.0,2.0,7.0,4.0,1.0,5.0,9.0,4.0,8.0,9.0,5.0,2.0,3.0,2.0,6.0,7.0,7.0,7.0,1.0,9.0,1.0,2.0,3.0,4.0,0.0,1.0,4.0,5.0,3.0,0.0,4.0,9.0,5.0,9.0,94.01
0.0,0.0,4.0,4.0,5.0,3.0,7.0,8.0,4.0,1.0,1.0,2.0,1.0,9.0,4.0,5.0,2.0,4.0,5.0,4.0,1.0,8.0,2.0,4.0,6.0,3.0,8.0,3.0,0.0,9.0,4.0,7.0,4.0,0.0,5.0,0.0,4.0,2.0,1.0,8.0,8.0,1.0,8.0,1.0,8.0,2.0,7.0,3.0,3.0,9.0,8.0,0.0,9.0,3.0,3.0,3.0,2.0,9.0,5.0,0.0,1.0,6.0,1.0,4.0,-79.0
0.0,2.0,8.0,0.0,6.0,7.0,7.0,0.0,4.0,6.0,8.0,4.0,1.0,7.0,3.0,9.0,9.0,8.0,9.0,4.0,2.0,6.0,1.0,4.0,9.0,8.0,1.0,0.0,9.0,8.0,5.0,9.0,7.0,1.0,6.0,9.0,8.0,6.0,7.0,4.0,8.0,4.0,9.0,5.0,1.0,7.0,3.0,2.0,3.0,2.0,3.0,6.0,5.0,5.0,3.0,2.0,1.0,7.0,0.0,2.0,4.0,2.0,3.0,7.0,-272.89
8.0,6.0,4.0,6.0,9.0,6.0,6.0,8.0,1.0,7.0,5.0,7.0,2.0,3.0,5.0,4.0,8.0,1.0,1.0,8.0,8.0,4.0,5.0,3.0,1.0,1.0,8.0,5.0,3.0,3.0,8.0,0.0,8.0,9.0,7.0,3.0,6.0,3.0,7.0,0.0,0.0,4.0,3.0,3.0,8.0,1.0,6.0,7.0,8.0,3.0,8.0,8.0,0.0,7.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,251.26
3.0,9.0,1.0,7.0,4.0,5.0,7.0,9.0,9.0,6.0,4.0,0.0,7.0,5.0,6.0,3.0,5.0,3.0,4.0,5.0,7.0,1.0,7.0,3.0,7.0,5.0,6.0,5.0,7.0,1.0,1.0,8.0,5.0,5.0,7.0,8.0,5.0,3.0,9.0,8.0,8.0,3.0,2.0,0.0,9.0,0.0,6.0,8.0,4.0,8.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,9.0,3.0,1.0,3.0,4.0,3.0,5.0,472.64
8.0,9.0,8.0,6.0,4.0,3.0,7.0,2.0,9.0,5.0,4.0,1.0,0.0,1.0,8.0,2.0,3.0,2.0,3.0,0.0,4.0,7.0,9.0,0.0,2.0,1.0,3.0,0.0,7.0,5.0,8.0,3.0,7.0,1.0,1.0,6.0,6.0,9.0,2.0,9.0,1.0,8.0,9.0,7.0,3.0,4.0,1.0,3.0,6.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0,8.0,9.0,4.0,1.0,4.0,9.0,3.0,3.0,79.66
9.0,8.0,2.0,2.0,0.0,4.0,1.0,2.0,7.0,1.0,0.0,3.0,1.0,1.0,2.0,7.0,2.0,5.0,2.0,6.0,6.0,8.0,5.0,1.0,6.0,1.0,9.0,8.0,5.0,1.0,0.0,9.0,1.0,8.0,2.0,5.0,2.0,0.0,5.0,6.0,2.0,6.0,6.0,7.0,8.0,9.0,1.0,6.0,1.0,5.0,5.0,1.0,3.0,8.0,2.0,5.0,7.0,8.0,7.0,6.0,9.0,3.0,6.0,0.0,445.83
8.0,6.0,4.0,2.0,7.0,9.0,5.0,6.0,3.0,7.0,6.0,7.0,0.0,4.0,1.0,5.0,1.0,1.0,0.0,4.0,5.0,6.0,9.0,5.0,7.0,1.0,3.0,7.0,7.0,5.0,2.0,9.0,8.0,8.0,3.0,1.0,8.0,6.0,0.0,4.0,6.0,0.0,8.0,3.0,7.0,5.0,7.0,4.0,0.0,6.0,1.0,4.0,6.0,2.0,3.0,8.0,0.0,9.0,8.0,8.0,7.0,1.0,0.0,3.0,415.91
7.0,2.0,0.0,0.0,1.0,4.0,8.0,5.0,0.0,4.0,7.0,8.0,2.0,9.0,8.0,1.0,5.0,3.0,9.0,1.0,4.0,8.0,8.0,6.0,4.0,5.0,1.0,9.0,7.0,2.0,8.0,3.0,7.0,5.0,3.0,5.0,8.0,1.0,8.0,8.0,3.0,5.0,5.0,5.0,0.0,8.0,7.0,3.0,1.0,8.0,1.0,0.0,4.0,5.0,8.0,7.0,6.0,6.0,9.0,5.0,5.0,1.0,0.0,8.0,371.12
4.0,4.0,2.0,7.0,8.0,6.0,1.0,9.0,3.0,5.0,3.0,9.0,6.0,8.0,1.0,9.0,9.0,7.0,4.0,8.0,0.0,6.0,5.0,0.0,9.0,5.0,6.0,0.0,3.0,1.0,5.0,8.0,1.0,5.0,8.0,5.0,9.0,3.0,3.0,3.0,2.0,7.0,8.0,6.0,1.0,5.0,1.0,0.0,8.0,9.0,3.0,5.0,8.0,4.0,1.0,6.0,0.0,0.0,6.0,8.0,1.0,7.0,0.0,4.0,445.42
2.0,1.0,4.0,4.0,1.0,2.0,8.0,1.0,6.0,8.0,5.0,3.0,2.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,6.0,1.0,3.0,6.0,4.0,8.0,0.0,4.0,8.0,9.0,3.0,3.0,7.0,7.0,4.0,3.0,3.0,9.0,2.0,4.0,6.0,8.0,9.0,1.0,1.0,6.0,0.0,3.0,1.0,7.0,8.0,7.0,4.0,5.0,7.0,7.0,7.0,1.0,6.0,7.0,5.0,6.0,-368.13
0.0,6.0,8.0,8.0,1.0,3.0,6.0,7.0,2.0,1.0,5.0,6.0,2.0,3.0,6.0,7.0,4.0,3.0,5.0,8.0,6.0,7.0,1.0,7.0,6.0,8.0,7.0,9.0,0.0,1.0,4.0,3.0,0.0,7.0,1.0,4.0,5.0,7.0,9.0,8.0,5.0,6.0,7.0,2.0,5.0,7.0,7.0,8.0,5.0,4.0,7.0,2.0,9.0,8.0,6.0,2.0,5.0,2.0,2.0,6.0,5.0,3.0,8.0,5.0,80.01
3.0,4.0,1.0,6.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,7.0,4.0,6.0,6.0,2.0,4.0,1.0,5.0,6.0,5.0,3.0,6.0,1.0,2.0,1.0,6.0,6.0,4.0,5.0,3.0,8.0,7.0,3.0,4.0,8.0,4.0,1.0,9.0,9.0,8.0,4.0,0.0,7.0,6.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,6.0,5.0,0.0,7.0,-78.21
8.0,8.0,8.0,1.0,5.0,3.0,5.0,8.0,8.0,7.0,4.0,2.0,9.0,4.0,6.0,6.0,2.0,3.0,8.0,8.0,6.0,3.0,7.0,8.0,4.0,8.0,1.0,7.0,3.0,4.0,7.0,0.0,4.0,4.0,8.0,3.0,2.0,8.0,3.0,8.0,6.0,7.0,1.0,9.0,3.0,8.0,2.0,4.0,6.0,7.0,1.0,8.0,4.0,3.0,6.0,3.0,8.0,9.0,8.0,5.0,8.0,8.0,6.0,3.0,636.26
0.0,7.0,7.0,5.0,3.0,4.0,4.0,0.0,1.0,6.0,1.0,3.0,7.0,8.0,7.0,8.0,3.0,8.0,2.0,1.0,1.0,1.0,5.0,0.0,3.0,9.0,0.0,9.0,9.0,6.0,7.0,8.0,5.0,5.0,8.0,5.0,6.0,9.0,9.0,8.0,8.0,4.0,2.0,7.0,4.0,7.0,1.0,0.0,1.0,8.0,7.0,8.0,8.0,5.0,8.0,6.0,6.0,8.0,1.0,9.0,4.0,1.0,1.0,1.0,91.57
8.0,5.0,3.0,9.0,7.0,6.0,3.0,5.0,8.0,8.0,4.0,0.0,3.0,5.0,9.0,5.0,8.0,9.0,8.0,5.0,1.0,7.0,7.0,0.0,9.0,2.0,7.0,4.0,3.0,1.0,7.0,9.0,8.0,0.0,1.0,7.0,6.0,1.0,5.0,3.0,4.0,9.0,4.0,6.0,3.0,0.0,9.0,5.0,8.0,8.0,3.0,4.0,8.0,9.0,3.0,6.0,4.0,6.0,1.0,8.0,6.0,5.0,4.0,7.0,493.65
5.0,3.0,3.0,3.0,5.0,7.0,4.0,6.0,9.0,7.0,1.0,2.0,6.0,3.0,9.0,4.0,6.0,2.0,1.0,8.0,8.0,3.0,4.0,1.0,7.0,0.0,3.0,1.0,1.0,3.0,2.0,7.0,9.0,1.0,3.0,6.0,9.0,3.0,8.0,3.0,2.0,5.0,1.0,0.0,4.0,4.0,5.0,5.0,8.0,5.0,2.0,8.0,1.0,0.0,7.0,7.0,7.0,2.0,4.0,2.0,8.0,5.0,7.0,1.0,166.51
3.0,2.0,3.0,2.0,8.0,7.0,4.0,5.0,3.0,6.0,8.0,6.0,5.0,2.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,8.0,4.0,1.0,0.0,5.0,5.0,1.0,3.0,0.0,8.0,1.0,0.0,0.0,8.0,1.0,8.0,5.0,5.0,0.0,4.0,8.0,5.0,4.0,8.0,1.0,4.0,4.0,3.0,1.0,7.0,2.0,3.0,4.0,7.0,4.0,0.0,0.0,6.0,8.0,8.0,2.0,4.0,3.0,-513.28
