"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","h","d","m","purchase_date","return_date","target"
1.15,-1.14,-0.12,"mGl8kGM2Gm",1.3,-0.45,-1.34,0.72,1.51,-0.31,0.75,-1.04,-0.51,2.11,0.43,1.5,1.69,0.86,-1.35,-0.67,-0.8,0.44,-0.72,1.09,"h_9","d_6","m_20","2002-01-05 00:00:00","2003-09-11 09:00:00",35
0.2,1.52,-0.41,-0.41,-0.12,0.95,1.28,-0.1,0.35,"x7uceblsbl",0.89,1.76,0.23,0.85,2.75,2.29,-0.62,0.47,0.03,0.08,0.15,-0.99,-0.56,0.33,"h_8","d_11","m_17","2002-01-06 00:00:00","2003-06-17 08:00:00",36
-0.82,-0.98,0.11,-0.78,1.31,-0.4,0.91,-0.85,0.96,-1.64,0.58,0.07,-0.79,0.09,-0.46,-0.06,-1.33,-0.13,-0.73,2.32,-0.39,-1.25,-0.27,1.08,"h_1","d_7","m_29","2002-01-07 00:00:00","2004-06-14 01:00:00",37
-0.79,0.61,0.71,-0.48,-0.66,0.69,-1.4,-0.74,-0.01,1.13,-1.12,0.41,1.05,0.95,0.99,-1.22,-1.58,-0.04,-0.56,0.51,-1.25,0.77,0.22,-0.2,"h_8","d_10","m_24","2002-01-08 00:00:00","2004-01-18 08:00:00",42
1.3,-1.74,-0.42,-0.51,-0.95,-0.32,0.94,0.69,-0.6,-1.31,-0.13,0.78,-0.84,0.23,0.28,-0.46,0.27,-0.46,1.04,-0.14,-0.83,-1.36,0.3,-1.01,"h_8","d_9","m_17","2002-01-09 00:00:00","2003-06-18 08:00:00",34
0.57,0.8,-1.48,-1.56,1.51,"rVHMsE21wf",-0.65,-1.04,"E7moSUYrE9",-0.49,"RqeJHtvde5",1.11,-0.86,0.2,0.92,-1.71,0.96,1.31,"jRekgeMwFs",-0.46,0.83,-0.77,-0.7,1.21,"h_10","d_11","m_19","2002-01-10 00:00:00","2003-08-21 10:00:00",40
-1.94,-0.55,-0.83,-0.1,-0.16,-0.65,"h9ZmbCOIHq",0.98,-0.36,0.6,0.05,1.26,-0.34,-0.04,-0.65,-1.52,0.66,-0.57,0.13,1.09,-1.23,-0.92,0.61,1.72,"h_11","d_6","m_25","2002-01-11 00:00:00","2004-02-17 11:00:00",42
-1.21,1.79,-0.95,0.01,-0.6,"4fk7MCMxP0",0.59,-1.27,-1.28,0.64,0.55,-0.03,"aREhAb6iM9",1.78,0.9,1.09,-1.23,-1.87,-0.32,-1.11,-2.37,0.03,1.32,-1.16,"h_8","d_8","m_1","2002-01-12 00:00:00","2002-02-20 08:00:00",17
0.8,1.92,1.38,0.27,"wvLFXKEAz4",-0.25,1.1,-0.3,-0.75,0.07,0.84,-0.07,-1.07,0.47,-0.1,-0.29,-0.0,0.55,1.5,-0.33,0.34,0.68,0.72,-0.47,"h_1","d_10","m_14","2002-01-13 00:00:00","2003-03-23 01:00:00",25
-0.26,-1.79,0.93,-0.02,-1.14,0.44,"UhHHC7C43y",-0.51,1.48,0.76,0.31,0.89,0.78,0.68,-1.07,0.39,-0.65,-0.04,0.96,0.84,-0.64,0.87,0.59,1.79,"h_0","d_7","m_12","2002-01-14 00:00:00","2003-01-21 00:00:00",19
0.28,-1.91,0.07,0.79,0.33,-1.38,-0.73,-0.17,0.09,0.55,0.18,-1.95,0.82,0.55,-0.03,-1.82,-0.55,1.06,-1.18,-0.67,0.47,1.25,0.42,-0.28,"h_4","d_6","m_11","2002-01-15 00:00:00","2002-12-21 04:00:00",21
1.01,1.37,-0.43,-1.01,"et03VmLRqJ",0.26,0.27,-0.63,0.71,-0.34,0.0,-0.24,0.39,-0.34,-1.46,1.45,-2.14,-0.63,1.44,0.12,"kFFUoGEvNb",-0.44,-1.07,-1.44,"h_8","d_10","m_16","2002-01-16 00:00:00","2003-05-26 08:00:00",34
1.56,0.22,1.05,0.03,1.23,0.49,-0.73,-0.31,-1.81,0.79,-0.28,0.67,1.49,-0.58,"jyhAyjoU4i",0.96,-1.2,-0.66,-0.43,0.75,"DGkhmIrXBk",2.85,-1.13,2.7,"h_0","d_8","m_18","2002-01-17 00:00:00","2003-07-25 00:00:00",26
-1.07,1.95,-1.76,-0.17,0.91,-0.59,-0.03,1.18,0.4,-0.14,0.02,-0.25,1.17,0.28,-0.22,-0.2,0.25,2.17,1.64,2.62,0.76,0.16,0.74,-0.6,"h_8","d_10","m_22","2002-01-18 00:00:00","2003-11-28 08:00:00",40
1.29,0.89,-0.91,-0.38,-0.54,-0.67,-1.65,-2.59,1.01,-0.73,0.64,0.57,0.86,-0.28,-1.1,1.04,-0.05,-0.4,0.32,-1.52,0.52,0.77,1.35,-1.32,"h_4","d_9","oNqRcApB5h","2002-01-19 00:00:00","2002-12-28 04:00:00",24
-0.29,-0.07,-0.23,0.03,-2.15,0.22,-0.5,"pEy0YQbIMR",0.49,-0.69,0.07,0.58,1.74,0.97,-1.12,-1.16,0.39,-0.31,0.48,1.01,1.18,0.29,-0.78,-0.2,"h_0","d_7","7ZXxdoHd5x","2002-01-20 00:00:00","2003-09-27 00:00:00",27
0.33,-0.46,-0.04,0.89,-1.42,-0.57,0.2,0.3,"tsoiIMfdJE",-0.69,"nvPP8JEA65",-1.32,-1.18,1.33,-0.39,0.24,0.37,1.3,1.06,-0.39,-1.44,-2.03,-0.39,-0.9,"h_2","d_10","m_24","2002-01-21 00:00:00","2004-01-31 02:00:00",36
0.49,-1.3,0.45,-0.2,-0.59,1.1,0.78,2.33,0.37,0.08,0.04,0.43,0.06,0.36,0.08,-0.29,-0.02,1.38,-1.24,"X8HEJyvvr3",1.54,-0.29,-1.35,-0.01,"h_9","d_9","m_21","2002-01-22 00:00:00","2003-10-31 09:00:00",39
-0.57,-0.21,0.23,0.75,0.42,1.67,1.09,0.0,1.63,0.46,-0.06,1.29,1.52,2.82,-0.47,-0.48,-0.66,1.16,0.39,"RaMP0acKJm",0.18,1.41,-1.29,-1.42,"h_6","d_10","m_17","2002-01-23 00:00:00","2003-07-03 06:00:00",33
2.54,-0.23,-0.54,-1.67,2.03,-0.75,2.28,-2.8,-0.38,-1.74,-2.03,-0.64,-0.34,0.84,-0.61,-0.75,-1.4,-0.3,0.1,0.68,-1.5,0.75,0.32,-1.22,"h_6","d_8","m_9","2002-01-24 00:00:00","2002-11-01 06:00:00",23
-0.42,1.5,0.69,-0.83,"17cSRRaSLE",-1.33,0.76,-1.12,-0.05,0.43,-1.54,0.03,-0.4,-0.83,1.51,0.9,0.18,-1.31,-0.66,0.08,-0.04,-0.23,0.17,1.31,"h_1","d_10","m_0","2002-01-25 00:00:00","2002-02-04 01:00:00",11
0.49,-1.43,0.65,1.19,-1.66,-0.92,-0.78,2.02,0.38,-1.14,0.65,-0.69,-1.22,-0.79,0.16,0.13,"udE0hJCuEt",-0.88,-0.12,-0.32,1.51,0.13,0.43,0.79,"h_10","d_11","m_22","2002-01-26 00:00:00","2003-12-07 10:00:00",43
0.17,0.04,0.83,-0.75,0.51,1.01,0.75,-0.38,1.13,-1.31,-0.44,-0.2,-1.5,-0.55,2.16,-0.64,-0.72,1.39,0.77,-1.79,-0.05,2.0,-0.4,-0.17,"h_9","d_7","m_8","2002-01-27 00:00:00","2002-10-04 09:00:00",24
-0.31,0.93,0.87,0.06,-0.25,"tmQ1gyayPk",0.71,1.06,-1.87,0.91,-0.03,1.7,0.49,0.85,0.96,0.52,1.63,-3.03,-1.45,1.44,-0.31,-0.95,0.43,-1.28,"h_7","d_11","m_17","2002-01-28 00:00:00","2003-07-09 07:00:00",35
0.38,-1.55,1.52,-0.59,1.02,-0.4,-0.57,-0.25,"6SnSZNDY1G",0.58,-0.78,0.23,1.49,0.52,0.41,0.4,-0.65,0.39,-1.55,1.41,0.6,1.06,-2.18,0.96,"h_10","d_10","m_24","2002-01-29 00:00:00","2004-02-08 10:00:00",44
0.01,-1.11,-0.94,0.13,-1.64,-0.7,-2.49,0.4,-2.22,0.81,"XrLegxeZ1g",2.21,-2.89,-2.42,0.38,-0.17,1.6,0.52,0.12,-3.25,"wJht4Ruoow",0.01,-1.79,-0.16,"h_9","d_7","m_11","2002-01-30 00:00:00","2003-01-06 09:00:00",27
-0.53,0.54,0.62,"3khQ8CV3AH","HjMZYGXQ2x",0.58,1.36,-0.13,-1.13,-1.75,"gCY7d65NpX",1.43,-0.68,0.15,-0.95,1.16,-0.13,3.1,0.27,0.11,1.02,-0.37,0.29,1.24,"h_6","d_10","m_11","2002-01-31 00:00:00","2003-01-10 06:00:00",27
0.34,1.08,1.34,-0.47,2.31,0.56,0.76,-0.5,0.56,0.53,0.79,-0.77,0.82,-0.75,-0.84,0.62,-0.08,0.54,1.68,-0.97,1.1,0.14,-0.61,-0.57,"h_9","d_11","m_20","2002-02-01 00:00:00","2003-10-12 09:00:00",40
-1.39,0.42,0.99,2.18,-0.3,"ogRzeh7EDx",1.32,-1.24,0.48,-0.86,0.35,0.72,0.08,0.31,1.71,-1.02,-0.66,-0.63,0.79,2.23,0.71,0.58,0.07,1.43,"h_0","d_10","m_28","2002-02-02 00:00:00","2004-06-12 00:00:00",38
0.28,0.52,0.53,-0.92,0.95,-0.48,-1.91,1.0,"u9OF08XVbO",-0.15,0.39,-0.44,0.72,-1.12,0.77,-0.4,0.8,-0.9,-0.45,-1.22,-0.7,0.26,-0.95,1.58,"h_6","d_11","m_6","2002-02-03 00:00:00","2002-08-14 06:00:00",23
"1UfEvjXvZo",-0.22,-2.44,-0.27,-1.04,-0.56,1.37,-0.04,-1.47,0.2,0.37,-1.78,0.92,-0.55,1.16,-0.01,-0.34,-2.5,"AVMyajYpFh",-0.3,-2.14,-0.64,-0.76,1.73,"h_2","d_10","m_13","2002-02-04 00:00:00","2003-03-14 02:00:00",25
-1.06,-1.55,-0.62,0.43,-0.02,-0.36,-0.07,-1.98,-0.23,1.58,-0.44,0.5,-0.54,-0.35,-0.96,"4lEteNJjcW",0.45,-0.32,0.78,-0.2,0.49,-1.35,-0.75,1.4,"h_8","d_8","m_22","2002-02-05 00:00:00","2003-12-13 08:00:00",38
0.32,-1.48,0.33,2.34,0.76,-0.01,1.89,-2.14,"wrYop0R69P",-0.19,0.6,-0.2,-0.76,-1.03,1.23,"4cRdVk4549",0.41,-0.23,0.01,0.42,0.45,1.92,-0.4,0.6,"h_1","d_8","m_13","2002-02-06 00:00:00","2003-03-14 01:00:00",22
0.4,-1.93,0.67,0.37,-0.18,0.5,0.66,-1.06,-1.11,0.11,0.45,-0.3,-0.32,1.03,-0.57,-1.64,-0.01,-0.39,0.16,-2.41,2.24,-0.31,-0.16,0.89,"h_8","d_6","m_17","2002-02-07 00:00:00","2003-07-13 08:00:00",31
-0.82,-0.52,0.8,-0.28,-1.18,-1.28,-0.93,"L4pNKlzdRi",-0.92,-0.66,0.23,-0.47,0.9,0.94,0.53,-0.2,1.99,-0.61,0.94,-0.54,0.13,0.79,-1.78,1.03,"h_1","d_6","m_13","2002-02-08 00:00:00","2003-03-14 01:00:00",20
0.11,0.44,-0.27,-0.79,-1.22,1.21,0.2,-0.55,0.55,-1.68,1.18,-0.56,-0.35,-0.31,"IqPZjIFZtD",-0.02,-0.05,"X9g1Mpxzdl",-0.85,1.54,0.32,1.44,-0.66,-0.65,"h_0","d_11","m_23","2002-02-09 00:00:00","2004-01-20 00:00:00",34
"HHMiJsxu6b",-0.57,1.2,0.28,0.97,-1.39,0.05,-0.99,-0.04,0.78,0.5,0.07,-0.15,-0.02,-2.73,-0.29,0.1,0.43,2.17,0.55,2.32,-0.15,0.33,0.04,"h_7","d_10","m_26","2002-02-10 00:00:00","2004-04-20 07:00:00",43
0.46,-0.83,-0.18,-0.17,-1.51,-0.24,0.4,1.0,-0.46,0.41,0.78,-1.08,"ZcCErXhM9G",-0.42,-1.24,1.2,-0.87,-0.35,-0.42,"59fwuYECHj",1.84,0.05,-0.57,-0.96,"h_1","d_7","m_11","vIIhiBOodK","2003-01-18 01:00:00",19
0.15,-0.0,1.22,-0.79,-0.39,0.74,1.27,-0.96,-0.57,-0.94,0.34,-0.92,-2.02,-1.81,0.27,-1.76,-0.27,2.01,-0.21,0.29,0.02,-0.48,"eLoR2gGhjn",-0.18,"aT3FlT6iZX","d_10","m_17","2002-02-12 00:00:00","2003-07-22 08:00:00",35
-0.36,-1.4,0.28,-2.02,2.21,"9j1c9lftWk",0.18,-0.84,-1.67,-0.09,-0.6,-0.23,-2.42,-1.79,0.08,0.33,-2.02,1.18,-1.01,-0.49,-1.15,-0.86,-0.48,0.58,"h_8","d_10","m_20","2002-02-13 00:00:00","2003-10-23 08:00:00",38
-1.88,-0.35,-0.53,-0.8,-0.08,-2.43,2.01,0.02,0.49,-0.6,2.35,0.5,0.42,-0.44,-0.67,-1.08,0.04,1.22,0.0,0.14,0.6,0.39,0.92,1.33,"h_10","d_10","m_23","2002-02-14 00:00:00","2004-01-24 10:00:00",43
0.69,-0.95,-0.7,-0.58,1.22,-1.88,1.26,-1.22,0.39,-0.66,0.28,0.8,-0.47,0.47,-0.73,0.8,-0.16,0.29,-0.26,-0.75,-0.66,0.91,"9PI8845aAN",-0.06,"UMpJhMZgK6","d_11","m_13","meNm7TojiG","2003-03-26 03:00:00",27
0.27,0.86,0.74,1.38,0.36,0.02,"QuNc1n9Duo",-0.21,0.75,0.13,-1.08,2.57,-0.16,-0.59,"Wz8VE5JFdL",-0.83,-0.2,-0.44,"uXDG7dFOkN",-1.46,-0.77,"q2hdQorxh2",0.76,-0.34,"h_4","d_6","m_12","2002-02-16 00:00:00","2003-02-22 04:00:00",22
-0.64,-1.09,1.55,0.04,-1.39,"59KmBEWWOy",-0.57,-0.83,-0.84,-1.21,0.24,1.4,-1.08,0.36,-0.1,1.53,-0.91,1.53,1.08,-0.1,0.2,0.57,-0.83,-3.24,"h_11","d_10","m_21","2002-02-17 00:00:00","2003-11-27 11:00:00",42
0.26,-0.12,1.2,0.44,-0.33,0.28,0.3,-0.71,0.78,0.1,-0.45,-0.5,0.24,0.1,-0.41,-0.45,-0.38,1.76,0.66,0.02,-0.14,-1.04,0.69,-0.44,"h_8","d_11","m_24","2002-02-18 00:00:00","2004-02-29 08:00:00",43
-1.92,0.3,-1.89,-0.53,-0.3,1.41,0.37,-0.4,3.2,0.28,-0.26,0.27,-0.56,0.23,0.84,0.17,-0.46,-0.6,"sZH9XgjTNs",-0.49,0.14,0.6,-0.23,2.2,"h_0","d_8","m_11","2002-02-19 00:00:00","2003-01-27 00:00:00",19
-1.52,-1.4,-1.43,"3YvoNsbFvQ",-0.79,-0.7,0.15,-0.86,-0.65,0.05,-0.08,0.07,1.24,-0.34,-1.75,0.11,1.74,-0.75,-0.15,-1.05,-0.07,0.16,0.79,-0.97,"h_11","d_8","m_3","2002-02-20 00:00:00","2002-05-28 11:00:00",22
0.59,-0.43,0.11,0.61,-0.82,-0.37,1.63,-0.85,1.25,-1.1,-0.46,0.5,-0.87,0.18,0.36,-2.22,-0.8,2.08,0.3,-1.4,0.04,1.24,-0.05,-1.84,"h_8","d_8","m_16","2002-02-21 00:00:00","2003-06-29 08:00:00",32
-1.85,1.28,-0.05,0.3,0.02,-0.97,-0.95,-0.06,-0.86,-1.1,0.43,-0.03,-0.02,"opj1tnNWaC",-0.39,1.44,-2.37,0.53,0.36,0.37,-0.76,0.95,-1.89,0.29,"h_6","d_10","m_29","2002-02-22 00:00:00","2004-08-01 06:00:00",45
0.43,1.53,-3.25,1.61,-1.28,-0.54,-0.69,-0.2,1.76,1.35,0.86,0.76,0.28,-2.76,"3WReUGkfIm",0.43,-0.06,0.61,0.02,-0.91,0.71,0.61,1.51,0.88,"h_5","d_8","m_1","2002-02-23 00:00:00","2002-03-31 05:00:00",14
0.29,0.25,-0.47,-0.63,1.11,-0.05,0.23,0.88,-0.18,"PeRSdcl6ge",-1.89,0.33,0.78,-0.48,0.32,1.17,-1.41,-0.55,0.47,1.87,0.12,1.03,-0.19,0.42,"h_4","d_8","m_19","2002-02-24 00:00:00","2003-10-02 04:00:00",31
0.17,1.82,0.62,-0.25,-1.24,1.46,-0.06,0.37,-1.03,"MryO3N4quV",1.19,-0.94,-0.64,-1.99,0.07,0.46,-0.24,0.09,1.21,0.11,-0.08,-0.3,-1.91,-1.61,"h_3","d_9","m_15","2002-02-25 00:00:00","2003-06-03 03:00:00",27
0.79,-0.47,0.76,-1.06,-0.78,-0.59,0.99,-3.09,-0.14,0.21,0.08,-0.01,"YMBiQVowly",-0.34,0.83,0.05,-0.0,0.4,-0.34,-0.04,0.48,-0.88,-1.11,0.94,"h_2","dMFCM6yE8I","m_26","2002-02-26 00:00:00","2004-05-06 02:00:00",38
1.78,0.34,-0.45,-0.62,"wXZEWFYUaL",0.43,-1.98,0.58,1.09,-1.69,0.75,-0.35,-1.31,-1.0,0.41,-0.23,-0.42,1.25,-0.55,-0.65,0.5,0.59,-0.5,-0.63,"h_0","d_9","m_11","2002-02-27 00:00:00","2003-02-05 00:00:00",20
-1.74,-0.09,0.56,0.99,0.01,-0.61,0.88,0.54,1.21,0.03,0.19,-0.11,0.42,0.02,-0.89,-0.87,-0.76,-0.35,0.83,"FEvuFNcsba",1.56,-1.11,0.25,-0.79,"h_3","d_11","m_29","2002-02-28 00:00:00","cvuuKRbNa1",43
-1.08,-0.26,-0.11,-0.17,0.05,-1.47,0.41,-0.58,-0.07,0.25,1.59,1.2,-1.66,-0.9,0.56,1.93,-0.73,-1.45,1.3,0.35,-0.46,-0.11,"4NR2VrFiCK",-0.76,"h_5","d_7","m_19","2002-03-01 00:00:00","2003-10-08 05:00:00",31
-2.17,"IpolThxJdb",-1.17,-0.11,-0.68,1.11,-1.47,-1.3,-1.67,"AAAyP4vG7M",-2.53,0.54,1.15,-0.67,1.09,-0.45,-1.01,-0.33,1.24,"MTyfjRpeFS",0.06,0.21,"vKUCEzs9yQ",2.9,"h_11","d_6","m_9","2002-03-02 00:00:00","2002-12-08 11:00:00",26
