"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","h","d","m","purchase_date","return_date","target"
0.38,0.46,-0.53,0.24,-0.18,-1.34,-1.27,-0.17,-0.02,-0.91,-1.57,0.9,-1.04,-0.13,2.29,-1.42,0.05,-1.31,-3.85,"RaMP0acKJm",-0.51,0.29,3.3,-0.31,"d_10",10,17,"2001-06-24 00:00:00","2002-12-04 06:00:00",1
-0.32,0.17,-3.74,-1.85,3.72,-0.3,-0.95,0.46,-2.1,-1.41,-2.37,1.75,0.11,-0.02,-2.86,-0.88,0.31,-2.57,-0.0,-1.47,-0.4,-0.01,2.3,0.04,"d_8",8,9,"2001-06-25 00:00:00","2002-04-02 06:00:00",3
2.78,-1.28,-0.25,0.22,"17cSRRaSLE",1.49,-0.94,1.27,-0.68,0.45,-0.89,-1.83,-0.34,-1.1,-0.6,0.98,1.32,-1.32,1.34,-0.0,0.15,1.13,-0.56,0.93,"d_10",10,0,"2001-06-26 00:00:00","2001-07-06 01:00:00",3
0.92,0.15,3.25,-1.31,1.14,1.24,0.76,-0.58,0.99,1.02,3.53,-0.18,2.01,1.83,-0.87,-0.45,"udE0hJCuEt",1.23,-3.1,0.35,-2.23,0.74,1.3,-0.51,"d_11",11,22,"2001-06-27 00:00:00","2003-05-08 10:00:00",3
1.28,0.47,-0.16,2.52,-3.19,-0.3,1.76,0.17,-2.98,-0.58,-0.36,2.54,0.62,2.99,0.2,0.24,-0.03,1.52,0.57,-0.25,-1.31,-1.28,-0.07,-1.17,"d_7",7,8,"2001-06-28 00:00:00","2002-03-07 09:00:00",0
0.21,-0.27,-0.62,-0.32,-1.88,"tmQ1gyayPk",0.66,1.15,-2.12,0.54,3.74,-0.17,-0.31,0.34,4.29,-0.3,-2.41,-0.76,-4.04,0.73,0.05,0.07,-3.25,0.4,"d_11",11,17,"2001-06-29 00:00:00","2002-12-10 07:00:00",3
-0.59,-0.46,-2.7,-0.35,-0.07,-3.01,-0.3,-0.01,"6SnSZNDY1G",0.17,-0.98,1.12,-0.1,0.7,-2.14,-4.73,-2.6,-1.68,1.79,1.16,-2.72,0.9,-2.35,0.45,"d_10",10,24,"2001-06-30 00:00:00","2003-07-10 10:00:00",0
-2.0,0.9,-1.94,0.18,-2.7,-3.24,0.09,-1.32,-0.81,-1.27,"XrLegxeZ1g",1.76,-0.31,4.35,5.24,-4.69,-1.11,-0.24,-1.49,-0.01,"wJht4Ruoow",-0.11,-3.34,1.89,"d_7",7,11,"2001-07-01 00:00:00","2002-06-08 09:00:00",3
1.36,-1.25,1.14,"3khQ8CV3AH","HjMZYGXQ2x",2.42,-1.29,-0.53,0.79,0.48,"gCY7d65NpX",-2.24,1.21,4.74,5.65,-0.47,-1.07,0.84,-2.19,0.85,-2.6,0.57,-1.15,0.85,"d_10",10,11,"2001-07-02 00:00:00","2002-06-12 06:00:00",3
1.97,-0.16,0.47,3.59,2.08,2.46,0.51,-0.3,0.31,0.45,0.41,0.34,-0.44,-0.64,-1.81,1.41,0.92,0.07,1.75,-0.71,-0.24,-0.09,0.06,0.5,"d_11",11,20,"2001-07-03 00:00:00","2003-03-14 09:00:00",0
-1.26,-1.21,-2.67,-0.04,-2.18,"ogRzeh7EDx",-1.33,-1.11,5.0,-0.49,-3.6,2.34,-0.61,-1.85,4.91,2.1,-0.37,0.47,-0.31,-0.47,1.41,-0.73,0.98,2.66,"d_10",10,28,"2001-07-04 00:00:00","2003-11-14 00:00:00",2
-0.54,0.67,-0.69,2.91,-1.72,-0.13,-0.63,1.95,"u9OF08XVbO",0.82,-3.42,1.32,0.42,4.29,0.24,-1.6,1.24,0.24,3.99,0.41,0.09,0.93,-1.4,-0.05,"d_11",11,6,"2001-07-05 00:00:00","2002-01-16 06:00:00",3
"1UfEvjXvZo",0.24,0.87,-0.24,0.58,-1.94,-1.6,-0.38,4.05,2.73,-3.35,1.32,-0.55,1.23,2.74,2.18,0.72,3.52,"AVMyajYpFh",0.27,1.36,0.56,4.41,-1.35,"d_10",10,13,"2001-07-06 00:00:00","2002-08-16 02:00:00",1
0.14,0.22,-0.89,3.82,-3.26,-1.99,-0.43,1.98,0.36,-0.38,0.52,3.2,0.31,6.25,4.03,"4lEteNJjcW",2.45,1.51,0.99,0.61,0.16,0.72,-0.32,-1.18,"d_8",8,22,"2001-07-07 00:00:00","2003-05-15 08:00:00",2
0.73,-0.62,-4.31,-1.03,-2.56,-7.15,-0.12,-1.75,"wrYop0R69P",1.82,-3.71,3.02,-0.79,-2.72,-0.05,"4cRdVk4549",-1.25,-1.98,3.03,-0.76,1.07,-0.92,-0.67,1.27,"d_8",8,13,"2001-07-08 00:00:00","2002-08-16 01:00:00",2
0.48,-1.06,2.7,-2.82,-1.84,-3.85,-1.28,-1.23,2.01,0.19,-1.26,2.44,0.83,1.42,-4.46,2.34,-1.89,0.77,3.21,0.49,-0.53,0.35,-0.17,0.65,"d_6",6,17,"2001-07-09 00:00:00","2002-12-15 08:00:00",3
0.37,-2.19,-4.23,2.59,0.96,-1.55,0.04,"L4pNKlzdRi",2.12,1.07,1.46,4.21,1.71,-1.96,3.06,2.68,-0.15,0.77,-2.98,2.65,-0.47,-1.95,5.27,-0.96,"d_6",6,13,"2001-07-10 00:00:00","2002-08-16 01:00:00",0
-1.13,0.65,-0.38,1.53,3.05,3.7,-0.17,-0.07,-1.27,1.48,2.31,-1.53,1.45,-0.85,"IqPZjIFZtD",-2.51,-0.77,"X9g1Mpxzdl",-2.28,1.84,0.27,-0.33,-0.24,0.32,"d_11",11,23,"2001-07-11 00:00:00","2003-06-22 00:00:00",2
"HHMiJsxu6b",-0.5,3.96,0.25,2.25,2.61,-0.45,-0.82,3.09,-1.66,-3.49,-2.7,-1.56,3.26,-3.69,0.46,-2.01,-0.01,7.68,1.53,-1.77,-0.55,2.13,0.6,"d_10",10,26,"2001-07-12 00:00:00","2003-09-22 07:00:00",3
-0.19,-0.89,-0.72,-1.69,-0.24,-0.52,2.36,-0.57,-0.3,0.33,-1.03,-0.36,"ZcCErXhM9G",2.94,3.21,1.73,-1.75,-1.25,-0.16,"59fwuYECHj",-0.22,0.98,-0.85,-0.31,"d_7",7,11,"vIIhiBOodK","2002-06-20 01:00:00",3
-1.44,0.52,-1.98,-1.35,-2.02,-1.32,-1.7,-1.39,-2.15,0.5,-1.34,0.17,0.39,2.05,4.0,3.96,-2.83,-0.82,-0.75,1.92,-1.0,-1.26,"eLoR2gGhjn",-2.36,"aT3FlT6iZX",10,17,"2001-07-14 00:00:00","2002-12-24 08:00:00",3
1.18,0.44,-1.64,1.8,-1.77,"9j1c9lftWk",0.46,-0.33,1.61,-1.11,2.17,-0.72,-0.01,2.58,5.43,1.37,2.94,0.32,-2.14,0.18,-3.58,-0.99,1.14,-1.6,"d_10",10,20,"2001-07-15 00:00:00","2003-03-25 08:00:00",2
-1.0,-0.57,-1.8,0.23,3.02,5.43,0.62,-0.14,-1.31,1.34,1.09,-0.28,0.58,0.25,-5.92,2.72,3.21,0.14,4.92,0.31,-1.51,-0.16,4.15,-1.02,"d_10",10,23,"2001-07-16 00:00:00","2003-06-26 10:00:00",3
0.21,1.28,0.81,1.41,-4.1,-0.72,0.1,-1.93,-0.47,1.66,-2.29,1.66,0.22,-3.62,2.42,2.49,1.75,0.9,-2.94,1.35,4.58,0.6,"9PI8845aAN",-2.05,"UMpJhMZgK6",11,13,"meNm7TojiG","2002-08-28 03:00:00",3
0.05,-1.38,-0.26,-3.4,-0.36,-3.92,"QuNc1n9Duo",-0.23,0.18,-0.65,-5.31,-0.61,0.74,0.81,"Wz8VE5JFdL",-0.26,-0.96,-0.64,"uXDG7dFOkN",-1.15,-2.05,"q2hdQorxh2",-0.57,0.0,"d_6",6,12,"2001-07-18 00:00:00","2002-07-24 04:00:00",2
2.0,0.67,-0.93,-0.25,2.73,"59KmBEWWOy",1.16,-0.65,0.76,0.72,0.01,3.02,1.09,3.58,-2.46,-5.4,0.05,1.18,1.65,-0.74,-0.05,-0.14,-0.84,0.03,"d_10",10,21,"2001-07-19 00:00:00","2003-04-29 11:00:00",2
0.52,-0.45,-3.5,-3.3,1.9,0.78,0.18,-0.34,0.3,0.11,2.31,-1.65,-0.49,0.09,1.57,0.24,-0.09,0.57,-0.37,0.63,-1.15,-0.31,0.44,0.66,"d_11",11,24,"2001-07-20 00:00:00","2003-07-31 08:00:00",3
1.3,-1.34,0.47,1.93,1.74,5.55,0.25,2.2,-5.4,-1.49,-0.81,-0.57,0.83,3.04,-0.1,-2.12,-1.24,-1.0,"sZH9XgjTNs",0.15,2.57,-0.44,-2.02,-2.18,"d_8",8,11,"2001-07-21 00:00:00","2002-06-29 00:00:00",3
-0.6,0.17,2.69,"3YvoNsbFvQ",-1.24,-0.97,0.4,2.65,3.67,1.12,-0.84,-1.44,-1.21,1.64,0.17,-0.3,-1.23,-0.31,2.8,0.6,-1.79,1.54,1.52,-0.07,"d_8",8,3,"2001-07-22 00:00:00","2001-10-30 11:00:00",2
-0.89,-0.25,-1.51,-3.16,0.73,-4.73,-1.5,-0.53,1.62,2.42,-4.63,0.24,-1.12,0.8,1.39,2.09,1.24,1.21,-0.28,0.63,0.56,0.58,-1.75,1.63,"d_8",8,16,"2001-07-23 00:00:00","2002-12-01 08:00:00",0
-0.43,1.04,2.69,-3.42,-1.97,-1.9,-0.13,0.85,2.12,-0.12,-0.21,0.94,-0.12,"opj1tnNWaC",-0.77,-0.76,-0.88,-0.14,2.59,0.12,5.64,-0.05,-2.15,-0.85,"d_10",10,29,"2001-07-24 00:00:00","2004-01-03 06:00:00",1
-1.02,-1.61,1.94,2.99,-0.61,1.9,0.08,-0.3,2.28,1.16,-0.15,-0.45,0.01,-0.17,"3WReUGkfIm",2.54,0.71,-0.07,1.55,0.69,-1.84,-0.33,4.14,1.06,"d_8",8,1,"2001-07-25 00:00:00","2001-09-02 05:00:00",2
0.91,2.15,1.18,-2.93,-4.35,1.51,-2.28,-0.06,-1.1,"PeRSdcl6ge",-0.89,-4.36,0.45,3.96,7.0,-2.75,-0.64,0.77,-1.11,-0.66,0.8,0.45,0.76,-0.75,"d_8",8,19,"2001-07-26 00:00:00","2003-03-06 04:00:00",3
-1.31,0.58,1.14,4.42,0.43,5.69,-0.41,-0.59,-3.23,"MryO3N4quV",4.47,-1.24,-0.41,2.03,1.51,-0.88,-2.0,0.16,-1.45,1.23,-3.01,0.35,-0.64,0.26,"d_9",9,15,"2001-07-27 00:00:00","2002-11-05 03:00:00",3
-1.08,0.43,3.07,0.09,-0.7,2.39,-0.53,0.55,-0.99,0.75,2.24,-1.27,"YMBiQVowly",1.11,-1.44,0.2,-2.72,0.66,1.51,0.11,-0.47,-1.19,-2.23,0.99,"d_10","dMFCM6yE8I",26,"2001-07-28 00:00:00","2003-10-08 02:00:00",2
2.93,3.4,-1.62,0.71,"wXZEWFYUaL",1.57,-0.04,-0.81,0.39,-1.56,0.23,0.25,-0.89,-0.59,3.36,0.33,-2.24,-1.63,-0.99,0.09,2.93,-0.62,0.02,0.19,"d_9",9,11,"2001-07-29 00:00:00","2002-07-08 00:00:00",0
-0.82,-0.22,-1.27,0.83,-2.39,-2.82,0.81,0.46,1.08,-1.93,-2.25,1.52,-0.95,-1.86,1.09,2.25,-1.24,-0.96,2.42,"FEvuFNcsba",2.01,0.91,-0.57,-0.03,"d_11",11,29,"2001-07-30 00:00:00","cvuuKRbNa1",3
0.32,-0.35,-0.67,1.39,-2.1,-1.59,-0.02,0.22,1.5,0.31,-1.04,0.54,0.21,-2.72,1.73,4.09,2.35,1.37,-0.09,0.73,1.72,0.92,"4NR2VrFiCK",-1.29,"d_7",7,19,"2001-07-31 00:00:00","2003-03-07 05:00:00",3
-1.28,"IpolThxJdb",-3.87,0.53,-0.81,-4.05,-0.14,-0.38,4.11,"AAAyP4vG7M",2.48,3.27,1.1,-1.87,2.9,3.49,3.98,0.62,-2.16,"MTyfjRpeFS",0.16,-0.87,"vKUCEzs9yQ",-0.32,"d_6",6,9,"2001-08-01 00:00:00","2002-05-07 11:00:00",2
-0.78,0.03,-0.72,0.31,-1.85,"zGVLcJS8ma",0.9,0.54,2.2,0.7,2.02,1.21,1.17,-3.82,-0.97,-0.65,-1.16,-0.91,-1.55,0.92,-2.87,1.54,-0.38,-0.17,"d_8",8,21,"2001-08-02 00:00:00","2003-05-10 05:00:00",2
