"pixel_0_0","pixel_0_1","pixel_0_2","pixel_0_3","pixel_0_4","pixel_0_5","pixel_0_6","pixel_0_7","pixel_1_0","pixel_1_1","pixel_1_2","pixel_1_3","pixel_1_4","pixel_1_5","pixel_1_6","pixel_1_7","pixel_2_0","pixel_2_1","pixel_2_2","pixel_2_3","pixel_2_4","pixel_2_5","pixel_2_6","pixel_2_7","pixel_3_0","pixel_3_1","pixel_3_2","pixel_3_3","pixel_3_4","pixel_3_5","pixel_3_6","pixel_3_7","pixel_4_0","pixel_4_1","pixel_4_2","pixel_4_3","pixel_4_4","pixel_4_5","pixel_4_6","pixel_4_7","pixel_5_0","pixel_5_1","pixel_5_2","pixel_5_3","pixel_5_4","pixel_5_5","pixel_5_6","pixel_5_7","pixel_6_0","pixel_6_1","pixel_6_2","pixel_6_3","pixel_6_4","pixel_6_5","pixel_6_6","pixel_6_7","pixel_7_0","pixel_7_1","pixel_7_2","pixel_7_3","pixel_7_4","pixel_7_5","pixel_7_6","pixel_7_7","target"
0,0,1,9,15,11,0,0,0,"G4JJbVUsbl",11,16,8,14,"JyeeU5wt1p",0,0,2,"XUuqOJwHWY",10,0,9,9,"mHfLq0mY8h","d3Jnl1e3ZX",1,16,4,0,8,8,0,0,4,16,4,0,8,8,0,0,1,16,5,1,11,3,0,0,0,12,"9IlUEJKXd1",10,10,0,0,0,0,1,10,13,3,0,0,0
0,0,0,0,14,13,1,0,0,0,0,5,16,16,2,0,0,0,0,14,16,12,0,0,0,1,10,16,"dsLRKc3a3B",12,0,0,0,3,12,14,16,9,0,0,0,0,0,"qKltigXFJl",16,15,0,0,0,0,0,4,16,14,0,0,0,0,"NQU2zkk3gq",1,13,16,1,0,1
0,0,5,12,1,0,0,0,0,0,15,14,7,0,0,"HdCFy9ebFt",0,0,13,1,12,0,0,0,0,2,10,0,14,0,0,0,0,0,2,0,16,1,0,0,0,0,0,6,15,0,0,0,0,0,9,16,15,9,8,2,0,0,3,11,8,13,12,4,2
0,2,9,15,14,9,3,0,0,"17K7E0MXVY",13,8,9,16,8,0,0,0,0,6,14,"uiTwUFlMHZ",3,0,0,0,0,11,14,2,0,0,0,0,0,2,15,11,0,0,0,0,0,0,2,15,4,0,0,1,5,6,13,16,6,0,0,2,12,12,13,11,0,0,3
"wQdPydoVFG",0,0,8,15,1,0,"csNFMfZBGQ",0,0,1,14,13,1,1,0,0,0,10,"807vJh9uR5",3,15,11,0,0,7,16,7,1,16,8,0,0,"44aD6nIb87",16,13,14,16,5,0,0,1,10,15,16,14,0,0,0,0,0,1,16,10,0,0,0,0,0,10,15,4,0,0,4
0,5,12,13,16,16,2,0,0,11,16,15,8,4,0,0,0,8,"3MLgMFV0uz",11,1,0,0,0,0,8,16,16,14,0,0,0,0,1,6,6,16,0,0,0,0,"P07YppuQtB",0,5,16,3,0,0,0,1,5,15,13,0,0,0,0,4,15,16,2,0,0,0,5
0,0,0,8,15,1,0,0,0,0,0,12,14,0,0,0,0,0,3,16,7,0,0,"NTBzafyBPD",0,0,6,16,2,0,0,0,0,"93RMOHLCSV",7,16,16,13,5,0,0,0,15,16,9,9,14,0,0,0,3,14,9,2,16,2,0,0,0,7,15,16,11,0,6
0,0,1,8,15,10,0,0,0,3,13,15,14,14,0,0,0,5,10,0,10,12,0,0,0,0,3,5,15,10,2,0,0,0,16,16,16,16,12,0,0,1,8,12,14,8,"wk8oZNpaOK",0,0,0,0,10,13,0,0,0,0,0,0,11,9,0,0,0,7
0,0,10,7,13,9,0,0,0,0,9,10,12,15,2,0,0,0,4,11,10,11,0,0,0,0,1,16,10,1,0,"qtNYMh7WS6",0,"qFLZYXkMFy",12,13,4,0,0,"YoPOa43VjN",0,0,12,1,12,0,0,"GsOigYSwXF",0,1,"ktqJccmi1G",2,14,0,0,0,0,0,11,14,5,0,0,0,8
0,0,6,14,4,0,0,0,0,"xwsLSAUmoz","A76WhZ9kr1",16,10,0,0,0,0,0,8,14,16,2,0,0,0,"ENPAmtHvlk",1,12,"YYJaFnPdNB",11,0,0,0,0,0,0,0,11,"Yz9xEphQHj",0,0,0,0,0,0,5,11,0,0,0,1,4,4,7,16,2,0,0,7,16,16,13,11,1,9
0,0,3,13,11,7,0,0,0,0,11,16,16,16,2,0,"EYAHoqdaBK",4,16,9,1,14,2,0,0,4,16,0,0,16,"e8vjE6ql3j",0,0,0,16,1,0,12,8,0,0,0,15,9,0,13,6,"QMx0siD2Mh",0,0,9,14,9,14,1,0,0,0,2,12,13,4,0,0,0
0,0,0,2,16,16,2,0,0,0,0,4,16,16,2,0,0,1,4,12,16,12,0,0,0,7,16,16,16,12,0,0,0,"osFS0aD5Ir",3,10,16,14,"ZjYlLxtcwa",0,0,0,0,8,16,12,0,0,0,0,0,6,16,16,2,0,0,"TxTlIhNxre",0,2,12,15,4,0,1
"MgQR0tw8Ub","PQyb7NaJrV",8,16,5,0,0,0,0,1,13,11,16,0,0,0,0,0,10,0,13,3,0,0,0,0,3,1,16,1,0,0,0,0,0,9,12,0,0,0,0,0,3,15,5,0,0,0,0,0,14,15,8,8,3,0,0,0,7,12,12,12,13,1,2
0,1,8,"q3gyCHcCW3",15,14,4,"D835DEz0oh",0,3,"q2c8ma7Xy2",8,"QrPHyzg0u1",12,12,0,0,0,0,0,2,13,7,0,0,0,0,2,15,12,"L6hFFUp8Eo",0,0,0,0,0,13,5,0,0,0,0,0,0,9,13,0,0,"6ZPAMjphVc",0,7,8,14,15,0,0,0,0,14,15,11,2,0,0,3
0,0,0,0,12,2,0,0,0,0,0,6,14,1,0,0,0,0,4,16,7,8,0,0,0,0,13,9,0,16,6,0,0,6,16,10,"kjt5A8JMG3",16,"StJ0XCdodI","lj4RkLPhyA",0,0,5,"VdJ9VwebV0",13,16,0,0,0,0,0,0,6,16,0,0,0,0,0,0,12,8,0,0,4
0,0,12,8,8,7,0,0,0,3,16,16,11,7,"50s4bVQNHv",0,0,2,14,1,0,0,0,0,0,5,14,5,0,0,0,0,0,2,15,16,9,0,0,0,0,0,0,2,16,2,0,0,0,0,4,8,"W9BozOzlCv",4,0,0,0,0,"IqjSkMp14K",14,9,0,0,0,5
"qC9ALvPoDw",0,1,13,14,3,0,"tpJLzgWjot","4Vk0AqJk4Q",0,8,16,13,2,0,0,0,2,16,16,3,0,0,0,0,3,16,12,1,0,0,0,0,5,16,14,5,0,0,"KoSEF2Abo6","K68v8LR5gr",3,16,16,16,16,6,0,0,"JiTCrymXhM",14,16,16,16,12,0,0,0,3,12,15,14,7,0,6
0,0,0,8,14,14,"XTHBJUn6gL",0,0,0,0,6,10,15,11,0,0,0,0,0,0,14,10,0,0,2,8,11,12,16,8,"i1W2VNsvw1",0,8,16,16,16,16,7,0,0,0,0,0,11,15,1,0,0,0,0,9,16,7,0,0,0,0,0,12,13,1,0,0,7
0,0,10,11,4,0,0,0,0,0,10,15,13,13,"ZXTl9Y3uVe",0,0,0,8,"mlgJruNk8q",0,14,4,0,0,0,0,13,15,13,0,0,0,1,11,16,16,0,0,0,0,1,15,3,9,10,0,0,0,0,14,6,15,10,0,0,0,"MktFFHwvfG",8,14,7,1,0,0,8
0,0,9,13,7,0,0,0,0,0,12,16,16,2,0,0,0,0,12,13,16,6,0,0,0,0,6,16,16,14,0,0,0,0,0,0,2,16,3,"fg9pMvKlB6",0,0,"tiPLDvYLBf","VSTzmkMilD",0,9,"JbgRkyFGx5",0,0,0,3,7,12,14,16,2,0,0,7,12,12,12,11,0,9
0,0,10,14,11,3,0,0,0,4,16,13,6,14,1,0,0,4,16,2,0,11,7,0,0,8,16,0,0,10,5,0,0,8,16,0,0,14,4,0,0,"mUMs22jP8E",16,0,1,16,1,0,0,4,16,1,11,15,"tFSX938EfX",0,0,0,11,16,12,"pPEc01R47x",0,0,0
0,0,2,13,8,0,0,0,0,0,6,16,16,6,0,0,0,0,5,15,13,11,0,0,0,0,0,7,16,15,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,7,11,0,0,0,0,3,4,4,16,2,0,0,2,15,13,14,"sYhOHYzlS6",2,9
0,"0InViPaAew",13,16,16,16,11,"0lVWA2FWqg",0,5,16,10,5,4,1,0,0,6,"7zM9MpwQej",7,3,0,0,0,0,9,16,"1rluc7tUux",16,6,0,0,0,3,8,4,11,15,0,0,0,0,0,"Xeim1E0SBH",12,15,0,0,0,0,4,13,16,6,0,0,0,2,16,15,8,0,0,0,5
0,6,13,5,8,8,1,0,0,8,16,16,16,16,6,0,0,6,16,9,6,4,0,0,0,6,16,16,15,"KBVQg3ZSSm",0,"ml4EjxxNNs",0,"YhGxWU2Lna",4,5,15,12,0,0,0,0,0,3,16,9,0,0,0,1,8,13,15,3,0,0,0,4,16,15,3,0,0,0,5
0,0,0,5,14,2,0,0,0,0,1,13,11,0,0,"xsyFvuuEk2",0,0,5,16,2,0,0,0,0,0,6,15,5,0,0,0,0,1,15,16,15,11,"Rz9cpNsXma",0,0,2,"9tpPt3WxgX",14,1,12,9,0,0,0,4,16,7,13,9,0,0,0,0,5,16,15,3,0,6
0,3,15,8,8,6,0,0,0,4,16,16,16,13,2,0,0,"cZXF677Hb9",16,9,2,0,0,0,0,2,16,16,15,3,0,0,0,0,7,6,12,"lNuwwdQbZL",0,0,0,0,0,1,14,10,0,0,0,0,5,"7Epmzxnfh0",15,2,0,0,0,1,"4uoh5KajSt",14,1,"R1ITf1fnwX",0,0,5
0,0,6,14,10,2,0,0,0,0,15,15,13,15,3,0,0,2,16,10,0,13,9,0,0,1,16,5,0,12,5,0,0,0,16,3,0,13,6,0,0,1,15,5,6,13,1,0,0,0,16,11,14,10,0,0,0,0,7,16,11,1,0,0,0
0,0,13,10,1,"B7sJ8YEPP7",0,0,0,5,16,14,7,0,0,0,0,4,16,8,14,0,0,0,0,2,14,16,16,"cdyx1gc2Ob",0,"9zx4CeyOUW",0,0,1,4,9,13,1,0,0,0,0,0,0,13,6,0,0,0,5,8,5,9,14,0,0,0,13,13,15,"hgWIwbb1mA",13,0,9
0,0,7,7,"OteP5ythmY",16,4,0,0,0,13,"IfhwgJEdEZ",6,"hRKeQ4gfk3",7,0,0,0,10,4,10,11,"LKaiKmFbph",0,0,0,8,16,10,0,0,0,0,3,14,"Fn4gg956It",0,0,0,0,0,8,8,11,"Zeu3yvhfDx",0,0,0,"cD08WPr4eb",4,10,9,8,0,0,0,0,1,11,16,6,0,0,0,8
0,1,9,16,13,7,0,0,0,7,14,4,10,12,0,0,0,6,15,9,16,11,0,0,0,0,9,11,7,14,0,0,"MYbZ0Y0qjf",0,0,"5jgWSDZDlE",0,15,2,0,0,0,0,0,0,11,6,0,"Mtq1FUUVRb",3,13,8,5,14,"8CGsjvjQrk",0,0,0,9,14,13,"yT8j38dFPD",1,0,9
0,0,11,10,12,4,0,0,0,0,12,13,9,16,1,0,0,"9s2A04sk9c",7,13,11,16,0,0,0,0,"VlOh1eDHLC",16,14,"ufkVQdhTMQ",0,0,0,0,10,16,13,0,0,0,0,0,14,7,12,7,0,"vB72qr8az2",0,4,14,4,12,13,0,0,0,1,11,14,12,4,0,0,8
0,0,0,9,15,1,0,0,0,0,4,16,12,"aODsTXk1LE",0,0,0,0,15,14,2,11,3,0,0,4,16,9,4,16,10,0,0,9,16,11,13,16,2,0,0,0,9,"aPlsKCgSJB",16,14,0,0,0,0,0,8,16,6,0,0,0,0,0,9,16,2,0,0,4
0,0,0,0,12,5,0,"xiewehLX7y",0,0,0,2,16,12,0,0,0,0,1,12,16,11,0,0,0,2,12,16,16,10,0,0,0,6,11,5,15,6,0,0,0,0,"DJ2Q22QeFR",1,16,9,0,0,"kNGffNJMVt","JfMgVPQPYS",0,2,16,11,0,0,0,0,0,3,16,8,0,"xhgLRwe5Ej",1
0,0,0,9,15,12,0,0,0,0,4,7,7,14,0,0,0,0,0,"gKzUYbfOq2",0,13,3,0,0,4,9,8,10,13,1,0,0,4,16,15,16,16,6,0,0,0,0,0,14,3,0,0,0,0,0,9,12,0,0,0,0,0,0,11,7,0,0,0,7
0,0,9,16,16,16,5,0,"shDIi5BwCT",1,14,10,8,16,8,0,0,0,0,0,7,16,3,0,0,3,8,11,15,16,11,0,0,8,16,16,15,11,"GBcw8Ld3ud",0,0,0,2,"7F2NVXUUY9",7,0,0,0,0,0,8,16,1,0,0,0,0,0,13,"DfKzBYdqNb",0,0,0,0,7
0,0,9,16,13,6,0,0,0,0,6,5,"yIOSGL5pCD",16,0,0,0,0,0,8,15,5,0,0,0,0,0,5,14,3,0,0,0,0,0,0,9,15,2,0,0,0,0,0,0,11,12,0,0,0,4,8,11,15,12,0,0,0,11,14,12,8,0,0,3
0,1,15,4,0,0,0,0,0,2,16,16,16,14,2,0,0,6,"3uHvmWgZUp",11,8,8,3,0,"4DVEsC8nij",5,16,11,5,0,0,0,0,0,11,14,"5TrxFZ799z",1,0,0,0,0,0,5,16,7,0,0,0,0,6,16,16,4,0,0,0,"ubKNIJjgmk",14,14,4,0,0,0,5
0,0,0,1,11,9,0,0,0,0,0,7,16,13,0,0,0,0,4,14,16,9,0,0,0,10,16,11,16,8,0,0,0,0,0,3,16,6,0,0,0,0,0,3,16,8,0,0,0,0,0,5,16,10,0,0,0,0,0,2,14,"estSnO3U7k",0,0,1
0,0,2,15,13,3,0,0,0,0,10,"1FGcPHkjPV",11,15,0,0,0,3,16,6,0,10,0,0,0,4,16,8,"skayfKoVrB",3,8,0,0,8,"m2vg54cNrS",3,0,4,8,0,0,"vAmuy7QxxN",15,1,0,3,7,0,0,0,14,11,6,14,5,0,0,0,4,12,15,6,0,0,0
0,0,1,15,13,1,0,0,0,0,7,16,14,8,0,0,0,8,12,9,2,13,2,0,0,7,9,1,0,6,6,"ynDuy6Rvu4",0,5,9,0,0,3,9,0,"pb4Md3qgSd",0,15,2,0,8,12,0,0,0,9,15,13,16,6,0,0,0,0,13,"JtQRYSHoLl",8,0,0,0
0,0,0,5,14,12,2,0,0,0,7,15,8,14,4,0,0,0,6,2,3,"y69R6eWS1z",1,0,0,0,0,1,13,4,0,0,0,0,1,11,9,0,0,0,0,8,16,"IdrVZ6nFkR",0,0,0,0,0,5,14,16,11,"GgTAQaORWU",0,0,0,0,0,6,12,13,3,0,2
0,"fqIQGbWTx5",0,3,"KDxChYgCoE",10,1,0,"R4SV1A2uUd",0,0,11,"alLg76n3vM",16,4,0,0,0,0,12,1,15,6,0,0,0,0,3,4,15,4,0,0,0,0,6,15,6,0,0,0,4,15,16,9,0,0,0,0,0,13,16,15,9,3,0,0,0,0,4,9,14,7,0,2
0,0,3,12,16,16,6,0,0,0,10,11,7,16,11,0,0,"IU0B4gzYBN",0,0,2,14,10,0,0,5,11,8,9,16,3,0,0,9,16,16,16,16,9,0,"ir8otPJjLQ","d3sQreFsUk",4,9,16,6,0,0,0,0,0,11,14,0,0,0,0,0,4,16,5,0,0,"9ASpagYZHa",7
0,0,4,8,16,5,0,0,0,0,9,16,8,11,0,0,0,0,5,10,0,13,2,0,0,0,0,13,4,15,2,0,0,0,0,9,16,8,0,0,0,0,8,15,"Bv4yjJo09C",5,0,0,0,0,16,5,14,4,0,0,0,0,6,16,12,1,0,0,8
0,0,0,1,14,14,3,0,0,0,0,10,11,13,8,0,0,0,0,"ExwqxqCKWw",0,13,8,0,0,0,0,0,7,15,1,0,0,4,8,12,15,4,0,0,0,6,16,16,6,0,0,0,"3riH8Foe2b",0,2,12,12,4,2,0,0,0,0,1,13,16,5,0,2
0,0,2,14,15,5,0,0,0,0,10,16,16,15,1,0,0,3,16,10,10,16,4,0,0,5,16,"LuQMfjGmdn",0,14,6,0,0,5,16,6,0,12,7,0,0,1,15,13,4,13,6,0,0,0,11,16,16,15,0,0,0,0,2,11,13,4,0,0,0
0,0,0,0,12,13,1,"UTFESAL1pc",0,0,0,8,16,15,2,0,0,0,10,16,16,12,0,0,0,4,16,16,16,13,0,0,0,4,7,4,16,6,0,0,0,0,0,1,16,8,0,0,0,0,0,1,16,8,0,0,0,0,0,0,12,12,0,0,1
0,0,0,1,9,11,0,0,0,0,0,13,"dttZLmnUfS",16,0,0,0,0,0,12,7,"JIN475i6OE",0,0,0,0,0,0,14,7,0,0,0,0,5,12,12,0,0,"avl5OrvC4k",0,7,16,16,6,"x0HYSkhqUl",0,0,0,4,9,13,16,11,4,0,0,0,0,0,9,13,3,0,2
0,0,0,10,13,1,0,0,0,1,11,12,7,0,0,0,0,2,16,12,0,0,0,0,0,4,16,11,"YEt5Idx8X4","c1OBfnEFf1",0,0,0,4,16,15,8,4,0,0,0,4,16,16,13,"BR8VlhIGYX",6,0,"RkMxLzf9V3",0,7,16,7,13,14,0,0,0,0,7,15,15,"ZVBW11nVsD",0,6
0,1,10,15,11,1,0,0,0,3,8,8,11,12,0,0,0,0,0,5,14,15,1,0,0,0,0,11,15,2,0,0,0,0,0,4,15,2,0,0,0,0,0,0,12,10,0,0,0,0,3,4,10,16,1,0,0,0,13,"7tFVnGMuEq",15,10,0,0,3
"1UfEvjXvZo",0,10,15,14,4,0,0,0,0,4,6,13,16,2,0,0,0,0,3,16,"aCLCkipWLE",0,0,0,0,0,1,16,6,0,0,"2NMzGFg1KV",0,0,0,10,12,0,0,"hv9aHDHzl3","fyi1Sq5Hjt",0,0,1,16,4,0,0,1,9,5,6,16,7,0,0,0,14,12,15,11,2,0,3
0,0,6,13,16,6,0,0,0,3,"VwgiRFC3Iy",14,15,16,1,0,0,0,5,0,8,16,2,0,0,0,0,0,8,16,3,0,0,3,15,16,16,16,9,0,0,"USjMJTNFvw",13,14,16,11,3,0,0,0,0,12,15,1,0,0,0,0,"cLj8BwglBs",16,7,0,0,0,7
0,0,14,16,14,6,0,0,0,0,7,10,16,16,3,0,0,0,"MK5cjMDZpE",5,16,16,1,0,0,0,0,2,16,8,0,0,0,0,0,0,12,13,1,0,0,0,0,0,4,16,7,0,0,0,5,9,14,16,7,0,0,0,13,16,16,10,1,0,3
0,3,16,16,14,7,1,0,0,1,9,9,15,16,4,0,0,0,0,7,16,12,1,0,0,0,0,9,16,2,0,"vIBUCUfD4q",0,0,0,3,15,7,0,0,"4g2VKFSN30",0,0,0,9,15,0,0,0,1,10,10,16,16,3,0,0,2,13,16,12,5,0,"TEEf8pS0fy",3
0,0,0,6,16,4,0,0,0,0,1,13,15,"BinmkTcvLB",0,"1TNeHfWn8f",0,1,11,16,5,0,0,0,0,8,16,10,0,10,6,0,0,12,16,8,9,16,12,0,0,2,15,16,16,16,7,0,0,"i2ABSCrkH3",0,4,16,11,0,0,0,0,0,7,16,3,0,0,4
0,0,0,9,10,0,0,0,"6CAmvTJO8i",0,7,16,7,0,0,0,0,0,13,13,1,0,"k16d2fioaQ",0,0,"xvwn4KTB1N",15,"UBuWknp0yh","GOJZFDAb7m",0,0,0,0,4,16,15,12,7,0,0,0,2,16,12,4,11,10,0,0,0,8,14,5,9,14,0,0,"1idPFUcHu7",0,6,12,14,9,0,6
"HHMiJsxu6b",0,0,10,11,"WowtH1fFYh",0,0,0,0,9,16,6,0,0,"VDK75Cf67d",0,0,15,13,0,0,0,0,0,0,14,10,0,0,"wsczI16Na0","w1XeS3l7QY",0,1,15,12,8,2,0,"8SCNLFhVkO",0,0,12,16,"0uV685pN9Y","5crxQ8lpxq",10,1,0,0,7,16,"30xOX0UNxj",12,16,4,0,0,0,9,15,12,5,0,6
0,0,5,14,0,0,0,0,"6hmox37q4A",0,12,9,0,0,0,0,0,0,15,3,0,0,0,0,0,1,16,"JilbwA5uzB",0,0,0,0,0,1,16,2,7,4,0,0,0,3,16,16,16,16,"aiU2XDw0cv",0,0,0,15,15,4,10,16,0,0,0,4,14,16,12,7,"CcyeIx2J46",6
0,0,0,9,9,0,"fe8O3qYxhz",0,0,0,3,16,9,0,0,0,0,3,14,10,0,2,0,0,0,10,16,5,7,15,1,0,0,2,11,15,16,13,1,0,0,0,0,7,16,3,0,0,0,0,"PyTJG2gqBB",6,15,0,0,0,0,0,0,4,16,5,0,0,4
0,0,6,12,13,6,0,0,0,6,16,9,12,16,2,0,0,7,16,9,15,13,0,0,0,0,11,15,16,4,0,0,0,0,0,12,10,0,0,0,0,0,"DWHD4VwPTa",16,4,"mphfGQ6v1O",0,0,0,0,1,16,2,0,0,0,0,0,6,11,0,0,0,0,9
0,0,0,0,14,"NImHG2aAto",0,0,0,0,0,13,16,9,"F2RbuOsbjL",0,0,0,"boZoZCUmQs",16,16,7,0,0,0,"q3qRCRtvAl",16,8,16,2,0,0,0,1,5,6,16,6,0,0,0,"grzhTeAD3b",0,4,16,6,0,0,0,0,0,2,16,6,0,0,0,0,0,0,12,"095U3yddXc",0,0,1
0,1,13,15,12,12,5,0,0,4,16,"7bv6cRMh5b",8,6,0,0,0,7,13,0,0,0,0,0,0,8,15,13,15,7,0,0,0,1,6,5,8,12,0,0,0,0,0,0,12,11,0,0,0,0,2,13,14,1,0,0,0,3,14,10,1,0,0,"IGwGNdciWQ",5
0,0,1,13,10,0,0,0,0,7,16,16,16,7,0,0,"V5TBe7ZFxv",8,16,13,10,15,0,0,0,8,16,2,2,15,3,0,0,5,15,2,0,12,7,0,0,"SzQhBNYhca",15,6,2,"nJSIhjiLTq",3,0,0,0,11,15,13,16,0,0,0,0,1,15,14,8,0,0,0
0,1,12,13,4,0,0,0,0,4,16,16,16,3,0,0,0,4,16,16,16,10,0,0,0,0,6,"6mRC729myL",14,16,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,13,7,0,0,1,2,3,7,14,10,0,0,2,12,16,14,12,3,0,9
0,0,13,13,8,2,0,0,0,5,16,16,16,12,0,"sIoSFMBwoE",0,"miHZrSzxoJ",15,12,"SzQmWmSz9W",0,0,0,0,0,12,13,7,1,"RozWkXxD9F",0,0,0,8,16,16,12,"KPEqHPL0d3",0,0,0,0,4,9,16,3,0,"Z9AddsoaGv",0,1,5,14,15,1,0,0,0,10,16,16,6,0,0,5
0,0,0,"fUFUDqFhRW","L5UlpAa4rr","Y0ftOKagwq",0,0,0,0,0,2,16,16,1,0,0,0,0,5,9,15,0,0,0,0,0,0,5,14,0,0,0,0,0,3,15,7,0,0,"qfKqFXRjXy",7,16,16,11,0,0,0,0,0,11,14,16,7,3,0,0,0,0,0,9,15,9,0,2
0,3,5,14,13,6,0,0,0,9,16,12,10,12,0,0,0,6,16,3,12,11,0,0,0,1,13,10,16,6,0,0,"8S9PW24p6i",0,10,16,10,0,0,0,0,1,15,16,10,0,0,0,0,0,16,12,16,0,0,0,0,0,3,15,16,5,0,0,8
0,0,0,0,11,15,4,0,0,0,0,3,16,16,12,0,0,0,0,8,14,16,"g65G1pd42C",0,0,0,0,5,10,16,6,0,0,1,7,11,16,13,0,0,0,9,16,16,14,1,0,0,0,3,8,14,16,9,0,0,0,0,0,1,11,16,12,0,2
0,0,"xBgudMQtyQ",12,10,0,0,0,0,3,16,16,16,4,0,0,0,7,15,3,8,13,0,"gyAGuoBrYW",0,8,12,0,0,14,1,0,0,8,12,0,0,7,8,0,0,5,13,0,0,4,8,0,0,0,14,8,0,10,8,0,0,0,7,12,13,12,4,0,0
0,"8tqhunAE0K",4,14,11,0,0,0,0,3,15,15,16,9,0,0,0,8,"JWMBjLZpP3",0,3,15,1,0,0,8,12,0,0,8,6,0,0,8,12,0,0,8,8,0,0,5,13,1,0,8,8,0,0,2,15,14,12,15,6,0,"km0owEWBYU",0,5,16,15,8,0,0,0
