"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
-0.12,0.76,2.24,-0.65,-0.69,-1.2,-0.9,2.19,0.13,"grzhTeAD3b",-1.98,0.14,-0.87,"xVFWKtkliT",-0.93,1.01,0.08,-1.62,0.67,3.61,-0.1,-0.78,-0.91,"4SLdfPjTC5",2.71,0.57,1.12,-2.0,2.17,0.86,-2.98,-0.92,0
0.43,2.78,0.76,-2.42,0.88,-0.4,0.41,-4.26,-2.0,-2.95,1.42,1.34,1.84,-1.5,0.85,-0.1,-0.27,2.19,0.21,5.91,"jTKJyNsflz",0.48,"Z922kWHo2p",0.05,-4.94,3.22,-0.98,2.47,"D474qElWE2",1.31,-0.49,1.15,0
-0.65,1.76,0.06,0.01,0.15,-0.11,0.11,0.12,-0.47,"SzQhBNYhca",2.29,-0.2,2.8,-1.58,-1.35,0.55,0.89,3.12,-1.98,3.67,2.13,-0.09,1.14,1.28,2.1,-0.02,0.6,2.03,1.18,1.59,1.96,0.97,1
"MgQR0tw8Ub",6.7,-0.14,-2.69,-0.72,-0.52,-0.36,-0.15,-0.42,6.6,6.05,-0.13,-0.61,-7.98,"3RnPJkuIPY",0.99,-0.64,-1.85,1.53,3.93,-0.48,0.87,2.13,0.45,1.16,"k690whGFD4",0.93,-1.27,0.34,0.8,8.47,0.87,1
1.46,4.59,0.26,-0.5,0.99,-0.09,0.77,-7.97,-2.13,-6.27,-1.87,-0.63,3.66,0.81,-3.46,-1.05,-2.25,2.15,"O8eCCpz3MO",-5.21,0.89,1.33,5.4,"lEA89Fc51J",0.23,"AzEMpPagEj",0.84,0.27,3.81,-0.53,15.19,-1.83,0
0.03,-6.29,-0.73,-5.85,"uhD8N8gxeT",-0.96,-1.02,-6.8,0.3,0.44,-2.75,1.21,0.76,-1.36,0.2,-0.97,-0.32,3.01,0.53,0.14,-0.48,-0.28,-2.73,-0.25,-4.01,"zydmY0qmXG",-0.17,3.28,1.15,0.68,-11.05,0.87,3
0.66,-0.63,0.48,0.11,-1.17,-0.6,"cbkC1BSUSj",5.51,-0.5,-5.65,-0.03,-0.34,"bHmRxn4FqB","GGUM7HZFKd",4.54,-0.29,-0.5,"LsDYxay11W",0.71,0.77,1.24,1.09,2.17,2.54,1.88,-2.27,0.17,-3.3,0.26,0.07,-5.05,0.24,0
"qC9ALvPoDw",-2.95,1.29,2.45,0.22,1.5,-0.18,2.25,-0.26,4.88,"4cPPFEY1Ki",-1.77,0.05,2.19,0.28,1.55,0.21,0.06,0.28,2.45,-0.54,-1.15,2.52,0.46,-2.35,0.88,-0.77,5.46,-3.26,-0.4,-0.27,0.21,1
-0.36,2.39,3.13,3.24,0.07,1.49,-0.65,3.77,2.21,-1.59,-1.8,-2.19,2.29,3.58,-3.2,-1.24,1.59,-0.7,0.15,2.86,-2.87,0.65,1.21,1.92,0.67,-0.94,-0.65,-5.03,-3.5,-1.49,-3.39,-2.29,0
0.25,-0.74,-1.57,-4.03,"c2uNEQAIkq",0.81,-0.12,"Dewyumr1FU",0.04,-3.2,-4.47,-1.41,1.09,-0.57,-0.23,-1.38,1.66,0.1,-1.72,0.37,4.22,-0.24,-1.47,1.26,0.93,-1.02,0.61,0.13,4.07,-0.23,-7.8,1.27,3
0.13,1.63,2.44,-0.58,0.03,-1.1,1.43,-1.04,-0.57,-1.18,1.52,1.07,-0.96,-1.13,-0.38,0.08,2.01,1.81,-0.9,0.67,1.18,"pGCty19IfJ",-0.01,1.21,1.83,-2.79,-0.57,-0.54,2.93,-1.13,0.77,0.9,0
-0.75,0.63,-0.51,"mGl8kGM2Gm",-0.23,0.03,-0.45,-3.89,0.2,2.19,1.4,-0.77,0.64,-1.3,-0.77,-0.72,3.73,0.35,0.18,-0.44,-1.2,0.49,0.97,0.5,1.75,1.73,1.91,3.19,0.49,"xQOkPto4WE",4.22,-0.75,0
2.44,1.16,-2.06,-4.0,-0.31,1.38,0.5,-1.95,-0.47,"x7uceblsbl",4.13,-0.2,-3.98,-5.03,2.88,0.09,0.09,1.94,-1.19,0.17,-4.68,-0.8,-1.57,-0.91,3.09,0.7,-0.89,4.7,0.17,1.23,10.77,0.14,0
-0.17,-2.93,0.16,-2.61,0.76,-1.07,2.62,-2.15,-0.6,-1.21,-2.24,0.91,-4.05,-5.36,-3.09,0.25,2.73,1.17,1.64,0.81,1.19,-0.03,2.94,2.17,-1.43,-1.32,-0.25,0.83,-2.19,-1.76,"otKK2EbXTS",0.74,3
-0.74,-0.17,1.25,1.69,0.97,-1.04,-0.08,-5.87,-0.43,-0.06,-1.37,0.86,-1.5,-3.2,-2.63,-0.05,0.93,-3.67,0.14,-0.6,-0.22,0.12,-1.55,-0.82,-6.61,-2.27,-0.34,1.12,1.47,-1.12,-3.65,-0.79,3
-0.75,-0.06,-0.59,-4.93,-1.36,1.4,1.13,-0.86,1.43,-2.42,-2.58,0.14,-2.69,-2.72,2.14,-1.21,-1.13,1.49,0.91,0.46,0.67,0.15,-1.38,1.42,0.49,-4.58,-2.02,-0.85,-1.17,0.1,-4.54,-0.19,3
-0.17,1.03,-0.06,-1.84,1.04,"rVHMsE21wf",-1.29,3.73,"E7moSUYrE9",-6.74,"RqeJHtvde5",-1.8,-0.02,0.99,-0.26,0.59,1.47,0.96,"jRekgeMwFs",1.31,-0.36,1.62,-0.18,-1.16,3.96,-0.81,2.38,-2.27,0.01,1.45,-0.4,0.08,0
0.5,3.09,1.09,-2.26,0.34,1.68,"h9ZmbCOIHq",-4.7,0.52,2.24,7.52,0.5,3.63,-2.86,-2.06,-0.09,-0.09,-0.77,0.72,-2.51,2.47,-0.02,-0.1,2.72,-0.91,-1.66,0.91,2.23,4.02,0.88,5.03,1.06,1
1.41,2.95,0.8,0.25,1.07,"4fk7MCMxP0",0.75,4.35,-0.82,-3.15,4.09,-0.97,"aREhAb6iM9",-1.76,-4.44,-0.92,-5.57,-0.12,-0.68,0.7,-1.86,1.75,2.19,-0.42,-1.49,-4.38,0.34,-3.07,-0.27,-1.98,6.25,-0.37,0
0.51,0.08,0.12,1.76,"wvLFXKEAz4",-0.4,-0.78,-1.05,-0.62,-0.29,-0.58,-0.95,0.52,-1.02,1.66,-1.96,3.05,-0.58,-0.2,0.93,1.72,0.3,-1.55,0.01,-2.21,0.14,2.48,-0.94,-0.33,0.45,-7.49,-0.28,0
1.02,0.38,2.01,-0.1,0.99,1.14,"UhHHC7C43y",1.18,0.33,-1.51,-1.04,-0.99,0.54,-1.28,2.27,0.08,0.96,3.27,0.89,-1.76,1.28,0.06,-3.95,0.82,2.24,2.12,-0.06,-1.17,0.42,-0.0,-0.09,-0.3,0
0.62,-0.86,0.39,0.01,-1.48,-0.52,-0.92,-1.17,1.42,2.69,1.13,-0.35,5.41,3.06,1.42,-0.92,0.72,0.73,-1.1,-0.05,4.65,-1.25,-0.17,-0.03,-1.56,-4.26,0.5,-0.06,-0.27,0.47,-11.62,0.01,0
-0.92,-4.37,0.43,-1.64,"et03VmLRqJ",0.63,2.12,7.33,0.53,-3.79,-0.11,-0.82,1.25,1.04,-0.23,-0.65,-3.44,5.61,2.39,4.22,"kFFUoGEvNb",-1.89,1.41,0.49,-2.96,-1.55,1.62,-3.6,-1.35,1.55,-8.0,-0.83,0
-1.04,-2.33,0.34,1.53,0.56,-0.32,-0.09,2.93,-0.02,1.79,4.1,-0.73,3.72,2.88,"jyhAyjoU4i",0.19,-3.55,2.47,0.35,1.29,"DGkhmIrXBk",-0.44,-2.12,1.16,-6.87,1.74,0.56,-0.72,3.39,1.43,-7.73,-0.31,0
-0.07,0.41,-1.45,3.02,1.06,-0.27,-0.21,4.29,-0.12,-2.94,0.47,0.16,-1.51,0.07,-0.87,0.77,0.44,-6.66,0.34,0.8,3.39,-0.17,-1.81,-0.85,-2.22,-0.34,2.09,0.4,-2.34,-0.81,-7.23,-0.03,0
0.66,1.92,-0.83,-1.51,-1.62,0.72,0.09,0.52,0.86,-0.71,-2.44,0.1,1.37,-1.11,6.04,1.72,1.22,3.96,-1.25,-0.74,3.97,0.03,-1.15,-0.35,5.61,-1.19,"oNqRcApB5h",1.55,-2.65,0.46,-1.63,-1.7,0
0.36,0.17,-0.37,-0.29,1.31,0.09,-0.61,"pEy0YQbIMR",0.18,-1.8,-1.23,-0.57,-0.37,-2.84,3.69,0.68,1.1,0.48,-1.33,-0.19,2.47,0.22,-1.48,-0.53,-1.45,-0.13,"7ZXxdoHd5x",2.16,-3.04,1.12,-4.17,-0.31,0
1.92,-0.06,-0.21,0.79,1.32,0.57,-1.5,-6.83,"tsoiIMfdJE",-3.63,"nvPP8JEA65",0.43,2.4,-2.37,-4.05,-0.97,0.62,-1.28,0.26,-1.25,0.25,1.37,4.6,0.25,-3.03,2.36,-0.49,3.98,1.89,-1.98,7.75,"n75KcFQ4bu",0
-0.74,3.63,0.15,0.51,0.55,2.24,0.94,2.49,0.3,-1.27,0.88,0.62,-5.39,-0.28,1.45,0.45,-0.65,-4.13,-1.28,"X8HEJyvvr3",-0.94,0.7,1.23,-1.39,-0.27,3.54,-1.26,-2.77,-2.96,0.23,5.67,2.03,0
-1.14,-2.18,-2.57,0.1,-0.76,1.27,0.48,1.09,1.46,-0.79,2.8,0.77,-0.61,2.08,-0.44,0.12,0.92,0.44,0.92,"RaMP0acKJm",3.88,0.3,-2.68,-0.19,-1.81,-2.22,-0.91,0.43,3.21,2.1,-7.77,-2.65,0
0.98,0.97,-0.92,-0.86,-0.55,0.76,0.1,-5.04,0.2,0.82,1.88,0.02,4.49,-1.59,1.49,0.99,-0.25,-1.39,-0.02,1.12,1.45,0.57,5.41,2.61,0.12,-2.44,-0.97,3.63,2.77,0.43,2.92,0.77,1
0.96,4.35,0.27,-0.61,"17cSRRaSLE",-0.84,-0.67,-7.48,1.3,-1.91,-3.61,-0.17,-2.49,-3.2,1.78,0.87,-1.68,-5.69,-0.28,-4.69,0.56,-0.35,-0.89,-0.7,-6.36,-0.81,0.78,-0.93,-2.39,-0.89,0.33,-2.29,3
-1.01,-1.1,-1.28,5.18,-0.47,-1.04,0.11,-2.56,-0.16,4.08,-0.33,-0.21,0.7,2.75,-1.55,0.8,"udE0hJCuEt",7.58,1.02,0.69,0.46,0.32,-2.63,-0.42,-1.02,-2.52,0.17,3.87,3.82,-1.27,2.65,1.39,1
0.01,2.0,0.76,-1.89,-0.34,-0.83,-0.33,-2.9,-0.94,-1.55,-2.33,-1.01,-1.26,-0.47,0.92,-0.13,-1.64,-3.56,-1.06,2.15,-0.77,1.15,-0.6,1.23,0.03,-1.92,0.65,1.13,1.97,-0.69,-0.43,1.62,0
-0.72,-1.84,-1.18,-3.72,1.06,"tmQ1gyayPk",-0.41,-1.02,1.53,-1.5,0.47,0.57,-2.59,2.07,4.22,1.19,3.0,2.85,-1.61,0.31,1.82,0.55,-0.93,0.88,-2.37,-3.57,0.76,-2.43,-2.68,-0.05,-13.4,0.63,3
0.42,2.66,0.63,0.83,0.72,-0.22,1.56,-3.51,"6SnSZNDY1G",-1.7,-4.71,-1.14,-1.51,0.01,3.85,-0.29,-1.36,-1.77,-0.04,4.7,-4.1,-0.49,-1.24,1.28,-0.41,-0.25,0.33,2.56,1.01,1.95,1.97,2.7,0
0.36,-1.04,-0.8,-0.28,0.73,0.18,1.91,2.27,0.8,0.22,"XrLegxeZ1g",-1.05,1.83,1.19,0.85,-0.54,-1.95,1.44,-1.0,0.55,"wJht4Ruoow",0.6,-2.55,-1.05,1.69,0.33,0.74,2.64,-1.76,-1.75,-1.89,0.02,0
-2.01,0.48,0.88,"3khQ8CV3AH","HjMZYGXQ2x",0.42,1.49,0.04,2.46,0.1,"gCY7d65NpX",0.21,-1.32,-1.45,5.18,-0.03,2.08,0.9,0.01,1.92,-0.54,-0.59,1.19,0.16,-2.91,4.96,-1.83,2.85,-1.84,-0.01,2.59,-1.67,1
1.91,-3.38,0.72,2.47,1.1,1.56,0.09,-0.23,0.03,1.69,-3.88,1.37,2.64,1.36,1.93,-0.36,0.2,-1.08,0.36,-2.01,3.93,0.95,-2.44,-0.3,-2.72,3.0,-0.48,-0.68,0.04,1.1,-9.55,-0.6,0
-0.79,1.94,-0.13,-4.48,0.75,"ogRzeh7EDx",-0.43,-0.32,0.43,-0.45,0.29,-1.07,2.23,-2.4,-0.65,0.42,1.04,3.39,-0.23,-0.51,-0.78,-0.51,-2.71,-0.62,2.85,0.03,0.5,-2.76,-1.73,0.61,-1.09,1.16,0
0.31,1.31,-1.51,-2.32,-0.79,0.58,-1.35,-2.54,"u9OF08XVbO",0.38,1.34,0.01,-2.95,-1.55,0.67,-0.79,-0.0,1.2,-0.63,2.05,1.8,-0.09,-0.78,1.73,-0.62,1.91,-0.55,4.56,-0.31,0.66,"xlea2KSrOV",0.51,0
"1UfEvjXvZo",-0.36,-0.1,-2.01,-0.04,-0.47,-0.45,4.48,-1.87,-0.28,3.21,1.82,1.84,-1.66,-1.77,-0.13,-1.04,-0.17,"AVMyajYpFh",4.11,1.14,-0.17,-1.48,0.76,2.25,4.44,1.25,-0.48,3.18,-0.05,0.35,"5mwWf9buHf",0
-1.6,2.99,-0.06,-2.34,0.1,0.07,0.25,-1.89,-0.79,-0.31,-1.52,0.44,2.49,-0.41,2.34,"4lEteNJjcW",-2.85,0.59,1.64,1.47,-0.68,-1.79,-6.71,0.57,-1.81,-4.02,-0.36,-0.24,-0.56,-0.42,-6.14,-0.48,3
0.48,-0.59,-0.66,-2.07,-0.35,-0.42,0.13,-2.18,"wrYop0R69P",-1.01,1.01,-2.29,1.04,-4.38,-2.15,"4cRdVk4549",1.2,-2.26,1.04,3.81,0.41,0.88,-0.98,-0.9,1.01,-0.13,-0.94,3.09,4.45,-1.72,-1.15,-0.13,0
-1.69,-2.84,-0.33,-1.95,-0.27,-0.53,-0.39,0.03,-0.07,-2.76,0.69,-0.61,0.37,1.98,-5.26,0.93,0.49,3.01,1.66,1.82,-0.9,0.9,-1.78,-0.89,-1.65,-2.09,2.19,-0.41,1.6,-0.44,-4.49,-1.65,0
0.39,-2.15,1.37,4.04,-1.7,0.16,-1.13,"L4pNKlzdRi",0.98,3.68,3.14,-2.0,-1.86,-1.79,-2.51,2.55,0.95,2.54,-0.17,1.92,6.09,-1.29,0.35,1.3,3.66,0.1,0.06,1.43,2.86,-0.56,1.02,0.54,1
0.93,1.96,-1.27,1.07,1.08,0.24,-1.0,3.18,2.81,-1.09,0.03,0.97,1.74,0.01,"IqPZjIFZtD",-0.37,-0.78,"X9g1Mpxzdl",0.82,0.89,2.75,-0.24,-1.82,0.86,3.24,0.47,0.88,0.79,0.76,-0.27,1.58,-0.21,1
"HHMiJsxu6b",1.18,0.18,-0.6,-0.42,0.62,0.93,-2.22,-0.97,-0.72,-1.41,-0.17,-2.11,-1.11,3.31,0.61,0.4,-2.62,-0.52,-3.79,2.95,0.32,-1.83,-0.37,2.35,-1.53,1.72,-0.78,4.27,2.63,-0.12,-0.11,0
-1.4,1.83,0.21,0.97,1.44,-0.15,-0.09,-3.49,-0.82,-0.35,-0.92,0.39,"ZcCErXhM9G",0.45,2.56,1.18,-0.93,-0.08,0.53,"59fwuYECHj",2.61,-0.93,0.34,-0.17,0.38,-0.25,1.18,"vIIhiBOodK",3.0,-0.46,4.89,"Uvd4eW0qBe",0
0.6,2.36,-0.7,0.47,-0.12,-0.6,0.98,3.14,0.65,1.66,0.49,-1.63,0.76,3.46,2.85,0.21,-3.31,2.64,-0.35,1.84,2.15,-1.73,"eLoR2gGhjn",1.51,"aT3FlT6iZX",-1.29,-0.72,1.73,-1.96,1.6,2.21,0.97,1
1.12,-0.43,1.22,-0.17,0.64,"9j1c9lftWk",-0.66,0.02,-0.1,2.57,-3.4,-0.64,3.37,-1.36,2.42,0.78,-3.97,3.09,0.25,-4.51,0.05,0.29,-3.15,0.03,0.61,-3.14,1.38,-0.3,-2.05,0.91,0.7,-0.13,0
-0.8,2.98,-1.77,1.87,0.33,1.19,-0.18,3.1,-0.02,2.42,1.63,0.07,1.24,1.12,-2.63,1.25,3.83,4.53,-1.29,5.75,3.39,1.24,1.7,0.46,3.96,0.86,0.0,-2.54,1.63,-2.44,-1.66,0.51,1
0.1,1.67,2.79,0.71,-0.99,0.26,-1.29,2.12,-0.86,1.69,-2.62,-1.15,-0.12,-3.51,5.73,1.26,1.58,5.31,-0.14,-0.73,3.16,1.86,"9PI8845aAN",-0.35,"UMpJhMZgK6",1.93,-0.7,"meNm7TojiG",-8.12,-0.34,"P23O5aTeqZ",0.99,0
1.25,-2.46,-1.51,4.14,1.14,-0.31,"QuNc1n9Duo",4.99,0.2,1.35,-4.64,1.25,3.19,2.05,"Wz8VE5JFdL",-1.03,-0.99,-1.11,"uXDG7dFOkN",0.42,1.67,"q2hdQorxh2",-4.78,-0.84,1.39,1.02,-1.0,2.97,-4.56,0.05,-7.84,0.76,0
0.86,2.42,-2.06,2.07,-0.95,"59KmBEWWOy",-0.16,-2.04,-2.37,-2.33,-1.14,-1.13,-1.72,-0.94,7.17,-1.65,1.06,3.68,1.56,1.62,4.55,1.46,-3.06,-0.08,-5.09,2.61,1.6,1.66,-2.14,0.75,-4.81,1.29,0
0.26,2.1,0.14,3.59,0.67,-0.51,-0.1,0.64,-0.02,-0.94,3.47,-1.5,3.28,-2.44,-2.57,-0.48,-0.0,-1.87,1.47,0.64,-0.67,0.88,-0.08,-0.46,-2.53,-1.64,0.91,-1.11,2.31,0.1,2.31,-1.08,0
-0.02,-0.85,-1.92,-2.62,0.07,0.84,2.1,0.29,0.47,-2.54,3.86,0.02,1.13,-2.14,-5.07,-2.2,-1.17,3.72,"sZH9XgjTNs",1.97,1.21,0.45,-0.07,-1.02,1.33,-4.53,-1.02,3.59,3.5,1.5,3.96,0.92,0
-1.19,5.08,-0.41,"3YvoNsbFvQ",-0.41,-0.22,-0.9,-6.37,0.1,5.16,-1.71,0.29,0.49,1.25,-1.92,-1.26,-0.82,-3.8,0.84,-5.23,0.47,2.24,-0.72,-0.9,-1.05,0.99,0.74,0.49,0.24,"1UCLjwsKdA",6.64,-2.23,0
-0.27,-1.73,-1.34,1.34,-0.32,-0.24,-0.09,-4.16,0.85,-5.3,-0.9,0.31,1.74,-1.0,-2.44,-0.09,0.88,-1.22,-0.12,-1.4,3.93,-0.12,2.29,-0.89,-3.11,3.63,-0.33,3.31,3.31,-0.54,2.17,0.33,0
-1.63,2.06,-1.3,-3.24,0.48,1.49,0.82,-4.46,0.08,-2.32,-1.99,-1.76,1.03,"opj1tnNWaC",1.04,-0.41,0.57,-1.52,-1.16,1.75,1.14,-0.66,-2.57,1.03,-1.58,-2.37,-1.32,-1.26,1.38,"zXMKrVVvyi",-8.57,-0.49,3
-0.42,1.22,-1.91,3.22,-1.58,-0.3,0.29,0.09,0.79,-3.96,0.67,-0.47,0.27,-1.98,"3WReUGkfIm",-0.35,0.76,1.02,-1.05,-3.58,2.84,1.98,2.45,-2.16,-0.72,3.44,0.68,0.63,-0.2,0.46,8.73,-0.05,0
1.58,0.81,0.5,3.56,-1.5,-1.59,-0.65,4.81,-0.32,"PeRSdcl6ge",-1.34,-0.85,-1.65,-0.71,-0.56,0.81,1.21,-1.16,-0.8,-1.25,0.92,-0.8,-1.45,-1.76,-0.14,-4.76,-0.58,-5.45,-1.27,2.07,-5.59,0.54,3
-0.25,0.65,0.35,0.27,0.13,-1.07,0.27,-9.8,0.34,"MryO3N4quV",-0.49,-0.47,0.26,5.49,3.41,-0.17,5.42,6.45,0.56,-2.37,-3.67,1.29,1.99,2.28,-0.71,-2.79,1.0,-1.44,2.65,1.04,0.04,"scznNd63Cd",0
-0.93,2.95,-0.87,2.18,-2.63,-0.43,0.27,-4.27,0.28,1.17,2.15,-0.42,"YMBiQVowly",-1.71,2.13,-0.51,1.35,4.65,0.85,-4.06,-2.81,0.73,0.83,-1.22,-0.37,"dMFCM6yE8I",-1.58,0.13,0.63,-0.77,11.73,1.77,0
0.18,0.72,1.28,4.12,"wXZEWFYUaL",0.32,-0.02,-6.76,0.07,-1.42,-1.22,0.09,-1.68,-2.16,-0.75,-0.27,4.84,0.25,-0.51,-1.2,-2.77,0.98,4.03,0.82,-0.73,3.01,1.23,4.1,0.66,0.76,9.95,-0.0,1
-2.7,1.08,1.23,2.27,0.99,-0.33,-0.6,-5.75,-1.41,-3.57,-0.8,-0.27,1.43,2.14,-4.24,-1.02,-1.91,1.43,2.2,"FEvuFNcsba",1.48,0.7,3.09,-0.88,-2.8,0.54,-1.39,1.17,"cvuuKRbNa1",-0.74,10.75,-0.31,0
-1.29,-0.41,0.88,-0.02,-0.13,-1.27,-0.91,-2.05,0.29,-1.04,0.91,0.38,2.74,-0.92,-1.66,-0.08,-0.55,0.16,-1.31,-0.93,2.98,-1.68,"4NR2VrFiCK",-0.17,-1.43,1.96,0.46,2.19,2.28,-0.31,1.16,-1.04,0
0.13,"IpolThxJdb",0.44,1.58,-0.23,1.51,1.11,-6.67,0.27,"AAAyP4vG7M",0.88,0.82,-3.62,-0.46,0.85,0.4,3.95,-4.97,2.21,"MTyfjRpeFS",-0.77,-0.96,"vKUCEzs9yQ",-1.19,-2.07,-0.33,-0.05,-0.72,1.1,2.03,4.03,0.07,0
