"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
"MgQR0tw8Ub",0.09,0.28,-0.43,1.12,-0.56,0.82,1.83,-2.23,-0.18,0.31,-4.79,-0.92,0.11,"3RnPJkuIPY",0.31,-1.76,1.24,-3.59,0.79,-1.54,0.45,-1.79,-0.95,0.14,"k690whGFD4",2.03,-2.33,0.22,2.51,0.56,3.39,7
0.11,2.89,0.95,-0.57,-3.07,0.55,-2.7,-4.57,-2.67,2.35,0.4,-1.14,-0.24,-3.18,1.78,-0.15,-3.47,1.69,"O8eCCpz3MO",-0.71,-0.52,-2.91,0.6,"lEA89Fc51J",-1.83,"AzEMpPagEj",0.31,1.18,1.2,1.09,-0.94,-2.39,2
1.27,0.3,-1.28,-0.23,"uhD8N8gxeT",1.27,-0.17,1.28,-0.58,-0.7,1.09,-8.77,-1.89,2.9,2.89,2.02,2.59,0.07,2.44,0.75,-1.55,1.43,0.29,0.26,2.77,"zydmY0qmXG",-0.41,-2.71,1.36,-0.68,-0.11,-1.18,2
1.3,0.24,1.15,0.6,-1.41,-1.41,"cbkC1BSUSj",0.12,-0.96,-1.36,-0.73,2.36,"bHmRxn4FqB","GGUM7HZFKd",-1.86,-3.03,0.12,"LsDYxay11W",3.38,1.07,1.53,-4.62,-0.13,0.85,-2.47,0.64,-1.09,-1.51,-0.1,-1.59,0.83,0.04,13
"qC9ALvPoDw",-1.43,0.18,-0.31,-3.27,-1.01,-0.71,-4.78,1.6,2.4,"4cPPFEY1Ki",6.62,-0.77,-3.62,-1.31,-4.95,0.29,-2.14,-1.24,-0.07,-3.0,-1.06,-0.87,0.65,-8.67,3.43,1.24,-1.76,-1.71,-0.28,-0.85,-0.78,13
0.91,-0.65,0.55,-0.33,-5.37,0.1,2.23,3.07,-0.59,-4.47,1.54,-1.26,0.83,3.55,-0.42,3.13,0.83,-0.75,2.87,0.7,-0.16,0.31,-0.78,-0.49,-0.39,4.15,1.11,1.44,0.03,1.69,0.54,-0.95,6
-1.39,-2.68,0.77,0.5,"c2uNEQAIkq",1.17,0.11,"Dewyumr1FU",-1.32,2.03,-1.33,-8.25,-1.01,-2.02,5.2,0.31,-1.17,-3.44,-1.86,1.93,-0.33,-1.08,0.08,0.38,2.24,-1.24,-1.11,0.0,1.37,2.28,0.68,-1.41,11
-0.94,-2.17,0.96,-2.7,8.05,0.1,0.1,3.86,1.44,-2.62,0.2,-1.56,-1.79,-3.47,-0.54,2.61,3.16,4.1,3.99,0.02,0.85,"pGCty19IfJ",-1.44,-0.04,2.44,0.9,-0.91,-0.2,0.34,1.63,-0.21,1.0,10
-1.25,2.86,-1.86,"mGl8kGM2Gm",-11.74,-0.4,0.02,0.98,-3.02,0.24,-1.96,-5.01,-1.54,-5.26,1.13,-1.61,-6.03,-2.8,4.43,-0.03,-0.11,4.82,0.05,-0.17,0.38,2.16,1.0,-1.27,-0.92,"xQOkPto4WE",-0.69,5.57,12
-0.57,-1.79,1.46,-1.02,0.49,1.68,-0.26,1.59,-0.5,"x7uceblsbl",0.94,1.17,-0.27,-0.89,0.16,-1.42,2.11,-2.26,2.14,-1.82,0.35,-3.38,1.13,1.93,0.43,2.19,0.9,-1.23,-1.04,1.39,0.76,1.28,10
0.23,1.01,0.1,0.42,-2.51,1.13,-1.59,-4.31,-1.84,-5.12,-0.42,6.13,-0.3,-2.07,1.11,-2.13,-2.72,-1.65,1.57,-1.36,2.1,-0.86,0.92,-0.37,1.05,1.18,-0.27,0.32,-0.56,-0.74,"otKK2EbXTS",0.37,7
-0.23,-0.04,2.26,-0.9,4.13,0.18,-1.36,-1.82,6.97,-1.53,0.65,0.83,1.05,0.04,0.01,3.17,-5.41,2.57,-0.79,-1.13,-0.35,2.49,1.24,0.03,1.18,-0.98,-0.67,-1.03,0.43,5.09,0.51,0.72,2
-0.55,-0.13,-0.38,-1.44,1.08,1.24,-1.11,4.14,-0.69,0.36,-1.2,-7.58,0.16,2.29,-2.25,-1.15,-1.73,2.74,0.53,0.54,-0.58,2.33,-1.2,0.37,6.41,-2.18,-0.16,-3.04,-2.78,0.75,0.48,1.13,8
-0.42,-3.32,-1.87,0.59,1.87,"rVHMsE21wf",0.39,1.18,"E7moSUYrE9",-0.34,"RqeJHtvde5",6.41,-0.67,1.2,-3.49,2.34,3.68,1.59,"jRekgeMwFs",0.36,-0.35,-0.02,-0.99,1.22,0.36,-1.05,0.68,2.41,1.15,-5.37,0.7,0.97,2
0.23,1.87,0.08,0.53,2.41,0.82,"h9ZmbCOIHq",1.8,-0.49,-3.57,0.7,1.9,-0.54,0.48,0.32,-0.06,0.36,0.13,1.7,0.05,-0.5,-1.65,-1.46,0.58,1.11,-1.07,-0.21,1.6,-0.7,-6.03,-0.85,-0.41,5
-1.58,-1.09,-2.73,1.19,-8.44,"4fk7MCMxP0",-2.14,0.92,0.9,-1.3,-0.97,-0.8,"aREhAb6iM9",1.86,-1.15,-0.42,-3.21,-3.74,2.08,0.65,0.16,0.92,1.78,0.35,-4.25,0.63,-0.7,-2.52,0.13,0.99,-0.47,0.75,8
-0.63,1.0,-2.11,0.77,"wvLFXKEAz4",0.14,-0.93,-0.84,2.98,0.62,1.09,4.38,-0.54,-1.56,1.48,2.81,0.31,5.48,-2.09,-0.6,-1.24,-2.73,-0.88,1.77,-0.63,0.89,1.41,3.47,0.32,-4.04,-1.63,0.91,3
-0.97,0.79,-2.37,0.5,-0.73,0.87,"UhHHC7C43y",3.18,1.32,4.89,1.2,-10.47,-0.51,1.0,0.15,0.86,2.13,0.49,-1.64,0.33,-0.23,4.64,1.68,-0.83,1.69,-2.49,0.31,-3.01,0.36,-1.36,-0.79,-1.86,12
0.43,5.2,-0.19,-0.44,-2.62,0.11,0.91,1.53,-1.0,2.13,-0.83,-5.47,0.39,-2.34,-0.38,-1.81,2.96,1.02,1.98,1.14,1.34,0.54,-2.09,0.34,1.78,1.42,-0.31,-2.12,-1.11,4.3,-0.25,3.19,13
0.49,4.69,1.2,-0.73,"et03VmLRqJ",0.09,0.47,-0.87,3.85,-3.99,-0.47,0.12,-0.9,-1.44,-1.71,3.32,-0.54,-4.32,1.3,0.25,"kFFUoGEvNb",2.27,0.74,-0.7,-0.21,-5.66,0.46,-1.7,-0.47,0.78,-0.84,-6.27,15
-0.64,-0.13,0.2,-0.42,-9.56,-0.17,-0.35,-1.63,-2.43,0.66,0.48,-4.43,-0.29,1.63,"jyhAyjoU4i",1.46,1.11,-1.65,1.73,1.84,"DGkhmIrXBk",-0.24,-0.53,0.2,-0.54,3.21,-1.94,0.35,-0.04,-1.67,1.45,-2.42,2
-0.42,-3.4,0.19,0.22,-4.01,-0.08,0.2,0.09,-0.34,2.67,-0.8,0.85,-0.35,-0.19,-2.89,-4.09,-1.75,-2.22,-0.97,1.29,-0.46,-1.31,-0.86,0.99,0.08,3.53,0.04,-0.01,2.24,-1.73,0.19,-0.76,3
0.33,-3.48,0.99,-0.43,-6.16,0.56,-0.44,-1.53,-3.22,-3.3,0.3,-2.04,0.12,-0.12,-0.35,-1.71,-7.3,3.11,4.17,0.89,1.26,0.72,-0.06,-0.71,4.25,1.81,"oNqRcApB5h",-3.57,0.34,-1.99,0.28,3.1,12
-2.23,1.68,0.7,-1.56,7.59,-0.46,1.37,"pEy0YQbIMR",2.12,0.7,3.09,9.08,-0.3,-1.68,-3.82,4.53,-1.06,4.93,-4.14,-1.12,1.99,-3.01,-0.11,0.87,-3.63,-2.13,"7ZXxdoHd5x",1.89,0.03,-2.29,1.49,-1.35,0
-1.85,-4.8,0.63,-2.5,7.07,-0.38,0.39,-0.45,"tsoiIMfdJE",-4.25,"nvPP8JEA65",8.73,-0.25,0.62,0.66,-5.24,2.23,-1.13,-0.53,-0.28,0.95,-1.92,0.08,0.35,-0.18,0.67,-0.89,-2.43,-1.68,-0.67,-1.66,"n75KcFQ4bu",0
0.98,-3.51,0.13,0.83,8.37,-1.28,1.04,1.43,2.51,1.29,-0.17,-2.2,0.57,-2.77,-1.4,-1.38,1.88,3.03,0.28,"X8HEJyvvr3",-0.04,1.74,0.13,-0.19,-0.29,-2.41,-0.63,-1.91,1.99,-2.04,0.08,-3.55,3
1.17,-1.21,0.74,-1.22,7.18,-0.95,-1.5,2.75,5.23,0.09,2.39,0.5,0.25,1.85,-1.94,-2.76,-1.21,1.19,-3.68,"RaMP0acKJm",-0.73,3.21,-0.04,1.74,-3.47,0.26,-0.68,1.63,-0.02,0.49,-0.22,-3.96,3
-1.68,0.93,-1.07,2.51,-2.67,-1.44,0.47,5.91,-3.59,4.59,0.18,-9.17,1.16,2.3,-4.06,4.39,3.25,6.12,0.92,-1.43,1.03,-2.28,-0.66,-0.64,-1.57,-2.38,1.26,-5.63,1.44,-3.18,0.49,2.19,2
1.07,1.32,0.73,-0.67,"17cSRRaSLE",-1.39,1.37,1.16,3.53,1.23,-0.1,-2.36,0.61,-2.64,-1.73,2.7,2.17,-2.01,-0.16,-1.72,0.68,1.17,-1.97,0.44,-4.14,3.02,0.21,-1.04,0.57,1.5,-0.08,-3.74,12
0.41,-0.66,-0.95,-0.26,-3.87,-0.29,-0.01,2.27,2.37,-3.64,-0.1,-1.65,-0.77,0.15,0.4,0.56,"udE0hJCuEt",-2.51,3.75,-2.02,0.14,-2.03,-1.21,0.47,-2.3,2.31,0.69,-5.22,-0.72,1.75,0.49,3.2,15
0.99,4.62,0.78,1.89,-9.77,-0.32,-0.69,-1.58,3.84,3.11,0.39,-1.4,1.6,2.5,-0.38,0.92,2.92,-5.86,-0.09,-0.51,-0.44,3.13,1.1,1.4,1.62,1.62,0.93,-0.45,0.63,0.75,-1.15,0.35,1
-1.63,-0.63,-0.12,-0.57,1.81,"tmQ1gyayPk",-1.79,1.64,-2.56,-3.73,-1.35,3.09,0.25,0.39,-4.28,-2.47,-0.99,0.27,0.56,-0.24,0.21,-5.37,1.32,0.33,3.46,0.85,0.4,0.21,-0.42,1.5,-3.48,-1.34,10
0.35,0.16,0.48,0.29,-3.52,1.94,-0.68,1.14,"6SnSZNDY1G",3.14,1.22,-7.2,0.48,-3.95,-0.02,1.31,2.57,-1.97,1.65,1.34,-0.72,-4.19,-1.04,-0.92,1.01,0.59,-0.55,-4.31,0.97,1.44,0.93,-0.83,6
-0.16,-0.49,-0.67,0.5,16.35,0.64,0.52,1.47,3.91,-0.95,"XrLegxeZ1g",12.58,-1.31,-1.23,-2.17,-2.15,-0.98,4.23,-3.33,-2.59,"wJht4Ruoow",-2.96,0.22,0.89,-2.94,0.34,0.55,6.76,-1.51,-3.6,0.82,1.95,10
1.79,-5.55,-0.2,"3khQ8CV3AH","HjMZYGXQ2x",-2.11,-1.05,0.91,1.76,2.49,"gCY7d65NpX",2.22,-0.75,0.62,-1.2,-4.15,0.32,4.41,-1.03,1.0,0.09,0.93,0.69,-1.58,-4.79,2.83,0.1,2.9,0.91,-1.73,-0.08,-2.16,3
0.81,3.89,-0.32,0.03,-6.22,-0.46,-0.81,-1.4,1.57,4.36,-0.78,-5.83,0.27,0.82,3.19,2.63,-2.31,0.02,1.22,-1.16,0.64,1.81,-0.67,0.77,0.78,-0.19,0.85,2.36,0.76,-1.3,1.71,0.45,4
1.23,-1.16,-0.35,-0.07,-12.37,"ogRzeh7EDx",0.5,1.06,-7.43,-0.46,1.39,-9.87,-0.55,1.09,1.94,-3.73,-2.25,-1.26,8.49,0.7,-0.05,0.59,1.43,1.78,-2.86,-3.21,1.21,-3.42,-1.91,-1.14,-0.47,-0.53,6
-0.52,1.11,1.84,1.09,-11.08,-0.08,-1.05,1.88,"u9OF08XVbO",1.56,0.53,-4.75,1.03,0.92,-1.05,3.42,1.47,-1.83,4.81,0.31,0.53,0.02,0.0,2.44,-1.6,4.23,2.31,0.65,1.16,3.26,"xlea2KSrOV",0.26,6
"1UfEvjXvZo",-1.92,-0.86,-0.15,-1.51,0.05,-0.76,-0.39,1.5,-3.38,-0.52,2.06,0.86,0.79,-1.54,-1.86,-0.72,1.6,"AVMyajYpFh",-2.02,-0.88,0.96,1.43,-0.34,-3.43,2.46,-1.09,-1.22,1.54,1.11,-0.38,"5mwWf9buHf",13
-1.11,-0.43,-0.44,0.68,2.23,2.07,0.95,-3.48,2.03,2.07,-0.57,3.5,-0.69,2.78,-0.95,"4lEteNJjcW",3.02,0.72,-3.48,2.14,0.7,0.64,-1.81,0.75,0.22,1.73,1.54,0.85,-0.71,1.21,1.4,-2.61,4
1.72,0.74,-0.1,-0.94,10.47,-0.37,-0.09,1.18,"wrYop0R69P",-4.51,0.52,2.89,0.07,-4.92,4.12,"4cRdVk4549",-1.84,1.7,0.62,1.12,-0.8,1.18,0.08,1.5,-1.2,2.81,0.83,6.2,-0.44,-0.66,0.01,-1.16,7
1.49,0.0,-1.66,0.13,0.87,-0.03,-1.06,0.07,1.67,-0.93,0.5,0.41,0.74,-0.16,5.14,1.14,-4.5,-0.83,-2.26,0.03,-0.36,-3.48,0.33,0.24,-4.75,3.96,0.09,5.29,0.32,-0.95,0.48,-1.14,0
0.04,-2.09,-0.8,1.68,7.35,1.04,-0.12,"L4pNKlzdRi",2.47,2.13,-1.82,4.25,0.81,2.81,0.41,-2.24,0.06,-0.02,-2.74,0.55,-0.28,1.92,1.12,-0.76,-3.14,-2.78,-0.1,5.47,0.32,0.47,-0.92,-3.41,9
-1.77,-0.77,0.9,0.04,2.96,0.75,1.51,3.66,1.34,-0.71,0.31,-5.0,0.01,2.68,"IqPZjIFZtD",1.9,5.19,"X9g1Mpxzdl",2.61,-1.23,-1.28,0.62,-0.17,-1.14,5.22,-2.27,-0.5,-2.45,0.57,3.75,0.22,-1.07,1
"HHMiJsxu6b",0.14,-0.53,0.71,6.51,-2.09,0.83,-1.39,0.28,-2.27,-0.75,6.01,-0.53,-1.75,0.61,-0.77,0.87,1.87,0.64,0.61,-0.11,-3.14,0.46,0.16,-1.07,-0.27,-0.2,1.86,2.81,-1.35,-1.24,0.6,7
-1.32,1.68,-0.16,0.59,-1.6,-0.7,-0.74,0.88,1.27,1.76,-0.61,-3.92,"ZcCErXhM9G",-0.65,-1.94,-0.16,-1.4,3.14,1.89,"59fwuYECHj",0.52,-1.61,-2.04,-0.14,-0.45,1.01,0.15,"vIIhiBOodK",-0.54,-0.34,-0.5,"Uvd4eW0qBe",8
0.49,0.41,-0.08,0.27,7.52,0.63,-1.37,-0.15,3.38,-2.91,0.5,9.04,0.1,-2.29,-1.74,-2.94,-0.95,-0.45,-0.91,0.45,1.23,-0.68,"eLoR2gGhjn",-0.38,"aT3FlT6iZX",2.55,1.84,5.34,-0.44,-1.02,-1.48,-1.11,7
0.27,-3.07,1.49,0.86,-7.05,"9j1c9lftWk",0.56,-0.49,1.34,3.57,1.41,-1.44,0.34,1.72,-0.71,0.03,1.44,-3.46,1.04,-0.66,0.19,0.66,0.94,0.52,-1.6,3.91,-0.74,2.49,0.02,1.32,-0.67,-3.15,9
0.27,2.2,-0.5,0.09,8.46,-0.08,-0.75,7.39,4.41,1.15,0.5,-8.82,-1.27,-2.82,-0.01,-3.85,-4.82,4.75,0.6,0.04,-0.61,-3.78,-0.63,-0.56,0.45,0.81,-0.47,-1.07,-1.19,-2.67,-0.37,1.68,8
-1.59,2.46,0.57,-0.37,4.34,-0.53,1.38,1.74,2.13,-0.83,-1.19,0.45,0.2,-0.12,-3.44,0.7,-0.61,1.64,-1.67,1.11,-0.82,-3.9,"9PI8845aAN",0.83,"UMpJhMZgK6",-2.35,0.02,"meNm7TojiG",0.81,-0.57,"P23O5aTeqZ",0.08,14
0.84,-3.24,-0.98,-1.36,-2.09,0.14,"QuNc1n9Duo",2.95,0.56,-1.52,0.81,4.06,0.54,1.78,"Wz8VE5JFdL",2.8,0.72,1.22,"uXDG7dFOkN",-0.03,-0.72,"q2hdQorxh2",0.64,0.71,-2.76,5.01,0.27,2.08,-1.11,0.14,-1.86,1.66,12
0.72,1.19,-0.8,-1.94,-0.23,"59KmBEWWOy",0.49,2.79,1.12,0.58,0.15,0.91,-0.11,-0.11,-2.73,-0.48,0.41,0.73,3.17,0.08,0.32,-2.85,0.99,0.61,-2.58,-0.47,1.69,-1.18,0.03,-0.65,0.97,3.47,0
1.06,1.24,-0.41,-0.25,-3.36,0.93,-0.44,-0.93,2.07,0.23,0.08,1.07,0.66,2.03,-4.28,1.57,4.5,0.02,-0.43,0.83,0.52,-6.83,1.44,0.06,-2.01,2.81,-1.09,-3.71,0.87,2.86,1.05,-3.17,4
2.0,-1.48,1.36,-0.15,-11.32,0.32,1.43,0.89,-3.05,3.25,0.51,-9.16,0.02,-0.17,-0.69,0.83,-4.43,0.86,"sZH9XgjTNs",0.68,0.14,1.93,-3.13,-0.42,-2.54,1.17,-0.29,-3.17,0.22,-1.15,0.68,-1.45,6
1.26,-0.03,0.71,"3YvoNsbFvQ",-6.73,-0.95,1.29,-0.69,-1.19,2.61,-0.78,-4.6,-1.01,-0.75,-1.49,-2.71,4.04,0.65,4.99,-2.37,0.64,1.77,0.9,0.12,-1.17,2.17,-0.6,-0.39,-1.88,"1UCLjwsKdA",-1.23,-4.42,5
0.99,-1.01,-0.31,0.31,2.33,-0.69,-0.12,2.47,3.76,-0.34,-0.65,-5.07,-0.35,-1.36,3.18,1.57,-3.1,-1.93,-2.54,-0.41,0.41,-0.4,-1.04,-1.01,0.77,0.49,0.65,-1.71,-1.29,-1.77,0.97,-0.12,0
-1.33,1.19,0.0,-1.6,-2.26,0.62,-0.27,-0.06,-0.32,1.96,-0.62,-3.94,0.21,"opj1tnNWaC",1.6,-0.97,0.36,0.32,0.45,0.31,0.44,-0.26,0.69,-0.18,-0.7,3.05,1.41,-0.97,-0.27,"zXMKrVVvyi",0.24,-0.2,12
-0.46,-1.42,-0.19,-1.73,-10.72,0.46,-0.95,-1.1,-3.78,0.53,-0.47,-1.12,0.27,4.49,"3WReUGkfIm",2.55,0.6,-1.01,2.34,-0.77,-0.04,-2.11,1.62,1.1,0.84,1.67,0.81,-1.15,-0.77,-0.94,0.54,1.15,2
-0.84,-2.17,0.07,-0.33,-7.66,-1.33,-0.54,-1.39,-4.33,"PeRSdcl6ge",0.56,-1.41,0.48,-0.76,0.8,-1.55,0.08,-3.34,-0.33,-0.25,-2.27,0.5,1.58,0.28,0.23,3.0,-0.08,-1.03,-1.83,1.17,0.97,-0.33,11
0.21,4.18,1.19,2.5,-6.01,0.68,-0.04,-4.43,-2.61,"MryO3N4quV",0.18,8.94,-0.95,0.39,-2.94,-5.42,-4.66,-0.82,-1.36,0.3,-0.7,-2.36,-0.82,-1.57,-1.09,2.89,0.53,2.38,0.29,0.93,-0.26,"scznNd63Cd",2
1.54,2.27,0.43,-0.92,1.37,1.6,0.73,2.29,-2.47,0.0,-0.48,-7.53,"YMBiQVowly",-2.73,-0.24,2.79,3.23,2.26,-1.24,-0.68,0.53,0.08,-0.03,-0.51,1.62,"dMFCM6yE8I",2.15,-3.32,-0.45,-1.47,0.54,-4.32,1
0.41,3.7,1.09,0.31,"wXZEWFYUaL",-1.16,0.93,1.27,-2.33,-2.47,-0.61,0.33,0.29,-3.04,-0.59,0.16,1.82,2.58,0.15,0.15,0.68,-0.58,0.44,-0.46,-0.81,2.99,-0.93,0.6,0.41,-1.32,-1.9,-0.57,5
0.66,1.54,-0.43,0.64,6.16,0.37,-0.41,-0.28,1.76,-1.67,0.02,11.67,0.21,-2.9,-8.0,1.73,-1.09,3.03,-0.81,"FEvuFNcsba",-1.8,-1.24,-0.13,-0.18,-1.66,-1.62,-1.19,2.49,"cvuuKRbNa1",-2.11,-2.31,-1.48,0
-1.04,3.19,1.87,-0.38,-6.23,0.0,1.01,0.9,0.46,2.6,1.03,-6.63,-0.83,-1.11,2.27,-1.28,2.51,-3.26,-1.96,0.82,0.04,0.97,"4NR2VrFiCK",0.74,0.58,2.93,1.11,-4.15,-0.62,-2.65,-0.19,1.42,13
1.55,"IpolThxJdb",-1.53,-1.49,-0.86,-2.02,1.36,1.34,-1.07,"AAAyP4vG7M",-1.2,-1.69,-1.17,-0.01,1.14,-2.99,2.35,0.42,0.56,"MTyfjRpeFS",1.45,1.86,"vKUCEzs9yQ",-0.73,-0.29,3.09,0.83,0.17,1.35,4.79,-0.62,3.48,5
