"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity","target"
"MgQR0tw8Ub",37.84,52,2436,541.0,1015,478,1.725,"NEAR BAY",113900
-122.27,37.84,52,1688,337.0,853,325,2.1806,"NEAR BAY",99700
-122.27,37.84,52,2224,437.0,"zwlK76weXz",422,2.6,"NEAR BAY",132600
-122.28,37.85,"PDdDOacBpu",535,123.0,317,119,2.4038,"NEAR BAY",107500
"qC9ALvPoDw",37.85,49,1130,244.0,607,239,2.4597,"NEAR BAY",93800
-122.28,37.85,52,1898,421.0,1102,397,1.808,"NEAR BAY",105500
-122.28,37.84,50,2082,492.0,1131,473,1.6424,"NEAR BAY",108900
-122.28,37.84,52,729,"yoPuaqyq8i",395,155,1.6875,"NEAR BAY",132000
-122.28,37.84,49,1916,447.0,863,378,1.9274,"NEAR BAY",122300
-122.28,37.84,52,2153,481.0,1168,441,1.9615,"NEAR BAY",115200
-122.27,37.84,48,1922,409.0,1026,335,1.7969,"NEAR BAY",110400
-122.27,37.83,49,1655,366.0,754,329,1.375,"NEAR BAY",104900
-122.27,37.83,51,2665,574.0,1258,536,2.7303,"NEAR BAY",109700
-122.27,37.83,49,1215,282.0,570,264,1.4861,"NEAR BAY",97200
-122.27,37.83,48,1798,432.0,987,374,1.0972,"NEAR BAY",104500
-122.28,37.83,52,1511,390.0,901,403,1.4103,"NEAR BAY",103900
-122.26,37.83,52,1470,330.0,689,309,3.48,"NEAR BAY",191400
-122.26,37.83,52,2432,715.0,1377,696,2.5898,"NEAR BAY",176000
-122.26,37.83,52,"d0GHcPNDBp",419.0,946,395,2.0978,"NEAR BAY",155400
-122.26,37.83,51,936,311.0,517,249,1.2852,"NEAR BAY",150000
-122.26,37.84,49,713,202.0,462,189,1.025,"NEAR BAY",118800
-122.26,37.84,52,950,202.0,467,198,3.9643,"NEAR BAY",188800
-122.26,37.83,52,1443,311.0,660,"uSSYJ7aqyt",3.0125,"NEAR BAY",184400
-122.26,37.83,52,1656,420.0,718,382,2.6768,"NEAR BAY",182300
-122.26,"URPIwMUTlK",50,1125,322.0,616,304,2.026,"NEAR BAY",142500
-122.27,"S3o1HtHQk3",43,1007,312.0,558,253,1.7348,"NEAR BAY",137500
-122.26,37.82,40,624,195.0,423,160,0.9506,"NEAR BAY",187500
-122.27,37.82,40,946,"xrpravJLrB",700,352,1.775,"NEAR BAY",112500
-122.27,37.82,21,896,"DhkhgTW6W4",735,438,0.9218,"NEAR BAY",171900
-122.27,37.82,43,1868,456.0,1061,407,1.5045,"NEAR BAY",93800
-122.27,37.82,41,"MnFO0Fw4fE",853.0,1959,720,1.1108,"NEAR BAY",97500
-122.27,37.82,52,1630,456.0,1162,400,1.2475,"NEAR BAY",104200
-122.28,37.82,52,1170,235.0,701,233,1.6098,"NEAR BAY",87500
-122.28,37.82,52,945,243.0,576,220,1.4113,"NEAR BAY",83100
-122.28,37.82,52,1238,288.0,622,259,1.5057,"NEAR BAY",87500
-122.28,37.82,52,1489,335.0,"uKq5nJKtZS",244,0.8172,"NEAR BAY",85300
-122.28,37.82,52,1387,341.0,1074,304,1.2171,"NEAR BAY",80300
-122.29,37.82,2,158,43.0,94,57,2.5625,"NEAR BAY",60000
"1UfEvjXvZo",37.83,52,1121,211.0,554,187,3.3929,"NEAR BAY",75700
-122.29,37.82,"mHfLq0mY8h",135,29.0,86,23,6.1183,"NEAR BAY",75000
-122.29,37.81,50,760,190.0,377,122,"u6khJ8nk6z","NEAR BAY",86100
-122.3,37.81,52,1224,237.0,521,159,"6yJkE7WRsf","NEAR BAY",76100
-122.3,37.81,48,828,182.0,392,133,2.5938,"NEAR BAY",73500
-122.3,37.81,52,1010,"OHDqJqzAfb",604,187,1.1667,"NEAR BAY",78400
"HHMiJsxu6b",37.81,48,1455,354.0,788,332,0.8056,"NEAR BAY",84400
-122.29,37.8,"NTBzafyBPD",1027,244.0,492,147,2.6094,"NEAR BAY",81300
-122.3,37.81,52,572,109.0,274,82,1.8516,"NEAR BAY",85000
-122.29,37.81,46,2801,644.0,1823,611,0.9802,"NEAR BAY",129200
-122.29,37.81,26,768,152.0,392,127,1.7719,"NEAR BAY",82500
-122.29,37.81,46,935,"DeJdY1KhoP",582,277,0.7286,"NEAR BAY",95200
-122.29,37.81,49,844,204.0,560,152,1.75,"NEAR BAY",75000
-122.29,37.81,46,12,4.0,18,7,0.4999,"NEAR BAY",67500
-122.29,37.81,20,835,161.0,290,133,2.483,"NEAR BAY",137500
-122.28,37.81,17,1237,462.0,762,439,0.9241,"NEAR BAY",177500
-122.28,37.81,36,2914,562.0,1236,509,2.4464,"NEAR BAY",102100
-122.28,37.81,19,1207,"gWStZWtYIV",721,207,1.1111,"NEAR BAY",108300
-122.29,37.81,23,1745,374.0,1054,325,"SYKsm6Ano5","NEAR BAY",112500
-122.28,37.8,38,684,176.0,344,155,2.0114,"NEAR BAY",131300
-122.28,37.81,17,924,289.0,609,289,1.5,"UrPXsiFmjU",162500
-122.27,37.81,52,210,56.0,183,56,1.1667,"NEAR BAY",112500
-122.28,37.81,52,340,97.0,200,87,1.5208,"NEAR BAY",112500
-122.28,37.81,52,386,164.0,346,155,0.8075,"NEAR BAY",137500
-122.28,37.81,35,948,184.0,467,169,1.8088,"NEAR BAY",118800
-122.28,37.81,52,773,143.0,377,115,2.4083,"NEAR BAY",98200
-122.27,37.81,40,880,451.0,"2r5UwKu66s",380,0.977,"NEAR BAY",118800
-122.27,37.81,10,875,348.0,546,330,0.76,"NEAR BAY",162500
-122.27,37.8,10,105,42.0,125,39,0.9722,"NEAR BAY",137500
-122.27,37.8,52,249,78.0,396,85,1.2434,"NEAR BAY",500001
-122.27,37.8,16,994,392.0,800,362,"7AyTlCLQhP","NEAR BAY",162500
-122.28,"XfSnjY4clP",52,215,87.0,904,88,0.8668,"NEAR BAY",137500
-122.28,"mwNWuYm1S3",52,96,31.0,191,34,0.75,"NEAR BAY",162500
-122.27,37.79,27,1055,347.0,718,302,2.6354,"NEAR BAY",187500
-122.27,37.8,39,1715,623.0,1327,467,1.8477,"NEAR BAY",179200
-122.26,37.8,36,5329,2477.0,3469,2323,2.0096,"NEAR BAY",130000
-122.26,37.82,31,4596,1331.0,2048,1180,2.8345,"NEAR BAY",183800
-122.26,37.81,29,335,107.0,202,91,2.0062,"NEAR BAY",125000
-122.26,37.82,22,3682,1270.0,2024,1250,1.2185,"NEAR BAY",170000
"4iHxKpHJlE",37.82,37,3633,1085.0,1838,980,2.6104,"NEAR BAY",193100
-122.25,37.81,29,4656,1414.0,2304,1250,2.4912,"NEAR BAY",257800
-122.25,37.81,28,5806,1603.0,2563,1497,3.2177,"NEAR BAY",273400
-122.25,37.81,39,854,242.0,389,228,3.125,"NEAR BAY",237500
-122.25,37.81,52,2155,701.0,895,"cFtZGp6700",2.5795,"NEAR BAY",350000
-122.26,37.81,34,5871,1914.0,2689,1789,2.8406,"NEAR BAY",335700
-122.24,37.82,52,1509,225.0,674,244,4.9306,"NEAR BAY",313400
-122.24,"ys6VOsYH76",52,2026,482.0,709,456,3.2727,"NEAR BAY",268500
-122.25,37.81,52,"pnj3jAXyCB",460.0,686,422,3.1691,"NEAR BAY",259400
-122.24,37.82,52,3481,751.0,1444,718,3.9,"NEAR BAY",275700
-122.25,37.82,28,3337,855.0,1520,802,3.9063,"NEAR BAY",225000
-122.25,37.82,52,1424,289.0,550,253,5.0917,"NEAR BAY",262500
-122.25,37.82,32,3809,1098.0,"Fo4nSC6c1K",1022,2.6429,"NEAR BAY",218500
-122.25,37.82,26,3959,1196.0,1749,1217,3.0233,"NEAR BAY",255000
-122.25,37.83,52,2376,559.0,939,519,3.1484,"NEAR BAY",224100
-122.25,"do7erWRj5x",35,1613,428.0,675,422,3.4722,"NEAR BAY",243100
-122.25,37.83,52,"2jHXJ0qlqT",287.0,534,291,3.1429,"NEAR BAY",231600
-122.25,37.83,28,"P8gYUmVdq1",1750.0,2558,1661,"GwPAnDkKmu","NEAR BAY",218500
-122.25,37.83,52,4190,1105.0,"ARe2slYWdf",1037,3.0897,"NEAR BAY",234100
-122.23,37.84,50,2515,399.0,970,373,5.8596,"NEAR BAY",327600
-122.23,37.84,47,3175,"wk8oZNpaOK",1098,485,5.2868,"NEAR BAY",347600
-122.24,37.83,41,2576,406.0,794,376,5.956,"NEAR BAY",366100
-122.24,"jkqoFGf9A9",37,"cv2TpWIpC4",54.0,98,47,4.9643,"NEAR BAY",335000
-122.23,37.85,52,2800,411.0,1061,403,6.3434,"NEAR BAY",373600
-122.24,37.84,52,3529,574.0,1177,555,5.1773,"NEAR BAY",389500
-122.24,37.85,52,2612,365.0,901,367,7.2354,"NEAR BAY",391100
-122.22,37.85,28,5287,1048.0,2031,956,5.457,"NEAR BAY",337300
-122.22,37.84,50,2935,473.0,1031,479,7.5,"NEAR BAY",295200
-122.21,37.84,44,3424,597.0,1358,597,6.0194,"NEAR BAY",292300
-122.21,37.83,40,4991,674.0,1616,654,7.5544,"NEAR BAY",411500
-122.2,37.84,"gyAGuoBrYW",2211,346.0,844,343,"0AIyqXjovb","NEAR BAY",311500
-122.21,37.84,34,3038,490.0,1140,496,7.0548,"NEAR BAY",325900
-122.19,37.84,18,1617,"JbgRkyFGx5",533,194,11.6017,"NEAR BAY",392600
-122.2,37.84,35,2865,460.0,1072,443,7.4882,"NEAR BAY",319300
-122.21,37.83,34,5065,788.0,1627,766,6.8976,"NEAR BAY",333300
-122.19,37.83,28,1326,184.0,463,190,8.2049,"NEAR BAY",335200
-122.2,37.83,26,1589,223.0,542,211,8.401,"NEAR BAY",351200
-122.19,37.83,29,1791,271.0,661,269,6.8538,"NEAR BAY",368900
-122.19,37.82,32,1835,264.0,635,263,8.317,"NEAR BAY",365900
-122.2,37.82,37,1229,181.0,420,176,7.0175,"NEAR BAY",366700
-122.2,37.82,39,3770,534.0,1265,500,6.3302,"NEAR BAY",362800
"WgWgG0vEiG",37.81,30,292,38.0,126,52,6.3624,"NEAR BAY",483300
-122.21,37.82,52,2375,333.0,813,350,7.0549,"NEAR BAY",331400
-122.2,37.81,45,2964,436.0,1067,426,6.7851,"NEAR BAY",323500
-122.21,37.8,50,2833,605.0,1260,552,2.8929,"NEAR BAY",216700
-122.21,37.8,38,2254,535.0,951,487,3.0812,"NEAR BAY",233100
-122.21,37.81,52,1389,212.0,510,224,5.2402,"NEAR BAY",296400
-122.22,37.81,52,1971,335.0,765,308,6.5217,"NEAR BAY",273700
-122.22,37.8,52,2183,465.0,1129,460,3.2632,"NEAR BAY",227700
-122.22,37.8,52,2286,464.0,1073,441,3.0298,"NEAR BAY",199600
-122.22,37.8,52,2721,541.0,1185,515,4.5428,"NEAR BAY",239800
-122.22,37.81,52,2024,339.0,756,340,4.072,"NEAR BAY",270100
-122.22,37.81,52,2944,536.0,1034,521,5.3509,"NEAR BAY",302100
-122.23,37.8,52,2033,486.0,787,"CW0FqL0FkW",3.1603,"NEAR BAY",269500
-122.23,37.81,52,1433,229.0,612,213,4.7708,"NEAR BAY",314700
-122.22,37.81,52,2927,402.0,1021,"VMeXSqlaLX",8.1564,"NEAR BAY",390100
-122.23,37.81,52,2315,292.0,861,258,8.8793,"NEAR BAY",410300
-122.24,37.81,52,2485,313.0,953,327,6.8591,"NEAR BAY",352400
"rqkWORGMPy",37.81,52,1490,238.0,634,256,6.0302,"NEAR BAY",287300
-122.23,37.81,52,2814,365.0,878,352,7.508,"NEAR BAY",348700
-122.24,37.81,52,2093,550.0,918,483,2.7477,"NEAR BAY",243800
-122.24,37.8,52,888,168.0,360,175,2.1944,"NEAR BAY",211500
-122.25,37.8,52,2087,510.0,1197,488,3.0149,"NEAR BAY",218400
-122.24,37.81,52,"is6l0zPWHy",502.0,1048,518,3.675,"NEAR BAY",269900
-122.25,37.81,46,3232,835.0,1373,747,3.225,"NEAR BAY",218800
-122.25,37.8,42,4120,1065.0,1715,1015,2.9345,"HgoZIsJVwy",225000
-122.25,37.8,43,2364,792.0,1359,722,2.1429,"NEAR BAY",250000
-122.25,37.8,41,1471,469.0,1062,413,1.6121,"NEAR BAY",171400
-122.25,37.8,29,2468,864.0,1335,773,1.3929,"NEAR BAY",193800
-122.24,37.79,27,1632,492.0,1171,429,2.3173,"NEAR BAY",125000
-122.25,37.79,45,1786,"aiU2XDw0cv",1475,460,1.7772,"NEAR BAY",97500
-122.25,37.79,50,629,188.0,742,196,2.6458,"mOLH7huUaq",125000
-122.25,37.79,52,1339,391.0,1086,363,2.181,"NEAR BAY",138800
-122.25,37.8,36,1678,606.0,1645,543,2.2303,"NEAR BAY",116700
-122.25,37.8,43,2344,647.0,1710,644,1.6504,"NEAR BAY",151800
-122.24,37.8,52,996,228.0,731,228,2.2697,"NEAR BAY",127000
-122.24,37.8,52,1591,373.0,1118,347,2.1563,"NEAR BAY",128600
-122.24,37.8,52,1586,398.0,1006,335,2.1348,"NEAR BAY",140600
-122.24,37.8,47,2046,588.0,1213,554,2.6292,"NEAR BAY",182700
-122.23,"TBnmdwtPow",52,"fPP5SFlWfO",289.0,772,257,2.3833,"NEAR BAY",146900
-122.24,37.8,52,1803,420.0,1321,401,2.957,"NEAR BAY",122800
-122.24,37.8,49,2838,749.0,"UvotB6daJZ",677,2.5238,"NEAR BAY",169300
-122.23,37.8,52,783,184.0,488,186,1.9375,"NEAR BAY",126600
-122.23,37.8,51,1590,414.0,949,392,1.9028,"NEAR BAY",127900
-122.23,37.8,50,1746,480.0,1149,415,2.25,"NEAR BAY",123500
-122.23,37.8,52,1252,299.0,844,280,2.3929,"NEAR BAY",111900
-122.23,37.79,43,5963,1344.0,4367,1231,2.1917,"NEAR BAY",112800
-122.23,37.79,52,1783,395.0,1659,412,2.9357,"NEAR BAY",107900
-122.23,37.79,30,999,264.0,1011,263,1.8854,"NEAR BAY",137500
-122.24,37.79,39,1469,431.0,1464,389,2.1638,"NEAR BAY",105500
-122.24,37.79,47,1372,395.0,1237,303,"eGJC6zRqH8","NEAR BAY",95500
-122.24,37.79,52,674,180.0,647,168,3.375,"NEAR BAY",116100
-122.24,37.79,43,1626,376.0,1284,357,2.2542,"NEAR BAY",112200
-122.25,37.79,51,175,43.0,228,55,2.1,"NEAR BAY",75000
-122.25,37.79,"8K1zVi2xpn",461,129.0,381,123,1.6,"NEAR BAY",112500
-122.25,37.79,52,902,237.0,846,227,3.625,"NEAR BAY",125000
-122.26,37.8,20,2373,779.0,"2qAofJEog4",676,1.6929,"NEAR BAY",115000
-122.22,37.77,52,"GJOPnEIJ17",128.0,520,138,1.6471,"NEAR BAY",95000
-122.22,37.77,52,1137,301.0,866,259,"l4rYG2VqjO","NEAR BAY",96400
-122.23,"J7wTDdcgFp",52,769,206.0,612,183,"KmVaJ1W5n7","NEAR BAY",72000
"A5PrJtwxIv",37.78,52,472,"E62siPxG2D",415,126,2.6429,"NEAR BAY",71300
-122.23,37.78,52,862,215.0,994,213,3.0257,"NEAR BAY",80800
-122.22,"iOBislBODs",50,1920,530.0,1525,477,1.4886,"NEAR BAY",128800
-122.23,37.78,43,1420,472.0,1506,438,1.9338,"NEAR BAY",112500
-122.23,37.78,52,986,258.0,1008,255,1.4844,"NEAR BAY",119400
-122.23,37.78,44,2340,825.0,"SrTtBY25VX",751,1.6009,"NEAR BAY",118100
-122.23,37.79,48,1696,396.0,1481,343,2.0375,"NEAR BAY",122500
-122.23,37.79,49,1175,"9Rzj7gJP5k",859,219,2.293,"NEAR BAY",106300
-122.22,37.79,37,2343,574.0,"i7Uj6785zy",523,2.1494,"NEAR BAY",132500
-122.23,37.79,30,610,145.0,425,140,1.6198,"MBZBxRTCdX",122700
-122.23,"Sf1yKCPtKE","gFt7UXpSzE",930,199.0,564,184,1.3281,"NEAR BAY",113300
-122.22,37.79,44,"OkyBXxXYRJ",314.0,961,272,3.5156,"NEAR BAY",109500
-122.22,37.79,52,3424,690.0,2273,685,3.9048,"KNZ96rA83y",164700
-122.21,37.79,52,762,190.0,600,195,3.0893,"NEAR BAY",125000
-122.22,"vgCeODYwbL",46,2366,575.0,1647,527,2.6042,"NEAR BAY",124700
-122.22,37.79,49,1826,450.0,1201,424,2.5,"NEAR BAY",136700
-122.22,37.79,38,3049,"ereVFOdrki",2167,"IT9l5JaNv0",2.7969,"NEAR BAY",141700
-122.2,37.79,29,1640,376.0,939,340,2.8321,"NEAR BAY",150000
-122.21,37.79,47,1543,307.0,859,292,2.9583,"NEAR BAY",138800
-122.21,37.79,34,2364,557.0,1517,516,2.8365,"NEAR BAY",139200
-122.21,37.79,35,1745,409.0,1143,386,2.875,"NEAR BAY",143800
-122.21,37.8,"31bAjJqpFN",2003,500.0,1109,464,3.0682,"NEAR BAY",156500
-122.21,37.8,39,2018,447.0,1221,446,3.0757,"NEAR BAY",151000
-122.2,37.8,43,3045,499.0,1115,455,4.9559,"NEAR BAY",273000
-122.2,37.8,52,1547,293.0,706,268,4.7721,"NEAR BAY",217100
-122.21,37.8,"EHARZG6hlY",3519,711.0,"CtQdxTFnTb",706,3.4861,"NEAR BAY",187100
-122.2,37.8,41,2070,354.0,804,340,5.1184,"NEAR BAY",239600
"Zs1IhuSGnY",37.8,48,"JBgsVTGBJt",263.0,506,252,4.0977,"NEAR BAY",229700
-122.19,37.8,48,1694,259.0,610,238,4.744,"NEAR BAY",257300
-122.19,37.8,46,1938,341.0,768,332,4.2727,"NEAR BAY",246900
-122.19,37.79,50,968,195.0,462,"ntKLP4HyGL",2.9844,"NEAR BAY",179900
"9BdSyjTBFn",37.79,40,"FrWtXpfPLE",256.0,667,235,4.1739,"t3yIo9bzQe",169600
-122.2,37.8,46,2041,"9UXZei0BXN",1059,399,3.8487,"NEAR BAY",203300
-122.19,37.8,52,1813,271.0,637,277,4.0114,"NEAR BAY",263400
-122.19,37.79,45,2718,451.0,"1JQ7Fl4OhJ",454,4.6563,"NEAR BAY",231800
-122.19,37.79,28,3144,761.0,1737,669,2.9297,"NEAR BAY",140500
-122.2,37.79,35,1802,459.0,1009,390,2.3036,"NEAR BAY",126000
-122.2,37.79,49,882,195.0,737,210,2.6667,"NEAR BAY",122000
"3xk3S1uUCs",37.79,44,1621,452.0,1354,491,2.619,"NEAR BAY",134700
-122.21,37.79,45,2115,533.0,1530,474,2.4167,"NEAR BAY",139400
-122.2,37.79,45,2021,528.0,1410,480,2.7788,"NEAR BAY",115400
-122.21,37.78,46,2239,508.0,1390,569,2.7352,"NEAR BAY",137300
-122.21,37.78,52,1477,300.0,1065,269,1.8472,"NEAR BAY",137000
-122.21,37.78,52,1056,224.0,792,"RxYPC3N5tN",2.6583,"NEAR BAY",142600
-122.21,37.78,49,898,244.0,779,245,3.0536,"NEAR BAY",137500
-122.22,37.78,44,2968,710.0,2269,610,2.3906,"NEAR BAY",111700
-122.21,37.78,43,1702,460.0,"xbXBfYiiJG",407,1.7188,"NEAR BAY",126800
-122.21,37.78,47,881,248.0,753,241,2.625,"NEAR BAY",111300
-122.22,37.77,40,494,114.0,547,135,2.8015,"NEAR BAY",114800
-122.22,37.78,50,1776,473.0,1807,440,1.7276,"NEAR BAY",102300
-122.22,37.78,44,1678,514.0,1700,495,2.0801,"NEAR BAY",131900
-122.22,37.78,51,1637,463.0,1543,393,2.489,"NEAR BAY",119100
-122.21,37.76,52,1420,314.0,1085,300,1.7546,"NEAR BAY",80600
-122.21,37.77,52,591,173.0,353,137,4.0904,"NEAR BAY",80600
-122.21,37.77,52,745,153.0,"UoymFEqgj6",149,"tM1Ixa8t0N","NEAR BAY",88800
-122.2,37.77,49,2272,498.0,1621,483,2.4338,"NEAR BAY",102400
"VvEiQ1LnMH",37.77,46,1234,375.0,1183,354,2.3309,"NEAR BAY",98700
-122.21,37.77,"78Ta2FNoob",1017,328.0,836,277,2.2604,"NEAR BAY",100000
-122.19,37.77,42,932,254.0,900,263,1.8039,"NEAR BAY",92300
-122.2,37.77,39,2689,597.0,1888,537,2.2562,"NEAR BAY",94800
-122.2,37.77,41,"qB7dXLUoRz",415.0,1024,341,2.0562,"NEAR BAY",102000
-122.2,"3hWV0TxLBg",52,"k5Yq27rtoc",443.0,1225,423,3.5398,"vEIROZ1iYl",158400
-122.2,37.78,39,1752,399.0,1071,376,3.1167,"NEAR BAY",121600
-122.2,37.78,50,"wbw8JWjEuR",403.0,1128,378,2.5401,"NEAR BAY",129100
-122.2,37.77,43,2430,502.0,1537,484,2.898,"NEAR BAY",121400
-122.21,37.78,44,1729,414.0,1240,393,2.3125,"NEAR BAY",102800
-122.19,37.78,52,1026,"SxnChqmIRX",469,168,2.875,"NEAR BAY",160000
-122.19,37.77,52,2170,"uv3wgi6sHW",1086,425,3.3715,"NEAR BAY",143900
-122.19,37.77,52,2329,445.0,1144,417,3.5114,"NEAR BAY",151200
-122.19,37.78,52,2492,415.0,1109,375,4.3125,"NEAR BAY",164400
-122.19,37.78,52,2198,397.0,984,369,3.22,"NEAR BAY",156500
-122.18,37.78,33,"XIEQ0613Ea",31.0,575,47,3.875,"NEAR BAY",225000
-122.19,37.78,49,1183,205.0,496,209,"4HKQG8VHS6","NEAR BAY",174200
-122.19,37.78,52,1070,193.0,"TIXYkpvEFk",190,3.7262,"NEAR BAY",166900
-122.2,37.78,"DCaQlkHRNB",1766,332.0,869,327,4.5893,"NEAR BAY",163500
-122.18,37.79,39,617,95.0,236,106,5.2578,"NEAR BAY",253000
-122.18,37.79,41,1411,233.0,626,214,7.0875,"NEAR BAY",240700
-122.18,37.79,46,2109,387.0,"sVqqEkBOlz",329,3.9712,"NEAR BAY",208100
-122.19,37.79,47,1229,243.0,582,256,2.9514,"NEAR BAY",198100
-122.19,37.79,"zC6h7nUvVm",954,217.0,546,201,2.6667,"NEAR BAY",172800
-122.18,37.81,37,1643,262.0,620,266,5.4446,"NEAR BAY",336700
-122.18,37.8,34,1355,195.0,442,195,6.2838,"NEAR BAY",318200
-122.18,37.8,23,2317,"D7QjEWpfFB",955,328,6.7527,"NEAR BAY",285800
-122.13,37.77,24,2459,317.0,916,324,7.0712,"NEAR BAY",293000
-122.16,37.79,22,12842,2048.0,4985,1967,5.9849,"NEAR BAY",371000
-122.17,37.78,42,1524,"wS6ZiE3WAy","UUblOZdSt2",267,3.6875,"NEAR BAY",157300
-122.17,37.77,30,3326,746.0,1704,703,2.875,"NEAR BAY",135300
-122.18,37.78,43,1985,440.0,1085,407,3.4205,"NEAR BAY",136700
-122.18,37.78,50,1642,322.0,713,284,3.2984,"NEAR BAY",160700
-122.17,37.78,49,893,177.0,468,181,3.875,"NEAR BAY",140600
-122.17,37.78,52,653,128.0,296,121,4.175,"NEAR BAY",144000
-122.16,"qVGbdSShdY",47,1256,"",570,218,4.375,"NEAR BAY",161900
-122.16,37.77,48,977,194.0,446,180,4.7708,"TfLJ4Mzldw",156300
-122.16,37.77,45,2324,397.0,968,384,3.5739,"NEAR BAY",176000
-122.16,37.77,39,1583,349.0,857,316,3.0958,"NEAR BAY",145800
-122.17,37.77,39,1612,342.0,912,322,3.3958,"NEAR BAY",141900
-122.17,37.77,31,2424,533.0,1360,452,1.871,"NEAR BAY",90700
-122.17,37.76,"4Jt4qwYaij",1594,367.0,1074,355,1.9356,"NEAR BAY",90600
-122.17,37.76,47,"acrm4JEcxR",413.0,"VfI7SlBk6v",382,2.1842,"NEAR BAY",107900
-122.18,37.76,37,1575,358.0,933,320,2.2917,"NEAR BAY",107000
-122.17,37.76,38,1764,397.0,987,354,"golfYrTPrO","NEAR BAY",98200
-122.18,37.76,50,1187,261.0,907,246,1.9479,"NEAR BAY",89500
-122.18,37.76,52,754,175.0,447,165,3.9063,"NEAR BAY",93800
-122.18,37.76,49,"nOc9mn45Rc",452.0,1299,451,1.8407,"NEAR BAY",96700
-122.18,37.77,27,909,236.0,396,157,2.0786,"NEAR BAY",97500
-122.18,37.77,42,1180,257.0,877,"Lagu85Y98T",2.8125,"NEAR BAY",97300
-122.18,37.76,43,2018,408.0,1111,367,1.8913,"NEAR BAY",91200
-122.19,37.76,49,1368,282.0,790,269,1.7056,"NEAR BAY",91400
-122.18,37.77,52,2744,547.0,1479,554,2.2768,"NEAR BAY",96200
-122.18,37.77,51,2107,471.0,1173,438,3.2552,"NEAR BAY",120100
-122.18,37.77,52,1748,362.0,1029,366,2.0556,"NEAR BAY",100000
-122.19,37.76,52,2024,391.0,1030,350,2.4659,"NEAR BAY",94700
-122.2,"VjjJReDLEO",47,1116,259.0,826,279,1.75,"NEAR BAY",85700
-122.19,37.77,41,2036,510.0,1412,454,2.0469,"NEAR BAY",89300
-122.19,37.77,45,1852,"fwOAokci2B",1132,349,2.7159,"NEAR BAY",101400
-122.19,37.76,41,921,207.0,522,159,1.2083,"NEAR BAY",72500
-122.19,37.76,45,995,238.0,630,237,1.925,"NEAR BAY",74100
-122.2,37.75,36,606,132.0,531,133,1.5809,"NEAR BAY",70000
-122.2,37.76,37,2680,736.0,1925,667,1.4097,"NEAR BAY",84600
-122.19,37.76,38,1493,370.0,1144,351,0.7683,"NEAR BAY",81800
-122.19,37.75,19,2207,565.0,1481,"yJ9wO6kJEh",1.3194,"NEAR BAY",81400
-122.19,37.75,28,856,189.0,435,162,0.8012,"NEAR BAY",81800
-122.19,37.76,26,1293,297.0,984,303,1.9479,"NEAR BAY",85800
"Xw4H5bqvUD",37.74,36,847,212.0,567,"sIwtAamPvH",1.1765,"NEAR BAY",87100
-122.18,37.74,42,541,154.0,380,123,2.3456,"NEAR BAY",83500
-122.19,37.73,44,1066,253.0,825,244,2.1538,"NEAR BAY",79700
-122.19,37.74,43,707,147.0,417,155,2.5139,"NEAR BAY",83400
-122.19,37.73,45,1528,291.0,801,287,1.2625,"NEAR BAY",84700
-122.18,37.73,42,909,215.0,646,198,2.9063,"NEAR BAY",80000
-122.18,37.73,43,1391,293.0,855,285,2.5192,"NEAR BAY",76400
