"Hotel_Address","Additional_Number_of_Scoring","Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","days_since_review","lat","lng","Tag_Leisure_trip","Tag_Submitted_from_a_mobile_device","Tag_Couple","Tag_Stayed_1_night","Tag_Stayed_2_nights","Tag_Solo_traveler","Tag_Stayed_3_nights","Tag_Business_trip","Tag_Group","Tag_Family_with_young_children","Tag_Stayed_4_nights","Tag_Double_Room","Tag_Standard_Double_Room","Tag_Superior_Double_Room","Tag_Family_with_older_children","Tag_Deluxe_Double_Room","Tag_Double_or_Twin_Room","Tag_Stayed_5_nights","Tag_Standard_Double_or_Twin_Room","Tag_Classic_Double_Room","Tag_Superior_Double_or_Twin_Room","Tag_2_rooms","Tag_Stayed_6_nights","Tag_Standard_Twin_Room","Tag_Single_Room","Tag_Twin_Room","Tag_Stayed_7_nights","Tag_Executive_Double_Room","Tag_Classic_Double_or_Twin_Room","Tag_Superior_Twin_Room","Tag_Deluxe_Double_or_Twin_Room","Tag_Club_Double_Room","Tag_Queen_Room","Tag_Deluxe_King_Room","Tag_Superior_Queen_Room","Tag_Standard_Single_Room","Tag_Junior_Suite","Tag_Triple_Room","Tag_Superior_Room","Tag_Classic_Room","Tag_Superior_King_Room","Tag_Standard_Room","Tag_Deluxe_Room","Tag_Standard_Queen_Room","Tag_Double_Guest_Room","Tag_Deluxe_Single_Room","Tag_Small_Double_Room","Tag_Queen_Guest_Room","Tag_Deluxe_Twin_Room","Tag_Basic_Double_Room","Tag_King_Room","Tag_Comfort_Double_Room","Tag_Executive_King_Room","Tag_Small_Queen_Room","Tag_Stayed_8_nights","Tag_Standard_Double_Room_without_Window","Tag_Comfort_Double_or_Twin_Room","Tag_Double_or_Twin_Room_1_2_Adults","Tag_Classic_Twin_Room","Tag_Twin_Guest_Room","Tag_Family_Room","Tag_Travelers_with_friends","Tag_Suite","Tag_Superior_King_or_Twin_Room","target"
"100 110 Euston Road Camden London NW1 2AJ United Kingdom",728,"6/12/2017",8.9,"Pullman London St Pancras"," Portugal "," Noisy room because the windows aren t good ",10,3168," The location and nice employees ",7,5,"52 days",51.5286766,-0.1283489,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
"101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom",838,"8/25/2015",8.4,"The Grosvenor"," United Kingdom "," Our room was very tired which was disappointing ",10,3274,"No Positive",0,3,"709 day",51.4956657,-0.1452793,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"130 134 Southampton Row Camden London WC1B 5AF United Kingdom",299,"10/20/2015",8.3,"Mercure London Bloomsbury Hotel"," Sweden ","No Negative",0,1361," Very central Good communication possibilitys Nice crew ",9,33,"653 day",51.5210085,-0.1230966,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom",274,"6/21/2016",8.6,"Novotel London Greenwich"," United Kingdom "," Could not sleep with our bedroom window open as the room was directly above the DLR station",18,924," Convenient for all the visitor attractions in Greenwich",9,1,"408 day",51.4778583,-0.0137463,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
"152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom",512,"12/14/2016",8.0,"Clayton Crown Hotel London"," United Kingdom "," Tea making facilities in room",6,2491,"No Positive",0,1,"232 day",51.5561548,-0.2141824,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"199 206 High Holborn Camden London WC1V 7BD United Kingdom",421,"12/26/2015",9.2,"The Hoxton Holborn"," United Kingdom ","No Negative",0,1740," Rooms were modern and really comfortable and considering the location reasonably priced ",14,1,"586 day",51.5172398,-0.1220323999999999,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom",148,"8/25/2015",9.0,"Hotel Xenia Autograph Collection"," Kuwait ","No Negative",0,682," Room decoration and furniture ",6,9,"709 day",51.4946905,-0.1910197,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"108 Rue Saint Lazare 8th arr 75008 Paris France",65,"1/31/2017",8.4,"Hilton Paris Opera"," United States of America "," The room was not nice for the price Will not stay again ",14,458,"No Positive",0,2,"184 day",48.8756604,2.3252075,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
"108 Baker Street Westminster Borough London W1U 6LJ United Kingdom",341,"7/29/2016",8.2,"Park Plaza Sherlock Holmes London"," United Kingdom ","No Negative",0,1496," Very good shower clean quite ",7,5,"370 day",51.5209191,-0.1566567,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
"1 Shortlands Hammersmith and Fulham London W6 8DR United Kingdom",704,"9/15/2015",8.3,"Novotel London West"," United Kingdom "," Food from the evening buffet in the restaurant needed to be hotter ",14,2443," Almost everything",3,14,"688 day",51.4919588,-0.2200956,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"130 135 Minories City of London London EC3N 1NU United Kingdom",465,"5/26/2016",8.9,"The Chamberlain"," United States of America ","No Negative",0,2543," Staff were incredibly helpful and friendly ",8,1,"434 day",51.51224570000001,-0.0757326,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom",2682,"4/17/2016",7.1,"Britannia International Hotel Canary Wharf"," United Kingdom "," Bath taps were installed in a strange way ",10,9086," Comfy bed and decent bathroom ",7,28,"473 day",51.5019097,-0.0232208,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom",440,"6/29/2017",8.0,"Best Western Mornington Hotel Hyde Park"," United Kingdom "," The breakfast overall was very disappointing The bacon was streaky bacon never been served that in a hotel before Scrambled egg did not look like scrambled egg The toaster took ages to brown the bread My husband had the cooked breakfast but I had a continental which was OK Certainly not worth 12 50 each though The tables in the breakfast room were far too close to one another and one morning we were seated on bench seating very close to others which made it difficult to move in and out Our room was very small and overlooked a back yard area which had some rather noisy venting system although it did not disturb us too much during the night ",122,2418," The staff especially on reception were very friendly and most helpful Very nice welcoming residents seating area and library as you enter the hotel Location was perfect for us ",31,8,"35 days",51.51199329999999,-0.1782793999999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
"10 West Temple Sheen London SW14 7RT United Kingdom",70,"9/1/2015",8.3,"The Victoria"," United Kingdom "," Nothing",2,272," Comfy bed quiet good shower good location",8,28,"702 day",51.4611219,-0.2756215999999999,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom",317,"1/9/2017",7.6,"Mercure London Paddington Hotel"," Australia ","No Negative",0,1458," The android with wifi that we were able to use and take through the city with us was great Excellent how hotel was so close to Paddington station Staff were friendly ",33,1,"206 day",51.51611389999999,-0.1749521,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"1 Addington Street Lambeth London SE1 7RY United Kingdom",1322,"7/10/2016",8.4,"Park Plaza County Hall London"," United Kingdom ","No Negative",0,6117," Staff were friendly and helpful We were upgraded to a room with a balcony on the top floor and the views were amazing really made my trip remorable Room was clean and tidy Would definitely recommend ",38,1,"389 day",51.5014001,-0.1160091999999999,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"102 Bd De Grenelle 15th arr 75015 Paris France",241,"1/14/2016",8.6,"Le Parisis Paris Tour Eiffel"," United Kingdom ","No Negative",0,1477," Great hotel Great location Friendly staff",7,2,"567 day",48.8494851,2.2955063,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom",641,"5/2/2016",8.7,"Holiday Inn London Stratford City"," United Kingdom "," Room wasn t available when we checked in however they did offer us a free drink in the bar to compensate for this ",25,2130," Location",2,5,"458 day",51.5426054,-0.0072708,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom",687,"11/8/2015",8.9,"The Montcalm Marble Arch"," United Kingdom "," No turndown service",4,2752," Bedroom suite",3,23,"634 day",51.51505220000001,-0.159239,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom",355,"12/19/2016",8.0,"Courthouse Hotel London"," United Kingdom "," The breakfast",3,1786,"No Positive",0,1,"227 day",51.5143624,-0.1394483,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0
"12 rue de Parme 9th arr 75009 Paris France",61,"8/13/2015",9.0,"Le Grey Hotel"," Nigeria ","No Negative",0,393," Everything ",3,29,"721 day",48.881407,2.3274204,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"10 12 rue Cognacq Jay 7th arr 75007 Paris France",96,"5/12/2017",8.6,"H tel Juliana Paris"," Canada "," There was construction at the property and after 10 pm the only food available is 28 hamburger and club sandwich which is not of high quality",27,577,"No Positive",0,1,"83 days",48.8619373,2.3040298,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom",528,"8/17/2016",8.7,"The Bailey s Hotel London"," United Kingdom "," 1 person in the bar took order then served other people before getting ours As drinks didn t arrive after 20 mins we left Bathroom way too small had to straddle sink when sat on toilet and I m only 5ft 6 so very uncomfortable for my 6ft husband ",51,2485," The bed was really comfy and the room size excluding the bathroom was big enough Very good style and quality furnishings ",23,10,"351 day",51.4938733,-0.1824963,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France",25,"10/1/2016",9.2,"Le 123 Elysees Astotel"," United States of America "," Expensive but Paris is ecpensive",6,171," Clean larger rooms than most Paris hotel great bed and all the accessories of a good hotel good location just steps to the Metro",25,11,"306 day",48.8730823,2.309659,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom",838,"5/9/2016",8.4,"The Grosvenor"," United States of America "," Staff could have been a little more friendly Hotel restaurant was understaffed took way too long to get food and the check ",24,3274," Loacation was great next to the Victoria train station Hotel was very quiet and clean Lobby was beautiful ",20,1,"451 day",51.4956657,-0.1452793,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"108 Baker Street Westminster Borough London W1U 6LJ United Kingdom",341,"1/3/2016",8.2,"Park Plaza Sherlock Holmes London"," Germany "," Room was too hot windows were broken and could not be opened Aircondition did not work Even if we informed the Hotel that the ventilation in one room did not stop we had to fix it ourselves No roomservice on the second day Hotel aircondition just in front of the kids room window was extremly noisy ",58,1496," Very friendly people in the Hotel Very nice welcome Very good loction for some days in London ",19,1,"578 day",51.5209191,-0.1566567,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"10 Godliman Street City of London London EC4V 5AJ United Kingdom",788,"3/10/2016",8.5,"Grange St Paul s Hotel"," Ireland "," Two rooms booked One double One triple Triple room had two queen beds and not three as requested Had to change rooms after night out ",27,2635," Comfy beds Heated bathroom mirror",6,1,"511 day",51.5127625,-0.0997156999999999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom",231,"8/20/2016",8.9,"St Ermin s Hotel Autograph Collection"," United Kingdom "," Very very noisy fan extractor outside bedroom Had to change room drove me mad In this day and age totally unacceptable ",23,857," Location ",3,1,"348 day",51.498905,-0.1339092999999999,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
"108 Baker Street Westminster Borough London W1U 6LJ United Kingdom",341,"2/4/2016",8.2,"Park Plaza Sherlock Holmes London"," United Kingdom ","No Negative",0,1496," Cpmfy bed Great staff Exceptional concierge service especially Ahmed We think that s his name",16,6,"546 day",51.5209191,-0.1566567,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
