"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
1.19,2.04,0.44,-0.95,0.15,-0.76,-0.23,-0.55,-0.96,1.22,1.88,-0.17,-5.65,-0.34,-0.06,0.08,0.6,-2.49,0.58,4.32,-0.51,1.49,-1.6,-0.38,-3.13,1.23,1.3,2.34,-2.31,0.45,-2.28,0.63,0
-0.83,-2.97,0.35,-2.78,0.27,-0.88,-0.21,1.29,-0.21,-1.92,5.22,0.05,-0.05,1.95,-1.5,-2.56,1.77,-4.58,0.07,8.07,-6.37,-1.66,3.41,1.33,-3.67,-0.16,1.64,-0.49,-0.2,-0.59,-7.72,-1.4,0
1.42,-1.53,-0.14,1.5,-0.18,0.06,-0.95,6.54,0.91,2.12,2.48,0.02,-3.03,2.05,-0.8,0.5,0.55,0.64,0.36,3.01,2.13,0.38,-3.53,-0.55,1.41,-2.27,0.97,-0.86,1.59,1.04,-6.67,0.76,0
-0.66,3.71,-0.58,-5.62,-1.45,-0.95,-1.86,-8.27,0.98,-3.89,-0.23,-0.55,1.09,-3.23,0.04,-1.11,-1.97,0.48,-1.44,-2.14,-1.53,2.13,4.17,0.03,1.32,-4.45,-0.62,0.69,3.71,1.74,10.16,-0.11,0
0.51,3.4,-0.07,-1.78,0.2,-0.36,1.24,-0.1,-0.8,-1.03,1.19,0.56,-1.85,-3.54,5.28,1.27,0.94,1.94,-0.39,2.09,2.62,1.37,-0.53,-0.99,1.88,-2.31,-0.52,3.49,-3.41,-0.69,-0.04,-2.02,0
0.75,1.69,-0.11,3.84,0.86,0.99,0.05,-1.39,0.09,1.62,1.26,-2.38,0.97,2.31,-3.13,0.75,2.05,-1.53,0.78,-2.78,0.15,-0.78,-3.43,-1.2,-2.04,-2.1,1.94,0.19,-1.0,-0.6,-2.41,-0.54,0
-0.05,0.86,-2.82,-0.32,-0.44,-0.59,1.78,3.47,0.69,1.7,-2.45,-0.18,2.09,1.75,1.48,1.81,0.27,2.25,-0.14,1.4,0.15,0.03,-4.33,-0.6,6.95,-0.11,2.03,-0.0,-0.13,-0.06,-2.13,1.66,1
1.52,-1.42,1.73,0.24,1.64,0.6,-0.42,2.04,-0.09,1.22,-1.61,-1.39,0.73,2.08,1.93,0.55,-3.39,1.24,0.49,-1.11,1.32,0.22,-1.52,0.28,-1.32,3.77,-0.25,3.29,-4.91,-0.18,0.4,0.22,0
-0.47,-4.63,0.9,0.87,-0.55,0.39,-0.2,-1.5,-1.06,-5.34,-1.18,1.48,0.27,-0.35,-0.85,0.41,2.71,3.63,0.32,3.87,-1.91,0.19,2.84,1.36,-1.22,0.61,-0.13,4.08,1.04,-0.35,-0.16,0.69,0
0.34,-1.75,-1.73,-1.49,1.14,1.03,0.29,-3.25,-0.94,0.5,-3.03,0.4,3.48,2.28,1.01,-2.33,-0.84,2.59,1.69,1.76,-2.73,-0.18,-3.93,-0.91,-0.93,-2.34,0.4,2.1,-0.09,1.11,-5.99,-1.82,0
-0.84,1.03,-2.42,-6.67,0.37,0.08,0.47,2.45,-0.61,0.11,0.35,-1.02,-4.25,-3.45,-2.28,-0.15,-3.0,-1.45,0.79,2.35,-0.28,0.79,-2.03,0.25,-0.42,-7.43,-1.71,-4.43,-0.86,0.18,-6.92,0.63,3
-1.25,-0.49,0.18,2.86,0.59,-0.41,0.74,1.14,-0.62,-2.53,-4.15,1.11,0.73,2.05,0.08,-0.6,-1.15,-1.7,-1.09,-0.97,2.9,-0.03,-3.25,0.25,-2.24,2.93,-0.38,0.4,-1.35,1.28,-4.43,-0.28,0
-0.1,-4.84,0.86,-1.36,0.57,-0.17,0.28,-0.55,-0.93,2.68,-2.11,-0.46,-1.25,3.25,6.03,-0.63,-0.79,2.17,-0.05,1.34,-3.21,-0.37,-2.59,-0.87,-0.69,0.6,-0.59,2.71,-0.93,1.53,-5.87,0.13,0
-0.5,1.81,-0.57,1.67,1.79,1.52,-0.47,2.35,-2.34,-1.6,-1.34,-1.0,-1.88,-3.09,-2.91,-0.25,-1.55,-1.11,-0.45,2.91,1.68,0.64,-0.83,-0.14,1.97,-1.57,1.2,0.84,3.57,-1.38,4.06,-2.41,0
-0.83,4.09,2.36,3.03,-0.22,1.69,-0.62,-3.84,-0.82,-4.97,-0.07,0.0,0.8,4.07,-2.6,0.35,3.13,-2.12,-1.05,3.62,1.06,0.36,-0.78,0.29,-1.12,0.72,0.76,0.8,4.49,1.04,-0.97,0.5,0
1.75,-2.81,0.49,2.56,-0.62,0.18,1.79,7.18,1.05,-1.79,-0.53,0.48,3.61,-0.4,1.37,0.19,-2.44,-1.04,0.5,0.73,2.14,0.76,-2.79,-0.16,1.42,-1.0,-0.21,2.85,-2.52,0.07,-4.36,0.2,0
0.23,-2.32,-0.62,-0.57,0.46,1.03,1.07,-2.51,0.9,2.09,-1.18,-1.1,-1.55,4.65,1.53,0.13,2.23,0.33,0.67,2.15,-0.12,0.09,4.83,2.19,1.74,-1.19,0.01,-0.3,3.47,-0.34,-3.11,-0.13,0
1.39,1.29,0.82,-0.45,0.04,-0.64,-0.17,3.18,1.05,-0.78,-1.15,0.9,0.33,0.85,-0.6,-0.54,-1.05,0.09,-0.56,-0.64,2.2,0.49,-1.18,0.54,1.37,-3.52,-0.55,-3.45,-1.15,0.63,-4.33,-1.7,0
-1.62,0.61,-0.04,-0.97,-0.07,1.41,-0.62,1.54,-0.4,-2.18,-1.36,-0.3,-1.85,-1.31,-0.03,-0.39,2.2,0.2,-2.5,-0.01,3.86,-1.6,-2.67,0.09,0.62,1.46,0.58,-0.91,-2.38,0.79,-5.96,0.58,0
0.21,-1.78,-0.85,0.89,0.07,1.2,1.13,2.39,1.48,-0.97,3.88,-0.1,-2.07,1.86,-4.1,-0.87,-0.38,-3.63,-0.66,3.72,0.35,2.12,-2.67,-1.13,-1.87,0.63,-0.94,2.87,4.06,-0.49,-2.38,1.93,0
0.08,0.35,0.1,2.19,-0.57,0.03,-0.13,7.92,-0.75,1.16,3.51,0.44,-2.66,-5.39,-1.21,-1.24,-3.9,-2.73,2.06,3.71,3.91,-1.41,-0.21,1.45,2.02,-0.47,0.05,0.89,5.57,-0.86,5.33,-0.49,1
-0.21,2.87,1.09,-3.75,1.44,-1.33,0.35,0.71,-0.3,-1.45,3.63,0.17,3.5,-4.05,-1.16,-0.34,-0.36,-1.36,0.34,-2.1,2.26,-0.15,1.93,-1.34,3.3,0.21,-0.42,-0.85,-0.88,0.6,4.27,0.94,0
1.22,-1.41,0.47,1.32,0.88,1.88,1.03,2.35,0.67,-0.77,-1.6,-0.53,-1.99,-3.12,-2.1,-0.24,4.63,-0.65,-1.66,-0.2,3.38,1.22,-3.67,0.4,-0.96,0.82,-0.13,-4.29,-0.48,-1.3,-11.0,1.98,0
0.51,1.65,0.17,-2.23,-0.2,1.18,-0.74,-3.11,0.48,-3.4,-0.53,0.68,1.36,1.18,-1.78,1.89,2.7,2.81,0.55,2.2,1.28,-0.03,-1.59,-0.98,1.57,-2.27,-0.72,0.17,2.01,0.29,-3.76,0.17,0
0.25,-0.46,0.02,1.0,-0.11,-2.23,1.24,-1.7,-0.08,2.16,4.32,0.86,2.83,2.12,-4.01,1.05,1.34,-0.36,0.58,2.99,-0.58,0.32,2.39,-0.46,-3.69,-0.16,-0.96,2.53,-0.94,0.04,-2.0,0.69,0
0.37,1.46,1.34,-0.9,0.0,0.7,-0.97,-0.01,-0.02,-0.72,2.3,-1.38,2.34,3.01,0.23,1.69,4.14,2.02,-0.19,3.05,-5.51,-0.23,0.7,-1.53,4.48,1.93,0.93,-0.24,-1.22,0.92,1.92,0.61,1
1.02,0.38,2.01,-0.1,0.99,1.14,0.61,1.18,0.33,-1.51,-1.04,-0.99,0.54,-1.28,2.27,0.08,0.96,3.27,0.89,-1.76,1.28,0.06,-3.95,0.82,2.24,2.12,-0.06,-1.17,0.42,-0.0,-0.09,-0.3,0
-0.82,3.65,-2.05,-1.55,1.26,1.23,-0.16,-6.74,1.07,-0.19,-1.41,-1.32,-0.71,-2.19,3.43,0.3,1.53,1.93,0.52,0.49,2.95,-0.02,-1.61,-0.4,-1.46,2.79,-1.16,3.57,-0.71,0.23,0.83,-0.38,0
-0.1,0.16,0.79,-2.06,0.09,-0.16,-0.19,-3.03,-0.12,-1.26,1.68,0.53,3.97,0.93,-0.84,-0.39,0.65,4.11,0.82,-4.1,3.53,1.0,1.48,2.2,0.97,0.43,-1.54,0.42,0.77,-2.32,2.54,-0.11,0
2.1,3.82,-0.47,-1.3,-0.1,-0.84,0.88,-9.85,0.03,-2.18,-2.64,1.65,1.38,-2.29,2.27,-1.16,1.35,-4.75,-0.87,-3.52,-0.6,-0.46,0.23,0.23,-3.19,3.37,0.99,-0.4,1.13,-0.53,1.99,0.86,0
-1.2,1.17,0.77,-1.76,-0.6,-1.16,0.07,-6.26,0.88,2.81,2.54,-2.13,-3.44,0.82,0.32,-1.33,2.13,-0.89,1.69,-0.94,1.14,-1.39,0.92,0.25,-2.16,1.16,-0.78,4.52,-0.81,1.08,1.45,-0.39,0
0.56,1.32,0.56,-1.45,-0.45,-0.35,-0.93,2.18,0.21,-1.25,0.95,-0.76,-1.76,-0.27,4.44,-0.18,3.58,1.31,0.14,2.01,-0.04,0.98,-2.75,0.05,0.08,1.27,-0.74,-4.3,-2.53,-1.19,-8.68,1.35,0
2.23,-1.12,-1.61,0.41,2.07,0.48,-0.45,0.9,1.4,-1.3,1.86,-0.87,-2.24,-0.74,0.98,0.35,1.86,-1.92,1.32,2.65,2.46,-0.58,2.42,-1.77,-1.25,0.36,-0.94,0.03,2.02,-0.82,-3.74,0.01,0
-1.28,-1.82,0.42,-1.25,-0.97,-0.33,0.4,-1.63,-2.51,-1.6,-3.52,-1.79,-4.42,0.16,-0.17,-1.59,1.9,-1.34,1.82,1.23,0.89,-0.47,-2.53,-2.25,1.23,0.35,1.14,1.33,2.51,0.91,-4.49,-0.6,3
0.37,-1.0,1.15,-0.58,1.64,-0.07,-0.68,-3.89,-0.19,-0.69,-1.12,-1.2,-1.35,1.39,2.41,-1.56,2.26,-3.22,-0.83,-1.37,1.19,-0.36,-3.52,-1.91,-1.04,1.65,-1.24,1.03,2.79,-0.83,-6.21,-0.09,3
0.35,-0.85,0.65,-3.57,0.72,0.02,-0.7,-3.96,0.35,-0.63,-2.7,0.23,4.59,1.22,1.72,1.87,0.28,1.66,0.14,-0.3,-1.87,-0.87,2.81,0.97,-2.01,-1.56,0.83,-4.79,-1.41,-2.12,-6.98,-0.07,0
1.69,0.93,1.18,-2.73,-0.31,0.37,1.4,-0.18,2.71,-3.99,-0.84,0.53,-0.25,3.61,4.87,0.15,2.83,1.43,-1.17,0.15,-1.53,-0.54,-1.68,-0.03,3.13,-2.36,-0.2,-2.93,-0.77,-0.44,-6.58,-0.11,0
0.38,-0.99,-1.61,-1.97,-0.71,-0.67,-0.47,2.32,0.52,-3.38,0.16,1.34,-1.7,4.28,3.87,0.48,0.74,-1.87,-0.64,1.29,-1.25,-0.49,1.39,-1.4,3.28,-0.2,0.64,-1.52,1.1,1.48,-3.05,-1.29,0
1.26,1.91,-1.98,-1.33,1.0,0.8,-1.45,-4.88,1.04,-0.8,-1.1,1.11,-0.72,-4.18,3.97,-0.1,2.89,1.69,-0.96,-0.56,0.85,0.74,-2.13,-0.33,-3.15,0.67,-1.19,0.62,-3.53,0.02,-4.21,0.06,0
-0.6,-1.86,-0.89,-1.09,-0.92,-1.39,-0.24,-3.39,0.14,-0.24,-1.52,1.36,3.78,-0.12,-0.67,-1.95,3.99,1.29,0.13,2.39,-0.94,0.19,1.69,-0.91,0.01,-0.1,1.58,-0.46,-0.06,0.16,-6.96,0.57,0
1.04,-2.68,1.96,-3.74,0.49,-0.73,1.04,-2.28,1.33,-0.97,-0.29,-2.22,1.79,2.22,1.05,0.92,2.38,2.79,1.15,1.46,1.21,-0.9,0.93,1.85,1.16,-0.07,-0.12,0.41,0.81,0.21,-6.9,0.77,0
0.09,-2.82,-1.69,-3.65,0.28,0.03,2.18,-1.7,-0.2,-0.19,0.79,-0.72,2.35,-3.14,1.16,-1.27,-0.93,1.79,-0.79,4.09,-0.98,-0.31,4.05,-1.59,-0.33,-1.48,-0.26,3.01,0.67,1.27,-0.51,1.68,0
0.3,-1.34,-0.37,-1.65,-0.43,2.8,-1.06,0.29,0.14,-3.22,0.51,0.56,3.33,1.74,1.11,0.93,1.07,0.09,-1.65,0.48,1.17,-0.22,1.8,0.23,0.15,2.37,0.95,-0.74,-0.64,-1.65,-3.93,-1.17,0
1.77,-1.77,0.93,-0.64,-0.83,0.43,1.9,5.65,1.93,0.66,1.38,0.22,-0.81,-2.14,1.58,0.92,0.16,5.93,0.48,3.36,3.26,0.91,2.03,2.1,2.61,-1.15,0.02,-0.45,-0.64,0.32,-1.36,0.47,1
0.13,1.63,2.44,-0.58,0.03,-1.1,1.43,-1.04,-0.57,-1.18,1.52,1.07,-0.96,-1.13,-0.38,0.08,2.01,1.81,-0.9,0.67,1.18,0.63,-0.01,1.21,1.83,-2.79,-0.57,-0.54,2.93,-1.13,0.77,0.9,0
1.16,0.35,0.88,-4.76,0.12,-0.45,0.69,-4.39,0.82,2.16,-3.43,-0.08,-1.17,0.48,2.14,1.27,0.16,-5.46,-0.02,-1.27,0.8,-1.54,0.62,-0.79,-0.53,0.3,0.8,-3.43,-0.09,-0.91,-8.28,-0.62,3
-0.33,2.49,1.04,-1.68,1.87,-0.11,0.55,-1.81,1.6,-4.3,-2.21,0.61,1.02,-5.03,4.14,1.15,0.65,5.76,-0.12,0.06,1.47,-0.33,-2.96,-1.7,1.24,-2.76,-0.54,-0.96,0.62,-0.13,-0.14,0.46,0
0.4,3.89,-0.15,-1.99,0.46,1.25,-0.67,2.11,-1.16,2.61,2.06,-0.64,0.69,-5.97,3.43,-2.32,-1.83,-0.78,-1.41,2.84,-1.75,0.08,-0.54,-0.79,0.36,5.71,-1.56,-3.77,-0.01,-1.54,4.51,0.7,0
-0.05,3.06,0.16,-0.29,0.26,0.19,0.32,-5.16,-0.61,2.41,0.38,-0.99,2.37,-1.39,-2.57,2.75,1.68,-0.19,0.52,-2.44,1.37,0.86,0.04,0.27,-0.89,-3.15,-0.75,-0.73,-0.1,0.13,-0.66,-0.95,0
-0.58,-1.36,-0.98,1.9,-0.83,0.64,-0.72,-1.67,0.38,-0.9,2.96,1.08,2.69,1.21,-1.64,0.31,-0.19,3.32,0.2,-1.75,2.06,1.11,0.17,0.36,-4.68,-1.3,1.67,-0.46,2.96,-0.38,-0.66,0.23,0
0.64,-1.92,1.26,-3.07,-1.16,0.04,-1.26,5.54,1.31,1.04,0.56,-0.81,3.17,3.12,2.63,-0.83,-3.63,1.72,1.6,3.34,1.27,-0.15,0.14,0.63,2.21,2.77,-0.51,1.87,-3.9,1.28,-3.43,0.21,0
1.33,-3.91,1.39,4.61,-0.01,0.23,-0.11,5.58,0.5,-1.41,-1.64,-0.65,3.84,-1.4,-4.1,-0.33,2.62,2.9,-0.29,2.58,1.04,-1.71,-1.02,1.29,3.04,-0.08,0.63,2.2,-0.85,0.39,-2.98,0.72,0
-0.61,1.12,0.53,2.85,0.42,-1.27,-0.69,5.88,-0.77,-5.51,2.34,-0.25,-0.72,-2.34,-1.34,0.59,0.48,1.69,1.03,-1.0,2.83,0.46,3.96,-0.07,3.47,0.59,0.36,-2.09,2.01,-0.15,8.97,0.26,1
