"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","target"
71,"Federal-gov",422149,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",20051,0,40,"United-States",">50K"
27,"State-gov",271243,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Male",0,0,40,"Jamaica","<=50K"
38,"Private",192337,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
23,"Private",175778,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
44,"Self-emp-not-inc",180096,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
19,"",166018,"Some-college",10,"Never-married","","Own-child","White","Female",0,0,40,"United-States","<=50K"
47,"Private",180243,"Bachelors",13,"Never-married","Sales","Other-relative","White","Female",0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc",42924,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
70,"Self-emp-inc",243436,"9th",5,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
28,"Private",108569,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,43,"United-States","<=50K"
22,"Private",106700,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,27,"United-States","<=50K"
38,"Private",177305,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
19,"Private",41745,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
55,"Private",323706,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
79,"Self-emp-inc",97082,"12th",8,"Widowed","Sales","Not-in-family","White","Male",18481,0,45,"United-States",">50K"
24,"Self-emp-inc",142404,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
33,"Private",123920,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
60,"Private",178764,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States","<=50K"
45,"Private",148900,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
50,"Private",188882,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Private",195554,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
55,"Federal-gov",31965,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Self-emp-not-inc",417227,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States","<=50K"
27,"Private",302422,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
59,"Federal-gov",99131,"HS-grad",9,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States","<=50K"
40,"Self-emp-not-inc",36104,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private",196227,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
32,"Private",343789,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5013,0,55,"United-States","<=50K"
35,"Private",259727,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States","<=50K"
48,"Private",33669,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Private",123397,"HS-grad",9,"Married-civ-spouse","Transport-moving","Wife","White","Female",5178,0,35,"United-States",">50K"
46,"Private",179869,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",100882,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,47,"United-States",">50K"
22,"Private",340543,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
61,"Private",86067,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
34,"Local-gov",63338,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private",90860,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
46,"Self-emp-not-inc",504941,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Self-emp-inc",63322,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
67,"",182378,"Bachelors",13,"Married-civ-spouse","","Husband","White","Male",9386,0,60,"United-States",">50K"
34,"Private",162442,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States",">50K"
40,"Self-emp-inc",189941,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,60,"United-States",">50K"
