"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","h","d","m","purchase_date","return_date","target"
2.17,1.05,-1.66,0.2,-0.01,0.79,-0.55,-1.46,1.51,-0.9,0.57,-0.53,0.29,-0.74,1.71,-0.57,1.38,-0.31,-0.34,0.67,-0.08,-0.86,0.48,1.05,"h_9","d_10","m_0","2001-12-17","2001-12-27 09:00:00",19
-1.17,-1.27,0.32,0.89,-0.92,-1.2,-0.06,-1.08,0.21,1.34,-0.22,-1.71,0.54,-0.83,-0.69,-1.32,0.82,1.09,-1.51,-0.36,-1.22,1.69,1.28,-1.74,"h_2","d_10","m_14","2001-12-18","2003-02-28 02:00:00",26
-2.13,0.64,1.99,0.94,-0.99,-0.42,0.19,-0.94,-0.35,1.14,-1.87,-1.78,-1.23,-1.02,-0.96,-0.39,1.85,0.8,0.07,0.44,0.52,0.21,-1.55,-0.61,"h_11","d_10","m_20","2001-12-19","2003-08-29 11:00:00",41
1.65,-0.82,0.35,-0.49,-1.99,-0.88,1.0,-0.03,1.72,0.24,1.35,1.68,-0.39,0.13,-0.04,-2.0,1.33,-0.63,0.05,0.04,-0.87,0.46,-0.21,0.33,"h_7","d_10","m_29","2001-12-20","2004-05-30 07:00:00",46
-0.89,-0.67,-0.12,0.6,2.51,-0.59,-0.43,0.64,-0.05,1.46,-0.16,0.44,-0.98,-0.93,0.79,0.35,-1.07,-0.22,-0.34,0.02,-0.88,-0.36,0.63,-0.43,"h_8","d_8","m_15","2001-12-21","2003-03-29 08:00:00",31
1.71,0.85,0.13,1.33,-0.03,1.13,-0.34,0.04,0.71,-0.9,1.36,-0.68,0.84,-0.52,-0.18,-0.09,-0.39,2.03,-0.71,-0.71,-2.24,-0.26,0.52,-0.26,"h_7","d_9","m_0","2001-12-22","2001-12-31 07:00:00",16
0.29,0.55,-1.2,0.71,0.53,0.52,0.69,0.93,-0.19,0.5,-3.19,-1.32,-1.53,-0.83,0.33,0.16,0.58,-0.13,0.32,-1.73,-0.18,-0.08,0.24,-0.85,"h_9","d_8","m_19","2001-12-23","2003-07-31 09:00:00",36
-0.01,-0.45,0.47,0.04,-0.07,-1.07,-0.57,-0.68,-0.47,-0.14,0.71,-1.76,0.67,-0.96,-1.38,-0.65,-0.98,-1.51,1.18,-1.51,0.45,0.51,0.26,1.12,"h_7","d_9","m_0","2001-12-24","2002-01-02 07:00:00",16
-1.19,-3.24,-0.64,-0.17,0.9,0.53,0.39,0.4,-1.11,-0.33,-0.3,0.46,-0.33,0.66,0.07,0.23,1.2,1.87,1.37,0.27,-0.28,0.7,-0.69,0.19,"h_3","d_9","m_13","2001-12-25","2003-02-03 03:00:00",25
2.01,-0.6,1.74,0.06,0.38,0.55,-0.35,-0.07,0.85,-0.88,-1.08,-0.79,0.17,0.3,-1.63,0.1,0.11,0.68,0.34,1.35,-1.09,-0.21,0.48,-0.46,"h_11","d_9","m_22","2001-12-26","2003-11-04 11:00:00",42
-1.36,-1.48,-0.64,0.64,0.26,2.22,-1.33,-0.76,0.2,0.08,-2.28,0.22,0.59,1.09,0.79,0.32,-1.84,1.96,1.26,-0.74,2.24,-1.47,-0.16,-2.92,"h_1","d_10","m_12","2001-12-27","2003-01-06 01:00:00",23
-2.66,-0.31,0.59,0.42,0.4,-0.31,-0.19,-0.59,-1.36,-0.04,-0.41,-0.86,-0.06,-2.38,-0.44,-0.5,1.7,-0.5,0.24,2.56,1.86,-1.12,1.08,-0.82,"h_5","d_7","m_1","2001-12-28","2002-02-04 05:00:00",13
0.79,0.07,-1.97,-1.03,1.35,0.49,0.01,-0.94,-1.2,-0.22,0.63,-1.52,-0.22,0.18,0.64,1.03,-0.4,0.4,1.4,-0.33,1.6,0.57,-0.54,0.52,"h_9","d_8","m_6","2001-12-29","2002-07-07 09:00:00",23
-1.11,1.44,0.9,-1.46,0.55,-0.56,-1.97,0.35,0.86,-0.3,-1.19,0.22,-0.07,-1.66,1.0,-1.14,0.65,-0.35,0.54,0.48,0.84,0.41,-0.23,0.04,"h_3","d_9","m_16","2001-12-30","2003-05-09 03:00:00",28
0.43,0.31,1.02,0.37,-0.37,-0.14,0.92,0.12,1.04,-1.87,-1.37,-0.77,0.42,-0.16,1.24,1.65,0.54,-1.03,-1.22,-0.37,-1.18,2.31,-0.27,1.41,"h_9","d_7","m_6","2001-12-31","2002-07-07 09:00:00",22
-0.52,-0.12,0.02,0.09,-0.65,1.64,1.58,-0.06,-0.21,-0.54,-0.68,-0.33,0.43,-0.36,0.59,-1.27,-0.22,0.83,-1.75,-0.37,-1.24,0.26,0.7,-0.73,"h_5","d_10","m_11","2002-01-01","2002-12-11 05:00:00",26
0.26,1.02,0.21,0.38,0.15,-0.61,-1.17,-0.03,-0.64,0.8,-0.94,0.31,1.61,0.2,0.7,0.73,1.1,0.04,0.52,-1.55,-0.36,-0.14,1.0,0.16,"h_4","d_6","m_0","2002-01-02","2002-01-08 04:00:00",10
0.79,0.91,1.11,0.18,1.03,0.46,0.02,-1.14,-0.1,-0.56,0.81,-0.84,-0.13,0.34,0.61,-0.24,0.17,-0.5,0.94,0.57,-0.31,-0.62,0.91,0.22,"h_5","d_10","m_2","2002-01-03","2002-03-13 05:00:00",17
1.61,0.06,0.05,0.42,0.76,1.09,-1.09,0.41,-1.91,1.02,1.28,-1.27,0.26,-0.76,-0.93,1.89,-1.69,0.63,0.36,0.39,-0.05,-0.85,-0.49,-0.14,"h_11","d_11","m_29","2002-01-04","2004-06-15 11:00:00",51
1.15,-1.14,-0.12,-0.31,1.3,-0.45,-1.34,0.72,1.51,-0.31,0.75,-1.04,-0.51,2.11,0.43,1.5,1.69,0.86,-1.35,-0.67,-0.8,0.44,-0.72,1.09,"h_2","d_6","m_19","2002-01-05","2003-08-11 02:00:00",27
0.2,1.52,-0.41,-0.41,-0.12,0.95,1.28,-0.1,0.35,1.61,0.89,1.76,0.23,0.85,2.75,2.29,-0.62,0.47,0.03,0.08,0.15,-0.99,-0.56,0.33,"h_3","d_10","m_27","2002-01-06","2004-04-16 03:00:00",40
-0.82,-0.98,0.11,-0.78,1.31,-0.4,0.91,-0.85,0.96,-1.64,0.58,0.07,-0.79,0.09,-0.46,-0.06,-1.33,-0.13,-0.73,2.32,-0.39,-1.25,-0.27,1.08,"h_11","d_6","m_18","2002-01-07","2003-07-13 11:00:00",35
-0.79,0.61,0.71,-0.48,-0.66,0.69,-1.4,-0.74,-0.01,1.13,-1.12,0.41,1.05,0.95,0.99,-1.22,-1.58,-0.04,-0.56,0.51,-1.25,0.77,0.22,-0.2,"h_6","d_9","m_2","2002-01-08","2002-03-17 06:00:00",17
1.3,-1.74,-0.42,-0.51,-0.95,-0.32,0.94,0.69,-0.6,-1.31,-0.13,0.78,-0.84,0.23,0.28,-0.46,0.27,-0.46,1.04,-0.14,-0.83,-1.36,0.3,-1.01,"h_7","d_8","m_9","2002-01-09","2002-10-17 07:00:00",24
0.57,0.8,-1.48,-1.56,1.51,1.08,-0.65,-1.04,-0.81,-0.49,0.16,1.11,-0.86,0.2,0.92,-1.71,0.96,1.31,-0.75,-0.46,0.83,-0.77,-0.7,1.21,"h_1","d_7","m_29","2002-01-10","2004-06-17 01:00:00",37
-1.94,-0.55,-0.83,-0.1,-0.16,-0.65,2.28,0.98,-0.36,0.6,0.05,1.26,-0.34,-0.04,-0.65,-1.52,0.66,-0.57,0.13,1.09,-1.23,-0.92,0.61,1.72,"h_11","d_6","m_29","2002-01-11","2004-06-17 11:00:00",46
-1.21,1.79,-0.95,0.01,-0.6,0.11,0.59,-1.27,-1.28,0.64,0.55,-0.03,-0.91,1.78,0.9,1.09,-1.23,-1.87,-0.32,-1.11,-2.37,0.03,1.32,-1.16,"h_4","d_6","m_3","2002-01-12","2002-04-18 04:00:00",13
0.8,1.92,1.38,0.27,-0.4,-0.25,1.1,-0.3,-0.75,0.07,0.84,-0.07,-1.07,0.47,-0.1,-0.29,-0.0,0.55,1.5,-0.33,0.34,0.68,0.72,-0.47,"h_5","d_6","m_18","2002-01-13","2003-07-19 05:00:00",29
-0.26,-1.79,0.93,-0.02,-1.14,0.44,1.12,-0.51,1.48,0.76,0.31,0.89,0.78,0.68,-1.07,0.39,-0.65,-0.04,0.96,0.84,-0.64,0.87,0.59,1.79,"h_5","d_8","m_19","2002-01-14","2003-08-22 05:00:00",32
0.28,-1.91,0.07,0.79,0.33,-1.38,-0.73,-0.17,0.09,0.55,0.18,-1.95,0.82,0.55,-0.03,-1.82,-0.55,1.06,-1.18,-0.67,0.47,1.25,0.42,-0.28,"h_9","d_10","m_2","2002-01-15","2002-03-25 09:00:00",21
1.01,1.37,-0.43,-1.01,1.63,0.26,0.27,-0.63,0.71,-0.34,0.0,-0.24,0.39,-0.34,-1.46,1.45,-2.14,-0.63,1.44,0.12,0.2,-0.44,-1.07,-1.44,"h_9","d_9","m_28","2002-01-16","2004-05-25 09:00:00",46
1.56,0.22,1.05,0.03,1.23,0.49,-0.73,-0.31,-1.81,0.79,-0.28,0.67,1.49,-0.58,1.24,0.96,-1.2,-0.66,-0.43,0.75,2.83,2.85,-1.13,2.7,"h_7","d_8","m_2","2002-01-17","2002-03-25 07:00:00",17
-1.07,1.95,-1.76,-0.17,0.91,-0.59,-0.03,1.18,0.4,-0.14,0.02,-0.25,1.17,0.28,-0.22,-0.2,0.25,2.17,1.64,2.62,0.76,0.16,0.74,-0.6,"h_8","d_9","m_10","2002-01-18","2002-11-27 08:00:00",27
1.29,0.89,-0.91,-0.38,-0.54,-0.67,-1.65,-2.59,1.01,-0.73,0.64,0.57,0.86,-0.28,-1.1,1.04,-0.05,-0.4,0.32,-1.52,0.52,0.77,1.35,-1.32,"h_9","d_6","m_8","2002-01-19","2002-09-25 09:00:00",23
-0.29,-0.07,-0.23,0.03,-2.15,0.22,-0.5,0.82,0.49,-0.69,0.07,0.58,1.74,0.97,-1.12,-1.16,0.39,-0.31,0.48,1.01,1.18,0.29,-0.78,-0.2,"h_1","d_10","m_3","2002-01-20","2002-04-30 01:00:00",14
0.33,-0.46,-0.04,0.89,-1.42,-0.57,0.2,0.3,-0.5,-0.69,0.54,-1.32,-1.18,1.33,-0.39,0.24,0.37,1.3,1.06,-0.39,-1.44,-2.03,-0.39,-0.9,"h_4","d_10","m_1","2002-01-21","2002-03-03 04:00:00",15
0.49,-1.3,0.45,-0.2,-0.59,1.1,0.78,2.33,0.37,0.08,0.04,0.43,0.06,0.36,0.08,-0.29,-0.02,1.38,-1.24,-0.15,1.54,-0.29,-1.35,-0.01,"h_5","d_6","m_19","2002-01-22","2003-08-28 05:00:00",30
-0.57,-0.21,0.23,0.75,0.42,1.67,1.09,0.0,1.63,0.46,-0.06,1.29,1.52,2.82,-0.47,-0.48,-0.66,1.16,0.39,-0.58,0.18,1.41,-1.29,-1.42,"h_11","d_10","m_28","2002-01-23","2004-06-02 11:00:00",49
2.54,-0.23,-0.54,-1.67,2.03,-0.75,2.28,-2.8,-0.38,-1.74,-2.03,-0.64,-0.34,0.84,-0.61,-0.75,-1.4,-0.3,0.1,0.68,-1.5,0.75,0.32,-1.22,"h_3","d_10","m_25","2002-01-24","2004-03-05 03:00:00",38
-0.42,1.5,0.69,-0.83,0.84,-1.33,0.76,-1.12,-0.05,0.43,-1.54,0.03,-0.4,-0.83,1.51,0.9,0.18,-1.31,-0.66,0.08,-0.04,-0.23,0.17,1.31,"h_2","d_10","m_2","2002-01-25","2002-04-04 02:00:00",14
0.49,-1.43,0.65,1.19,-1.66,-0.92,-0.78,2.02,0.38,-1.14,0.65,-0.69,-1.22,-0.79,0.16,0.13,-1.31,-0.88,-0.12,-0.32,1.51,0.13,0.43,0.79,"h_4","d_9","m_23","2002-01-26","2004-01-04 04:00:00",36
0.17,0.04,0.83,-0.75,0.51,1.01,0.75,-0.38,1.13,-1.31,-0.44,-0.2,-1.5,-0.55,2.16,-0.64,-0.72,1.39,0.77,-1.79,-0.05,2.0,-0.4,-0.17,"h_7","d_9","m_20","2002-01-27","2003-10-06 07:00:00",36
-0.31,0.93,0.87,0.06,-0.25,0.04,0.71,1.06,-1.87,0.91,-0.03,1.7,0.49,0.85,0.96,0.52,1.63,-3.03,-1.45,1.44,-0.31,-0.95,0.43,-1.28,"h_9","d_7","m_13","2002-01-28","2003-03-07 09:00:00",29
0.38,-1.55,1.52,-0.59,1.02,-0.4,-0.57,-0.25,-0.7,0.58,-0.78,0.23,1.49,0.52,0.41,0.4,-0.65,0.39,-1.55,1.41,0.6,1.06,-2.18,0.96,"h_4","d_10","m_10","2002-01-29","2002-12-09 04:00:00",24
0.01,-1.11,-0.94,0.13,-1.64,-0.7,-2.49,0.4,-2.22,0.81,0.51,2.21,-2.89,-2.42,0.38,-0.17,1.6,0.52,0.12,-3.25,0.81,0.01,-1.79,-0.16,"h_10","d_6","m_6","2002-01-30","2002-08-05 10:00:00",22
-0.53,0.54,0.62,-0.39,-0.37,0.58,1.36,-0.13,-1.13,-1.75,0.54,1.43,-0.68,0.15,-0.95,1.16,-0.13,3.1,0.27,0.11,1.02,-0.37,0.29,1.24,"h_3","d_7","m_28","2002-01-31","2004-06-07 03:00:00",38
0.34,1.08,1.34,-0.47,2.31,0.56,0.76,-0.5,0.56,0.53,0.79,-0.77,0.82,-0.75,-0.84,0.62,-0.08,0.54,1.68,-0.97,1.1,0.14,-0.61,-0.57,"h_0","d_10","m_7","2002-02-01","2002-09-11 00:00:00",17
-1.39,0.42,0.99,2.18,-0.3,-1.6,1.32,-1.24,0.48,-0.86,0.35,0.72,0.08,0.31,1.71,-1.02,-0.66,-0.63,0.79,2.23,0.71,0.58,0.07,1.43,"h_6","d_6","m_0","2002-02-02","2002-02-08 06:00:00",12
0.28,0.52,0.53,-0.92,0.95,-0.48,-1.91,1.0,0.8,-0.15,0.39,-0.44,0.72,-1.12,0.77,-0.4,0.8,-0.9,-0.45,-1.22,-0.7,0.26,-0.95,1.58,"h_10","d_10","m_8","2002-02-03","2002-10-13 10:00:00",28
-0.24,-0.22,-2.44,-0.27,-1.04,-0.56,1.37,-0.04,-1.47,0.2,0.37,-1.78,0.92,-0.55,1.16,-0.01,-0.34,-2.5,-0.28,-0.3,-2.14,-0.64,-0.76,1.73,"h_3","d_11","m_22","2002-02-04","2003-12-15 03:00:00",36
-1.06,-1.55,-0.62,0.43,-0.02,-0.36,-0.07,-1.98,-0.23,1.58,-0.44,0.5,-0.54,-0.35,-0.96,0.44,0.45,-0.32,0.78,-0.2,0.49,-1.35,-0.75,1.4,"h_11","d_9","m_16","2002-02-05","2003-06-14 11:00:00",36
0.32,-1.48,0.33,2.34,0.76,-0.01,1.89,-2.14,1.29,-0.19,0.6,-0.2,-0.76,-1.03,1.23,-0.48,0.41,-0.23,0.01,0.42,0.45,1.92,-0.4,0.6,"h_2","d_11","m_2","2002-02-06","2002-04-17 02:00:00",15
0.4,-1.93,0.67,0.37,-0.18,0.5,0.66,-1.06,-1.11,0.11,0.45,-0.3,-0.32,1.03,-0.57,-1.64,-0.01,-0.39,0.16,-2.41,2.24,-0.31,-0.16,0.89,"h_5","d_8","m_20","2002-02-07","2003-10-15 05:00:00",33
-0.82,-0.52,0.8,-0.28,-1.18,-1.28,-0.93,0.27,-0.92,-0.66,0.23,-0.47,0.9,0.94,0.53,-0.2,1.99,-0.61,0.94,-0.54,0.13,0.79,-1.78,1.03,"h_8","d_10","m_25","2002-02-08","2004-03-18 08:00:00",43
0.11,0.44,-0.27,-0.79,-1.22,1.21,0.2,-0.55,0.55,-1.68,1.18,-0.56,-0.35,-0.31,0.74,-0.02,-0.05,-0.99,-0.85,1.54,0.32,1.44,-0.66,-0.65,"h_2","d_8","m_2","2002-02-09","2002-04-17 02:00:00",12
0.21,-0.57,1.2,0.28,0.97,-1.39,0.05,-0.99,-0.04,0.78,0.5,0.07,-0.15,-0.02,-2.73,-0.29,0.1,0.43,2.17,0.55,2.32,-0.15,0.33,0.04,"h_3","d_11","m_2","2002-02-10","2002-04-21 03:00:00",16
0.46,-0.83,-0.18,-0.17,-1.51,-0.24,0.4,1.0,-0.46,0.41,0.78,-1.08,0.47,-0.42,-1.24,1.2,-0.87,-0.35,-0.42,0.14,1.84,0.05,-0.57,-0.96,"h_0","d_9","m_10","2002-02-11","2002-12-20 00:00:00",19
0.15,-0.0,1.22,-0.79,-0.39,0.74,1.27,-0.96,-0.57,-0.94,0.34,-0.92,-2.02,-1.81,0.27,-1.76,-0.27,2.01,-0.21,0.29,0.02,-0.48,-0.08,-0.18,"h_5","d_7","m_4","2002-02-12","2002-06-19 05:00:00",16
-0.36,-1.4,0.28,-2.02,2.21,-1.18,0.18,-0.84,-1.67,-0.09,-0.6,-0.23,-2.42,-1.79,0.08,0.33,-2.02,1.18,-1.01,-0.49,-1.15,-0.86,-0.48,0.58,"h_3","d_6","m_15","2002-02-13","2003-05-19 03:00:00",24
-1.88,-0.35,-0.53,-0.8,-0.08,-2.43,2.01,0.02,0.49,-0.6,2.35,0.5,0.42,-0.44,-0.67,-1.08,0.04,1.22,0.0,0.14,0.6,0.39,0.92,1.33,"h_2","d_8","m_9","2002-02-14","2002-11-22 02:00:00",19
0.69,-0.95,-0.7,-0.58,1.22,-1.88,1.26,-1.22,0.39,-0.66,0.28,0.8,-0.47,0.47,-0.73,0.8,-0.16,0.29,-0.26,-0.75,-0.66,0.91,0.13,-0.06,"h_10","d_10","m_15","2002-02-15","2003-05-25 10:00:00",35
0.27,0.86,0.74,1.38,0.36,0.02,-1.09,-0.21,0.75,0.13,-1.08,2.57,-0.16,-0.59,-0.67,-0.83,-0.2,-0.44,-2.34,-1.46,-0.77,-0.29,0.76,-0.34,"h_4","d_11","m_11","2002-02-16","2003-01-27 04:00:00",26
-0.64,-1.09,1.55,0.04,-1.39,-0.45,-0.57,-0.83,-0.84,-1.21,0.24,1.4,-1.08,0.36,-0.1,1.53,-0.91,1.53,1.08,-0.1,0.2,0.57,-0.83,-3.24,"h_1","d_10","m_13","2002-02-17","2003-03-27 01:00:00",24
0.26,-0.12,1.2,0.44,-0.33,0.28,0.3,-0.71,0.78,0.1,-0.45,-0.5,0.24,0.1,-0.41,-0.45,-0.38,1.76,0.66,0.02,-0.14,-1.04,0.69,-0.44,"h_5","d_8","m_6","2002-02-18","2002-08-26 05:00:00",19
-1.92,0.3,-1.89,-0.53,-0.3,1.41,0.37,-0.4,3.2,0.28,-0.26,0.27,-0.56,0.23,0.84,0.17,-0.46,-0.6,0.14,-0.49,0.14,0.6,-0.23,2.2,"h_4","d_8","m_23","2002-02-19","2004-01-27 04:00:00",35
-1.52,-1.4,-1.43,-1.01,-0.79,-0.7,0.15,-0.86,-0.65,0.05,-0.08,0.07,1.24,-0.34,-1.75,0.11,1.74,-0.75,-0.15,-1.05,-0.07,0.16,0.79,-0.97,"h_2","d_7","m_10","2002-02-20","2002-12-27 02:00:00",19
0.59,-0.43,0.11,0.61,-0.82,-0.37,1.63,-0.85,1.25,-1.1,-0.46,0.5,-0.87,0.18,0.36,-2.22,-0.8,2.08,0.3,-1.4,0.04,1.24,-0.05,-1.84,"h_4","d_7","m_18","2002-02-21","2003-08-28 04:00:00",29
-1.85,1.28,-0.05,0.3,0.02,-0.97,-0.95,-0.06,-0.86,-1.1,0.43,-0.03,-0.02,-0.16,-0.39,1.44,-2.37,0.53,0.36,0.37,-0.76,0.95,-1.89,0.29,"h_8","d_7","m_28","2002-02-22","2004-06-29 08:00:00",43
0.43,1.53,-3.25,1.61,-1.28,-0.54,-0.69,-0.2,1.76,1.35,0.86,0.76,0.28,-2.76,0.72,0.43,-0.06,0.61,0.02,-0.91,0.71,0.61,1.51,0.88,"h_5","d_6","m_0","2002-02-23","2002-03-01 05:00:00",11
0.29,0.25,-0.47,-0.63,1.11,-0.05,0.23,0.88,-0.18,0.04,-1.89,0.33,0.78,-0.48,0.32,1.17,-1.41,-0.55,0.47,1.87,0.12,1.03,-0.19,0.42,"h_6","d_10","m_15","2002-02-24","2003-06-03 06:00:00",31
0.17,1.82,0.62,-0.25,-1.24,1.46,-0.06,0.37,-1.03,-1.75,1.19,-0.94,-0.64,-1.99,0.07,0.46,-0.24,0.09,1.21,0.11,-0.08,-0.3,-1.91,-1.61,"h_9","d_10","m_22","2002-02-25","2004-01-04 09:00:00",41
0.79,-0.47,0.76,-1.06,-0.78,-0.59,0.99,-3.09,-0.14,0.21,0.08,-0.01,0.16,-0.34,0.83,0.05,-0.0,0.4,-0.34,-0.04,0.48,-0.88,-1.11,0.94,"h_11","d_7","m_2","2002-02-26","2002-05-03 11:00:00",20
1.78,0.34,-0.45,-0.62,-0.52,0.43,-1.98,0.58,1.09,-1.69,0.75,-0.35,-1.31,-1.0,0.41,-0.23,-0.42,1.25,-0.55,-0.65,0.5,0.59,-0.5,-0.63,"h_7","d_9","m_18","2002-02-27","2003-09-05 07:00:00",34
-1.74,-0.09,0.56,0.99,0.01,-0.61,0.88,0.54,1.21,0.03,0.19,-0.11,0.42,0.02,-0.89,-0.87,-0.76,-0.35,0.83,-1.1,1.56,-1.11,0.25,-0.79,"h_8","d_9","m_21","2002-02-28","2003-12-07 08:00:00",38
-1.08,-0.26,-0.11,-0.17,0.05,-1.47,0.41,-0.58,-0.07,0.25,1.59,1.2,-1.66,-0.9,0.56,1.93,-0.73,-1.45,1.3,0.35,-0.46,-0.11,0.62,-0.76,"h_11","d_9","m_0","2002-03-01","2002-03-10 11:00:00",20
-2.17,-1.3,-1.17,-0.11,-0.68,1.11,-1.47,-1.3,-1.67,-1.5,-2.53,0.54,1.15,-0.67,1.09,-0.45,-1.01,-0.33,1.24,2.04,0.06,0.21,-0.1,2.9,"h_8","d_7","m_10","2002-03-02","2003-01-09 08:00:00",25
0.65,-1.64,0.41,-1.3,0.3,-0.19,0.48,-0.45,-0.27,-0.24,1.73,-1.08,0.64,-0.46,-1.63,1.27,-0.02,0.01,-1.99,-0.11,-0.54,-0.71,-1.95,-0.31,"h_11","d_6","m_13","2002-03-03","2003-04-09 11:00:00",30
-2.2,0.03,0.03,-1.06,1.01,1.73,-0.78,0.01,-0.64,-0.5,-0.35,-1.13,0.55,0.09,0.47,0.06,-0.7,1.23,-0.36,-0.31,-0.41,0.79,1.21,-0.95,"h_8","d_11","m_19","2002-03-04","2003-10-15 08:00:00",38
1.14,-0.88,-0.36,0.27,0.37,-0.85,-1.67,0.54,0.8,0.03,0.68,2.44,-0.64,-1.52,0.11,0.2,-0.76,-0.75,-0.92,-2.35,-0.39,-1.08,0.38,-1.66,"h_3","d_11","m_15","2002-03-05","2003-06-16 03:00:00",29
2.3,0.05,0.27,2.28,-0.19,1.28,-0.04,1.36,0.42,0.49,-0.11,-0.13,0.38,0.37,1.3,-0.6,1.2,-0.54,0.86,-0.48,0.09,0.98,-0.65,0.85,"h_7","d_10","m_24","2002-03-06","2004-03-16 07:00:00",41
-0.28,0.14,0.07,0.24,-0.05,-1.66,0.9,0.4,0.9,-0.93,-0.67,0.17,-0.14,-1.11,0.89,0.29,-0.27,0.28,1.07,0.57,-1.15,-0.34,-1.34,-1.94,"h_0","d_9","m_19","2002-03-07","2003-10-16 00:00:00",28
0.88,0.66,0.04,0.81,1.48,2.26,0.75,0.96,1.47,1.45,-0.16,-1.76,-1.07,-1.74,0.2,1.93,-0.06,-1.4,1.38,-1.15,2.78,0.06,1.09,0.57,"h_6","d_6","m_12","2002-03-08","2003-03-14 06:00:00",24
-1.27,-2.67,1.3,0.36,-0.64,-0.04,-0.45,-0.63,-0.2,0.65,0.1,0.61,2.19,-0.24,-0.24,-0.36,1.1,0.53,-1.33,0.54,-2.69,1.25,0.03,-0.84,"h_6","d_8","m_11","2002-03-09","2003-02-17 06:00:00",25
-0.15,-0.44,-1.67,0.65,-0.27,-0.56,-0.13,-0.48,-1.43,0.17,-0.7,0.74,-0.72,0.18,-0.49,0.31,-0.61,-1.07,-1.6,1.51,-0.72,-0.1,2.18,-1.68,"h_7","d_9","m_10","2002-03-10","2003-01-19 07:00:00",26
1.19,0.61,1.42,-0.36,0.67,-1.68,-2.18,-1.38,0.19,0.28,-0.78,1.44,-1.05,0.02,0.79,-0.18,0.55,1.2,0.37,-1.08,-0.29,0.14,1.35,-1.43,"h_2","d_6","m_14","2002-03-11","2003-05-17 02:00:00",22
