"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","h","d","m","purchase_date","return_date","target"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","",11.0,"","","",0
-0.83,"","","","","","","","","","","","","","","","","","","","","","",-1.96,"","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","",8.0,"","","",1
"","","","",-2.09,"","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","",0.91,"","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","2002-10-27 08:00:00",2
"","","","","","","","","","","","","","","","",0.89,"","","","","","","","","","","","",2
"","","","","","",1.86,"","","","","","","","","","","","","","",-0.72,"","","","","","","",0
"","","",-0.15,"","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","",-0.18,"","","","","","",-0.39,"","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
0.38,"",-0.53,"","","","","",-0.02,"","","","","","","",0.05,"","","","","","","","","","","","",1
"","","","","","","","","","","","","","",-2.86,"","",-2.57,"","","","","","","d_8","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","",3.53,"","","","","","","","","","","","","","",11.0,"","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","",-0.31,"","","","","","","","","","","","","","","","",3
"","","","","","","","","","","",1.12,"","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",-0.37,"","","","","","","","",10.0,"","","",2
"","","","","","","","","","","","","","","","","","","","",0.09,"","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","",0.31,"","","","","","","","","","","","","","","","",2
"","","","","","","","",1.54,"","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","",-0.53,"","","","","","","","",3
"","","","","","","","","","","","","","","","",-0.15,"","","","","","",-0.96,"","","","","",0
"","","","","","","","","","","","","","","","","","","",1.84,"","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","",26.0,"","",3
"","","","","","","","","","","","","","","","","","","","",-0.22,"","","","","","","","",3
"","","","","","","","","","","","","","","","","","","",1.92,"","","","","","","","","2002-12-24 08:00:00",3
"","",-1.64,"","","","","","","",2.17,"","","","","","","","","","","","","","",10.0,"","","",2
-1.0,"","","","","","","","","","","","","","","","","",4.92,"","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","",-0.26,-3.4,-0.36,"","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","",1.16,"","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","",0.24,"","","","","","","","","","","","","",3
"","","","","","","","","","","",-0.57,"","","","","","","","","","","","","","","","","",3
"","",2.69,"","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","",16.0,"","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"",-1.61,"","","","","","","","","","","","","","","","","","",-1.84,"","","","d_8","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","",-0.53,"","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","",-0.04,"","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","",1.52,"","","","","","","",0.39,"",0.91,"",-0.03,"","","","","",3
"","","","","","","","",1.5,"","","","","","","","","","","","","","","","","","","","",3
"","",-3.87,"","","",-0.14,"","","","","","","","","","","","","","","","","","","","","","",2
"",0.03,"","","","","","","","","","","","","","","","","","","",1.54,"","","","","","","",2
"","","","","","","","","",1.55,"","","","","","",-0.17,"","","","","","","","","","","","",1
"","","","","",-2.42,"","",0.6,"","","","","","","","","","",0.53,"","","","","","","","","",0
"","","","","",-4.14,"","","","","","","","","","","","","","",-1.67,"","","","","","","","",0
"","","","","","","","","","","","","","","","",1.43,"","","","","","",-0.19,"","","","","",2
"","","",-2.23,"","","","","","","","","","","","","","","","","","","","","","","","","2002-08-15 05:00:00",1
"","","","","","",-0.03,"","","","","","",-0.47,"","","","","","","","",1.16,"","","","","","2003-03-15 04:00:00",2
"","","","","","","","","","","","","","","","",0.29,"","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","",0.46,"","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","",5.0,"","",2
"","","","","","","","","",0.16,"","","","","",-0.41,2.55,"","","","","","","","","","","","",2
"","","","","","","","","","","","","",-1.99,"","","","","","","","","","","","",14.0,"","",1
"","","","","","","","","","","","","","","","",1.96,"","","","","","","","d_6","","","","2002-10-20 02:00:00",2
"","","","","","","",0.55,"","","","","","","","","","","","","","","",0.04,"","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"",-0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","",-0.58,"","","","","","","",0.3,"","","","","","","","",1
"","","","","","","","",-2.75,"","","","","","","",0.44,"","","","","","","","","","","","",1
"","","","","","","","","","","",0.79,"","","","","","",-1.75,"","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","",-0.56,"","","","",-1.04,"","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2001-08-26","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","",3.53,"","","","","",0.58,"","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","",16.0,"","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","",-0.99,"","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","",-3.97,"","","","","","","","","","d_9","","","","",2
1.16,"","","",-0.69,"",-0.32,"","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","",1.58,"","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","",0.22,"","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","",-1.1,"","","","","","","",2.0,"","","","","","","","","","","","","2003-12-19 07:00:00",1
-1.6,"","","","","","","","","","","","","","","","","","","","","","",-0.12,"","","","","",0
"","","","",-0.96,"","","","",-0.34,-1.79,"","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","",1.13,"","",1.14,"","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","",0.69,-1.09,"","","","","",2.45,"","","","",26.0,"","",1
"","","","","","","","","","","","","","","",1.59,"","","","","","",0.41,"","","","","","",1
"","","","","","","","","","","","","","","","","","","",-0.32,"","","","","","","","2001-09-15","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","",-3.2,"",0.26,"","","","","","","","","","","","","","","","",2
"","","","","",2.06,"","","",0.52,"","","","","","","","","","","","","","","","","","2001-09-18","",3
"","","","","","","","",3.19,"","","","","","","","","","","","",0.27,"","","","","","","2002-12-30 02:00:00",0
1.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","",2.76,"","","",-1.33,"","","","","","","","","","",1
"","","","","","",-0.93,"","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","",-1.38,"","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","",-2.81,"","","","","","","","","","","","",0
"","","","","",-4.32,"","","",0.49,"","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","",-1.39,"",-3.35,"","","","","","","","","","","","","","","","","",2
"","","","","","","","","","",-1.34,"","","","","","","","","","","","","","","","","","",2
-2.36,"",2.02,"","","","","","","","","","","","","","","","","","","","","","",8.0,24.0,"","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","",-1.24,0.78,"","","","","",1
"","","","","","","","","","","",-0.7,"","","","","","","","","","","","","","","","","",1
"","","","","","","","",-1.47,"","","","","","","","","",2.8,"","","","","","","","","2001-10-04","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","",0.65,"","","","","","","","","","","","","","","","","","","",0
"","","","","",1.27,"","","","","","","","","","","","","","","","","","","","","","","",3
"","",-4.54,"","","","","","","","","","","","","","","","","","","","","","",10.0,"","","",2
"","",-0.43,"","","","",0.71,"","","","","","","","",-2.36,"","","","","","","","","","","","",1
"","","","","","","","","","","","","","",2.17,0.23,"","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","",-2.9,"","","","",-2.03,"","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","d_11","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","",2.09,"","","",1.59,"","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","",-0.68,"","","",0.96,"","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","",1.12,"","","","","","","",2
"","","","","","","","","","","","","","","","","","","",-1.19,"","","","","","","","","",2
"",1.22,"","",-0.82,"","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","",-2.18,"","","","","","","","","","","","","","","","","",0
"","","","",-3.27,"","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","",-4.53,"","","","","","","","","","","","2002-08-03 04:00:00",0
0.03,"","","","","","","","","","","","","","","","","","","","","","","","d_11","","","","",0
"","","","","","","","","","","","","","","","","","","","",3.05,"","","","","",8.0,"","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","",18.0,"","",3
"","","","","","","","","","","","","","",0.33,"","","","","",-1.63,"","","","","","","","",1
-0.07,"","","","","",-0.8,"","","","","","","","","","","","","","","","","","d_6","",20.0,"","",1
"","","","","","","","","","","","",0.5,"","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","",-0.77,"","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","",-1.97,"","","","","2004-01-12 04:00:00",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","",1.47,"","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","2002-05-11 03:00:00",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","",1.12,"",-1.54,2.38,"","","","","","","","",2
"","","","","","","","",-1.74,"","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","d_9","","","","",0
"","","","","","",0.73,"","","","","","","","","","","","","",-1.04,"","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","",-1.6,"","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","",0.56,-0.38,"","","","","","","","","","","",2.27,"","","","","","","",2
"","","","","","","","","","","","","","","","","","",-0.17,"","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","",0.87,"","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",-2.25,"","","","","","","","","","","","",3
"","","","",-3.06,"","","","","","","","","","","",-0.94,"","","","","","","","","","","","",0
"","","","","","","","","","","",0.04,"","",-0.53,"","","","",-2.22,"","","","","","","","","",0
"","","","","","","",0.59,0.85,"","","","","","","","","","","","","","","","","","","","2001-11-28 02:00:00",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","",-1.68,-0.02,"","","","","","","","","","","","","","","",1
"","","",-0.86,"","","","","",-0.21,"","","","","","","","","","","","","","","d_6","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","",-1.8,"","","","","","","",0.56,"","","",-1.29,-3.75,"","","","","","",1
"","","","","","","",-0.81,"","","","","","","","","","","","","","","","","","","","","",3
"","","","","",-6.15,"","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","",1.55,"","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","",0.96,-0.59,"","","","","","","","","","","","","","","","",28.0,"","",1
"","","",-1.67,"","",-0.48,"",1.65,"","","","","","","","","","","","","","","","","","","","",3
"","","","",4.65,"","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"",-0.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","",2.31,"","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","",-2.54,-0.49,2.06,"","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","",-0.55,"","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",0.85,"","","","","","","","","","","","",3
"","",0.99,"","","","","","","","","","","","","","","","","","",0.83,"","","","","","","",3
"","","","","","","","","","","","","","","","","","",-1.34,"","","","","","","","","2001-12-14","",1
"","","","",3.47,"","","","","","","",-1.59,"","","","","","","","","","","","","","","","",3
"","","","","","","",0.15,"","","","","","","","",-0.9,"","","","","","","","","","","","",0
"","",-3.08,"","",-0.11,"","","","","","","","","","","","","","","","",-1.01,"","","","","","",2
"","","","","","","","","",-1.76,-0.99,"","","","","","","","","","","","","","","",7.0,"","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2001-12-19","",0
"","","","","","",0.08,"","","","","","","","","","","","","","","","","","","","","2001-12-20","",3
"","","","","","","","","","",-0.28,"","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","",-1.66,"","","","","","",0.69,"","","","","","","","","","2001-12-22","",3
"","","","","","","","","","","","","","","","","","","","","","","",1.06,"",9.0,"","","",3
"","","","","","","","","","","","","",2.63,"","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","",6.0,"","","",1
"","","","","","","","","","",-3.21,"","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","",-2.28,"","","","","",-1.8,"","","","","","","","","","","","","","",2
"",0.43,"","","","","","",4.0,"","","","","","","","","","","",-0.69,"","","","","","","","",1
"",0.67,"","","","","",-0.96,"","","","","","","","","",1.21,"","","","","","","","","","","",3
-0.18,"","","","","","","","","","",2.37,"","","","",-2.82,"","","","","",-0.77,0.71,"","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","",-1.77,"","","","","","",2
"","",-2.22,"","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","2002-06-13 02:00:00",0
"","","","","","","","","","","","","","","","","",-0.11,"","","","","","","","","","","",2
"","","",-2.26,"","","","","","","","","","",1.2,"","","","","",0.17,"","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","",-0.68,"d_9","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","",2.74,"","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","",-1.11,"","","","","","","","","","",3.95,"","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","",1.37,"",2.91,"","","","","","","","","","","","","","",2
"","","","","","","","","","",2.55,"",-1.38,"","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","",-0.35,"","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","",1.47,"","","","",-1.33,"","","","","","","",-0.08,"","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","",1.01,"","","","","","","","",2
"","","","",-0.95,"",-1.54,"","","","","","","","","","","","","","","","",0.02,"","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","",0.42,"","","","","","","","","","","",1.64,"","","","","",-1.9,"","","","","","","",2
"","","","","","","","","","","","","","",1.07,"","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","",1.18,"","","","","",28.0,"","",3
"","","","","","","","","","","","","","","","","","",-1.81,"","","","","","","","","","",2
"","","","","","","",0.37,-0.53,"","","","","","","","","","","","","","","","",7.0,"","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2002-01-31","",3
"","","","","","","","","","","","","","","","","","","","","","","",-1.6,"","","","","",2
"","","",-2.3,"","",0.06,-0.68,"","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","",-0.84,"","","","","","","","","","",2.59,"","","","","","","","",1
"","","","","","","","","","","","",-0.41,"","","","","","",-0.37,"","","","","","","","","",3
"","","",0.4,"","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","",-0.82,"","","","","","","","","","","","","","","",1.56,"","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004-06-18 03:00:00",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","",7.65,"","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"",0.16,"","",4.49,"","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
-1.01,"","","","","","",-2.43,"","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"",0.0,"","","","","","","","","","","","","",-2.97,"","","","","","","","","","","","","",1
"","","","","",0.4,"","","","","","","","",2.56,"","","","","","","","","","d_10","","","","",0
"","","","","","","","","","","",1.28,"","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","",1.65,"","","","","","","","","","",1
"","","","",-0.42,"","","","","","","","","","","","","","","","",0.51,"","","","","","","",0
"","","","","","","","",-1.05,"","","","","","","","","","","","","","","","","","","","",0
"","","","","",4.15,"","","","","","","","","","","","","","","","","",0.33,"","","","","",3
"","","","","","","","","","","","","","","","","","","",-1.21,"","","","","","",18.0,"","",3
"","","",-1.61,"","","","","","","","","",-2.8,"","","","","","","","","",0.96,"","","","","",1
"","","","","","","","","","","","","",1.65,"","","","","","","","",0.06,"","","","","","",1
"","","","","","","","","","","","","","","",3.9,"","","","","","","","","",9.0,"","","",0
"","",-2.49,"","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","",0.77,"","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","",-3.24,"","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","",0.79,"","","","","","2002-03-03","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","",1.87,"","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","",2.04,"","","","","","","",-3.76,"","","","","","","","","","",1
"","","","","","","","",1.81,"","","","",1.55,"","","","","","","","","","","","","","","",0
0.09,"","","","","","","","","","","","","","","","","",0.39,"","","","","","","","","","",3
"","","","",1.43,"","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","",-0.65,"","","","","",3
"","","","","","","","","","","","","","",-1.92,"","","","","","","","","","","","","","",2
"","","","","","","",-1.1,"","","","",-1.22,"","","","","","","","","","","","d_8","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","",0.52,"","","","","","","","","","",2
"","","","","","","","","","","","","","","",6.04,"","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","",0.47,"","","","",-0.72,"","",11.0,"","","",0
"","","","",0.3,"","","","","","","","","","","","","","","","","","","","","","","2002-03-17","",2
"","","","","","","","","","","","","","","","",3.6,"","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","",-0.21,"","",6.0,"","","",1
"","","","","","","","","","","","","","","","",0.72,"","","","","","","","","",2.0,"","",3
"","","","","","","",-1.84,"","","","","","","","","","","","","","","","","","","","2002-03-21","",1
"","","","","","",-0.29,"","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","",3.57,"","","","","","","","","","","2002-03-23","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","",-5.71,"","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","",-0.17,"","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","",-3.95,"","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
-0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","",-1.25,"","","","","","","",-0.93,"","","","","","","",0
"","","","","","",-0.51,"","","","","","","","","","","","",-0.69,"","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","",0.14,"","",8.0,"","","",1
"","","","","","","","","","","","","","","","","","","",1.44,"","","","","","","","","",3
"","","","","","","","","","","",0.92,"","","","","","","","","","","",-1.09,"d_11","","","","",3
"",-0.32,"","","","","","","","","","","",2.42,"","","","","","","","","","","","","","","",2
"","","","","",0.8,"","","","","","","","","","","","","","",-3.64,"","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","2002-10-15 02:00:00",0
"","","","","",-1.61,"","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",2.93,"","","","","","","","","","","","",3
"","","","","","","","","","","","",-1.38,"","","","","","","","","","","","","","","","",2
"","","","","","","","","",-0.86,"","","","","","","",1.49,"","","","","","","d_10",10.0,"","","",2
"","","","","","","","","","","","","","","","","","","","",4.94,"","","","","","","","",0
"","","","","","","","","","","","","","","","","","","",-0.77,"","","","","",10.0,"","2002-04-13","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","",0.11,"","","","","","",2
"","","","","","","","","","","","","","","","",-1.07,"","","","","","","","","","","","",3
"","","","","","",0.03,"","","","","","","","","","","","","","","","","","","","","","",1
1.16,"","","","","","",2.4,"","","","","","",0.78,"","","","","","","","","","","","","","",2
"","","","","","","","",-2.68,"","","","","","","","","","","","","","","","","","","","",1
"","","","","","","",0.46,"","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","",-1.25,"","","","","","",2
"","","","","","","","","","",-1.92,"","","","","","","","","","","",2.43,"","","","","","",0
"","","","","","","","","","","","","",4.63,"","","","","","","","","",1.89,"","","","","2004-07-07 01:00:00",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","",-1.7,"","","","","",3
