"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
"","","","","","","","",-1.09,"","","","","","","","","","","","","","","","","","","","","","","",10
"","",-0.44,"","","",-5.1,"","","","","","","","","","","","","","","","","","","","","","","","","",10
"",-0.61,"","","","","","","","","","","","","","","","","","","",0.4,"","","","","","","","","","",4
"","","","","","","","","",-1.78,"","","","","","",0.63,"","","","","","","","","","","","","","","",58
"","","","","",-4.99,"","",-0.33,"","","","","","","","","","",3.18,"","","","","","","","","","","","",53
"","","","","",1.81,"","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","",53
"","","","","","","","","","","","","","","","",4.77,"","","","","","",-2.44,"","","","","","","","",39
"","","",-1.92,"","","","","","","","","","","","","","","","","","","","","","","","",0.86,"","","",41
"","","","","","",1.16,"","","","","","",0.08,"","","","","","","","",-3.91,"","","","","",-1.37,"","","",63
"","","","","","","","","","","","","","","","",-3.78,"","","","","","","","","","","","","","","",27
"","","","","","","","","","","","","","","","","",0.42,"","","","","","","","","","","","","","",43
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.77,"","","","","",24
"","","","","","","","","",1.53,"","","","","",0.87,2.56,"","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","",1.42,"","","","","","","","","","","","",-0.12,"","","","","",19
"","","","","","","","","","","","","","","","",2.39,"","","","","","","",-0.38,"","","",0.83,"","","",19
"","","","","","","",-5.28,"","","","","","","","","","","","","","","",-1.44,"","","","","","","","",61
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",52
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33
"",-2.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",57
"","","","","","","","","","","","",2.62,"","","","","","","",2.47,"","","","","","","","","",0.72,"",29
"","","","","","","","",0.54,"","","","","","","",3.33,"","","","","","","","","","","","","","","",12
"","","","","","","","","","","",-0.03,"","","","","","",1.53,"","","","","","","","","","","","","",50
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","",3.02,"","","","",0.29,"","","","","","","","","","","","","","","","","","","","",31
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",40
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.17,49
"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.05,"","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",39
"","","","",0.1,"","","","","",0.45,"","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.55,"","","","","",37
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.13,"",37
"","","","","","","","","","","","","","","","","","","","","","","",1.21,"","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",63
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",50
"","","","","","","","","","","","","","",-0.72,"","","","","","","","","",-0.44,"","","","","","","",4
0.01,"","","",-0.49,"",-9.49,"","","","","","","","","","","","","","","","","","","","","","","","","",23
"","","","","","","","","","","",0.46,"","","","","","","","","","","","","","","","","","","","",41
"","","","","","","","","","","","","","","","","",-0.26,"","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",40
"","","","","","","",2.89,"","","","","","","",4.37,"","","","","","","","","","","","",-1.05,"","","",39
-2.11,"","","","","","","","","","","","","","","","","","","","","","",5.04,"","","","","","","","",11
"","","","",0.5,"","","","",-0.24,-0.64,"","","","","","","","","","","","","","","","","","","","","",34
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20
"","",-0.71,"","",-6.11,"","","","","","","","","","","","","","","","","","","","","","","","","","",39
"","","","","","","","","","","","","","",-0.26,-0.66,"","","","","",-1.5,"","","","",0.81,"","","","","",57
"","","","","","","","","","","","","","","",-2.95,"","","","","","",6.53,"","","","","","","","","",42
"","","","","","","","","","","","","","","","","","","",1.99,"","","","","","","",1.27,"","","","",39
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","",-1.71,"",-2.19,"","","","","","","","","","","","","","","","","","",-0.04,45
"","","","","",-3.17,"","","",6.79,"","","","","","","","","","","","","","","","","",1.34,"","","","",61
"","","","","","","","",0.7,"","","","","","","","","","","","",1.01,"","","","","","",1.28,"","","",26
-0.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",23
"","","","","","","","","","","","","","",-1.96,"","","",0.43,"","","","","","","","","","","","","",10
"","","","","","",12.05,"","","","","","","","","","","","","","","","","","","","","","","","","",44
"","","","","","","","","",-1.1,"","","","","","","","","","","","","","","","","","","","","","",51
"","","","","","","","","","","","","","","","",-1.59,"","","","","","","","","","","","","","","",7
"","","","","",-2.34,"","","",3.42,"","","","","","","","","","","","","","","","","","","","","",-1.13,33
"","","","","","","","","",4.27,"",-1.45,"","","","","","","","","","","","","","","","","","",-0.46,"",17
"","","","","","","","","","",-0.97,"","","","","","","","","","","","","","","","","","","","","",16
-0.11,"",0.76,"","","","","","","","","","","","","","","","","","","","","","",2.3,-0.77,"","","","","",31
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",23
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",45
"","","","","","","","","","","","","","","","","","","","","","",-1.7,-0.2,"","","","","","","","",23
"","","","","","","","","","","",-0.33,"","","","","","","","","","","","","","","","","","","","",63
"","","","","","","","",0.44,"","","","","","","","","",-1.48,"","","","","","","","",-0.87,"","","","",62
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",51
"","","","","","","","","",2.01,"","","","","","","","","","","","","","","","","","","","","","",19
"","","","","",-0.75,"","","","","","","","","","","","","","","","","","","","","","","","","","",44
"","",-1.13,"","","","","","","","","","","","","","","","","","","","","","",2.44,"","","","","","",48
"","",-0.19,"","","","",1.12,"","","","","","","","",3.94,"","","","","","","","","","","","","","","",61
"","","","","","","","","","","","","","",-1.37,-2.0,"","","","","","","","","","","","","","","","",52
"","","","","","","","","","","","","","","","","","",-1.98,"","","","",1.09,"","","","","","","","",20
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","",0.19,"","","","","","","",41
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.05,"","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22
"","",-1.59,"","","",7.79,"","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","",2.11,"","","",3.23,"","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","",-0.45,"","","","","","","","","","",37
"","","","","","","","","","","","","","","","","","","",2.43,"","","","","","","","","","","","",9
"",-0.13,"","",-1.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","",54
"","","","","","","","","","","",0.17,"","","","","","","","","","","","","","","","","","","","",41
"","","","",-1.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","",-2.25,"","","","","","","","","","","",0.18,"","","",31
0.6,"","","","","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","",0.41,"",37
"","","","","","","","","","","","","","","","","","","","",3.75,"","","","","",1.01,"","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","",1.19,"","","","","",40
"","","","","","","","","","","","","","",-0.98,"","","","","",3.99,"","","","","","","","","","","",19
-0.16,"","","","","",3.3,"","","","","","","","","","","","","","","","","",-0.43,"",1.77,"","","","","",50
"","","","","","","","","","","","",5.64,"","","","","","","","","","","","","","","","","","","",40
"","","","","","","","","","","","","","","","","","","",-2.7,"","","","","","","","","","","","",54
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30
"","","","","","","","","","","","","","","","","","","","","","","",0.71,"","","","",-0.21,"","","",42
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",46
"","","","","","","","","","","","","","","",1.55,"","","","","","","","","","","","","","","","",55
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.82,"","","",55
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",59
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","",0.05,"",-5.58,3.59,"","","","","","","","","","","",44
"","","","","","","","",1.23,"","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61
"","","","","","","","","","","","","","","","","","","","","","","","",-1.3,"","","","","","",3.72,63
"","","","","","",12.01,"","","","","","","","","","","","","",-2.27,"","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",59
"","","","","","","","","","","","","","","","","","","","",-2.14,"","","","","","","","","","","",20
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18
"","","","","","","","",-0.9,-3.27,"","","","","","","","","","","",-1.32,"","","","","","","","","",1.14,12
"","","","","","","","","","","","","","","","","","",-0.19,"","","","","","","","","","","","","",30
"","","","","","","","","","","","","","","","","","","",1.45,"","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15,0.29,4
"","","","","","","","","","","","","","","","",0.79,"","","","","","","","","","","","","","","",41
"","","","",1.26,"","","","","","","","","","","",6.48,"","","","","","","","","","","","","","","",35
"","","","","","","","","","","",-0.21,"","",-2.39,"","","","",-1.04,"","","","","","","","","","","","",28
"","","","","","","",-5.42,0.69,"","","","","","","","","","","","","","","","","","","",-0.25,"","","",19
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",62
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.57,"",-0.39,37
"","","","","","","","","","","","",-0.6,-0.41,"","","","","","","","","","","","","","","","","","",28
"","","",-0.37,"","","","","",-1.88,"","","","","","","","","","","","","","",-1.13,"","","","","","","",27
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",34
"","","","","","","","","",1.08,"","","","","","","",-0.79,"","","",0.1,-0.38,"","","","","","","","","",55
"","","","","","","",-2.95,"","","","","","","","","","","","","","","","","","","","","","","","",42
"","","","","",-0.41,"","","","","","","","","","","","","","","","","","","","","","","","","","",62
"","","","","","",11.03,"","","","","","","","","","","","","","","","","","","","","","","","","",29
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24
"","","","","","","","",0.5,-6.99,"","","","","","","","","","","","","","","","",-1.15,"","","","","",47
"","","",-2.65,"","",0.19,"",0.88,"","","","","","","","","","","","","","","","","","","","","","","",38
"","","","",0.53,"","","","","","","","","","","","","","","","","","","","","","","","","","","",19
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33
"",0.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",59
"","","","",-5.06,"","","","","","","","","","","","","","","","","","","","","","","","","","",-2.56,4
"","","","","",2.78,-1.21,-1.03,"","","","","","","","","","","","","","","","","","","","","","","","",42
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","",0.75,"","","","","","","","","","","","","","","","",0.89,"",-0.46,16
"","","","","","","","","","","","","","","","",-0.64,"","","","","","","","","","","","","","","",34
"","",0.92,"","","","","","","","","","","","","","","","","","",1.42,"","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","",0.17,"","","","","","","","",0.61,"","","","",16
"","","","",2.7,"","","","","","","",0.49,"","","","","","","","","","","","","","","","","","","",28
"","","","","","","",-0.62,"","","","","","","","",-0.25,"","","","","","","","","","","","","","","",10
"","",0.29,"","",-3.03,"","","","","","","","","","","","","","","","",-0.75,"","","","","","","","","",44
"","","","","","","","","",2.11,-0.3,"","","","","","","","","","","","","","","",0.78,"","","","","",16
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.31,"","","","",59
"","","","","","",4.64,"","","","","","","","","","","","","","","","","","","","",0.38,"","","","",52
"","","","","","","","","","",-0.33,"","","","","","","","","","","","","","","","","","","","","",51
"","","","","","","","","","",-0.42,"","","","","","",-1.55,"","","","","","","","","",0.51,"","","","",37
"","","","","","","","","","","","","","","","","","","","","","","",1.71,"",1.01,"","","","","","",20
"","","","","","","","","","","","","",-0.74,"","","","","","","","","","","","","","","","","","",36
"","","","","","","","","","","","","","","","","","","","","","","","","",4.31,"","","","","","",19
"","","","","","","","","","",1.51,"","","","","","","","","","","","","","","","","","","","","",20
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60
"","","","","","","","",-0.41,"","","","","",-1.0,"","","","","","","","","","","","","","","","","",15
"",-0.19,"","","","","","",0.39,"","","","","","","","","","","",-3.66,"","","","","","","","","","","",20
"",-1.8,"","","","","",-0.39,"","","","","","","","","",0.13,"","","","","","","","","","","","","","",15
-2.06,"","","","","","","","","","",0.79,"","","","",2.01,"","","","","",0.01,2.61,"","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",58
"","","","","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","","",-0.45,"",18
"","",-0.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.39,"","","",10
"","","","","","","","","","","","","","","","","",0.77,"","","","","","","","","","","","","","",39
"","","",-3.49,"","","","","","","","","","",0.13,"","","","","",1.99,"","","","","","","","","","","",33
"","","","","","","","","","","","","","","","","","","","","","","",6.11,0.71,"","","","","","","",45
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",42
"","","","","","","","","","","","","","",-2.13,"","","","","","","","","","","","","","","","","",56
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.3,18
"","","","","",3.4,"","","","","","","","","","",5.26,"","","","","","","","","","","","","","","",61
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","",0.06,"",-1.54,"","","","","","","","","","","","","","","","","",47
"","","","","","","","","","",1.28,"",-2.6,"","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",63
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",63
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.35,37
"","","","","","","","","","","","","","","","","","",-1.41,"","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","",-2.48,"","","","",-0.84,"","","","","","","",0.46,"","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","",-2.76,"","","","","","","","","","","",17
"","","","",-1.03,"",-0.58,"","","","","","","","","","","","","","","","",-2.27,"","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32
"","","",5.82,"","","","","","","","","","","",-6.3,"","","","","",-0.29,"","","","","","","","","","",11
"","","","","","","","","","","","","","",-0.77,"","","","","","","","","","","","","","","","","",31
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","",-0.13,"","","","","",0.11,"","","","","",59
"","","","","","","","","","","","","","","","","","",-1.16,"","","","","","","","","","","","","",37
"","","","","","","",0.38,-0.14,"","","","","","","","","","","","","","","","",1.39,"","","","",1.06,"",21
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.23,"","","","",19
"","","","","","","","","","","","","","","","","","","","","","","",-0.31,"","","","","","","","",31
"","","",2.1,"","",1.28,-1.01,"","","","","","","","","","","","","","","","","","","","","","","","",60
"","","","","","","","","",5.72,"","","","","","","","","","",5.32,"","","","","","","","","","","",11
"","","","","","","","","","","","",-1.61,"","","","","","",-0.66,"","","","","","","","","","","","",52
"","","",-0.65,"","","","","","","","","","","","","","","","","","","","","","","","","",0.44,"","",36
"","","","","","","",1.23,"","","","","","","","","","","","","","","",0.08,"","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.84,"","","",22
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.8,"","",11
"","","","","","","","","","","","","","","","","","","","",-1.61,"","","","","","","","","","","",18
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32
"",1.86,"","",-2.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","",44
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24
-2.49,"","","","","","",1.4,"","","","","","","","","","","","","","","","","","","","","","","","",24
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"",0.61,"","","","","","","","","","","","","",-0.92,"","","","","","","","","","","","","","","","",24
"","","","","",5.53,"","","","","","","","",1.88,"","","","","","","","","",-1.3,"","","","","","","",17
"","","","","","","","","","","",2.08,"","","","","","","","","","","","","","","","","","","","",47
"","","","","","","","","","","","","","","","","","",-1.07,"","","","","","","","","","","","","",23
"","","","",-0.12,"","","","","","","","","","","","","","","","",-0.73,"","","","","","","","","","",37
"","","","","","","","",-0.89,"","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","",0.69,"","","","","","","","","","","","","","","","","",-0.15,"","","","","","","","",54
"","","","","","","","","","","","","","","","","","","",0.63,"","","","","","",1.11,"","","","","",38
"","","",0.95,"","","","","","","","","",-1.24,"","","","","","","","","",-3.79,"","","","","","","","",40
"","","","","","","","","","","","","",1.01,"","","","","","","","",-2.69,"","","","","","","","","",5
"","","","","","","","","","","","","","","",2.42,"","","","","","","","","",5.16,"","","","","","",54
"","",-0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43
"","","","","","","","","","","","","","","","","","","","","","",1.23,"","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","",-0.2,"","","","","","","","","",29
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","",0.98,"","","","","",-1.39,"","","","",21
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","",-0.59,"","","","","","","","","","","","","","","","","","","","","",1.31,"",20
"","","","","","","","","","",-0.3,"","","","","","","",0.62,"","","","","","","","","","","","","",29
"","","","","","","","",-0.06,"","","","",0.1,"","","","","","","","","","","","","","","","","","",1
2.06,"","","","","","","","","","","","","","","","","",-0.81,"","","","","","","","","","","","","",38
"","","","",-1.91,"","","","","","","","","","","","","","","","","","","","","","","","","","","",63
"","","","","","","","","","","","","","","","","","","","","","","",2.55,"","","","","","","","",4
"","","","","","","","","","","","","","",-3.56,"","","","","","","","","","","","","","","",0.8,"",61
"","","","","","","",4.63,"","","","",0.5,"","","","","","","","","","","",1.61,"","","","","","","",43
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",45
"","","","","","","","","","","","","","","","","","",-0.62,"","","","","","","","","","","","","",49
"","","","","","","","","","","","","","","",-1.35,"","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","",-0.89,"","","","",0.02,"","",-0.59,"","","","","","",9
"","","","",-4.32,"","","","","","","","","","","","","","","","","","","","","","",0.2,"","","","",35
"","","","","","","","","","","","","","","","",3.01,"","","","","","","","","","","","","","","",25
"","","","","","","","","","","","","","","","","","","","","","",-0.75,"","",-0.13,"","","","","","",42
"","","","","","","","","","","","","","","","",-9.08,"","","","","","","","","",-0.78,"","","","","",20
"","","","","","","",-1.25,"","","","","","","","","","","","","","","","","","","",-0.67,"","","","",34
"","","","","","",-4.12,"","","","","","","","","","","","","","","","","","","","","","","","","",59
"","","","","","","","","","","","","","","","",-3.57,"","","","","","","","","","",-1.19,"","","","",35
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",57
"","","",-3.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",26
"","","",2.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",63
"","","","","","","","","","","","","","","","",-2.35,"","","","","","","","","","","","","","","",54
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53
-1.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","",-0.89,"","","","","","","",0.74,"","","","","","","","","","",37
"","","","","","",-3.09,"","","","","","","","","","","","",-2.29,"","","","","","","","","","","","",52
"","","","","","","","","","","","","","","","","","","","","","",-2.44,"","",3.13,"","","","","","",7
