"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity","target"
"","","","","","","","","",224100
"","","","","","","","","",243100
"","","","","","","","","",231600
"",37.83,"","",1750.0,"","","","",218500
"","","","","",1786.0,1037.0,"","",234100
"","","","","","","","","",327600
"","","","","","","","","",347600
-122.24,"","","","","","","","",366100
"","","","","","","","","",335000
"","","","","","","","","",373600
"","","","","","","","","",389500
"","","","","","","","","",391100
-122.22,"","","","","","","","",337300
"","","","","","","","","",295200
"",37.84,"",3424.0,"","","","","",292300
"","","","","","","","","",411500
"","","","","","","","","",311500
"","","","","","","","","",325900
"","","","","","","","","",392600
"","","","","","",443.0,"","",319300
"","","","","","","","","",333300
"","","","","","","","","",335200
"","","","","","","","","",351200
-122.19,"","","","","","",6.8538,"",368900
"","","","",264.0,"","","","",365900
"","","","","","","","","",366700
"","",39.0,"","","","","","",362800
"","","","","","","","","",483300
"","","",2375.0,"","","","","",331400
"","","","","","","","","",323500
"","","","","","","","","NEAR BAY",216700
-122.21,"","","",535.0,951.0,"",3.0812,"",233100
"","","","","","","","","",296400
"","","","","","","","","",273700
"","","","","","","","","",227700
"","","","","","",441.0,"","",199600
"","","","","","","","","",239800
"","","","","","","",4.072,"",270100
"","","","","",1034.0,"","","",302100
"","","","","","","","","",269500
"","","","","","","","","NEAR BAY",314700
"","","","","","","","","",390100
"","","","","","","","","",410300
"","","","",313.0,"","","","",352400
"","","","","","","","","",287300
"","","","","","","","","",348700
"","","","","","","","","",243800
"","","","","","","","","",211500
"","","","","",1197.0,"","","",218400
"","","","","","","","","",269900
"","","","","","","","","",218800
"","",42.0,"","","","","","",225000
"",37.8,43.0,"","","","","","",250000
"","","","","","","","","",171400
"","","","","",1335.0,"","","NEAR BAY",193800
"","","","","","","","","",125000
"","","","","","","",1.7772,"",97500
-122.25,"","","","","","","","",125000
"","",52.0,"","","","","","",138800
"","","","","","",543.0,"","NEAR BAY",116700
"","","","","",1710.0,"","","",151800
-122.24,"","","","","","","","",127000
"","","","","","","","","",128600
"","","","","","","","","",140600
"","","","","","","","","",182700
"","","","","","","","","",146900
"","","","","","","","","",122800
"","","","","","","","","",169300
"","","","","","","","","",126600
"","","","","","","","","NEAR BAY",127900
"","","","","","","","","",123500
"","","","","","","","","",111900
"","",43.0,"","","","","","",112800
"","","","","","","","","",107900
"","","","","","","","","NEAR BAY",137500
"","","","","","","","","",105500
"",37.79,"","","","","","","",95500
"",37.79,"","","","","","","",116100
"","","","","",1284.0,"","","",112200
"","","","","","","","","",75000
"","","","","","","","","",112500
"","","","","","","","","",125000
"","","","","","","","","",115000
"","","","","","","","","",95000
"","","","","","","","","",96400
"","","","","","","","","",72000
"","","","","","","","","",71300
"","","","","","","","","",80800
"","","","","","","","","",128800
"","","","","","","","","",112500
"","","","","","","","","NEAR BAY",119400
"","","",2340.0,"","","","","",118100
"","","","","","","","","NEAR BAY",122500
"","","","","","","","","",106300
"","","","","","","","","",132500
"","","","","","","","","",122700
"","","","","","","","","",113300
"","","","","","","","","",109500
"","","","","","","","","",164700
"","","","","","","","","",125000
"","","","","","","","","",124700
"","","","","","","","","",136700
"","","","","","","","","",141700
"","","","","","","","","",150000
"","","","","","","","","",138800
"","","","","","","","","NEAR BAY",139200
"","","","","","","",2.875,"",143800
"","","","","",1109.0,"","","",156500
"","",39.0,"","",1221.0,"","","",151000
"","","","","",1115.0,"","","",273000
"","","","","","","","","",217100
"","","","","","","","","",187100
"","","","",354.0,"","","","",239600
"","","","","","","","","",229700
"","","","","","","","","",257300
"","",46.0,"","","","","","",246900
"","",50.0,"","","","","","",179900
"","",40.0,"","","","","","",169600
"","","","","","","","","",203300
"","","","","","","","","",263400
"","","","","","","",4.6563,"",231800
"","","","","","","","","",140500
"","","","","","","","","",126000
"","","","","","","","","",122000
"","","",1621.0,"",1354.0,"","","",134700
-122.21,"","","","","","","","",139400
"","","","","","","","","NEAR BAY",115400
"","","","","","","","","",137300
"","","","","","","","","",137000
"","","","","","","","","",142600
"","","","",244.0,"","","","",137500
"","","","","","","","","",111700
"","","","","","","","","",126800
"","","","","","","","","",111300
"","","","","","","","","",114800
"","","","","","","","","",102300
"","","","","","","",2.0801,"",131900
"","","","",463.0,"","","","",119100
"","","","","","","","","",80600
"","","","","","","","","",80600
"","","","","","","","","",88800
"","","","","","","","","",102400
"",37.77,"","","","","","","",98700
"","","","","","","","","",100000
"","","","","","","",1.8039,"",92300
"","","","",597.0,"","","","",94800
"","","","",415.0,"","","","",102000
"","","","","","","","","",158400
"","","","","","","","","",121600
"","","","","","","","","NEAR BAY",129100
"","","","","","","","","",121400
"","","","","","","","","",102800
"","","","","","","","","",160000
"",37.77,"","","","","","","",143900
"","","","","","","","","",151200
"","","","","","","","","",164400
"","","","","","","","","NEAR BAY",156500
"","","","","","","","","",225000
"","","","","","","","","",174200
"","","","","","","","","",166900
"","","","","","",327.0,"","",163500
"","","","","","","","","",253000
"","","","","","","","","",240700
"","","","","","","","","",208100
"","","","","","","",2.9514,"",198100
"","","","","",546.0,"","","",172800
"","","","","","","","","",336700
"","","","","","","","","",318200
"","","","","","","","","NEAR BAY",285800
-122.13,"","","","",916.0,"","","",293000
"","","","","","","","","",371000
"","","","","","",267.0,"","",157300
"","","","","","","","","",135300
"","","","","","","","","",136700
"","","","","","","","","",160700
"","","","","","","","","",140600
"","","","","","","","","",144000
"","","","","","","","","",161900
"","","","","","","","","",156300
"","","","",397.0,"","","","",176000
"","","","",349.0,"","","","",145800
"","","","","","","","","",141900
"","","","","","","","","",90700
"","","","","","","","","",90600
"","","","","","","","","",107900
"","","","","","","","","",107000
"","","","","","","","","",98200
"","","","","","","","","",89500
"","","","","","","","","",93800
"","","","","","","","","",96700
"","","","","","","","","",97500
"","","","","","","","","",97300
-122.18,"","","","","","","","",91200
"","","","","",790.0,"","","",91400
"","","","","","","","","",96200
"","","","","","","","","",120100
"","","","","","","","","",100000
"","","","","","","","","",94700
"","","","","","","","","",85700
"","","","","","","","","",89300
"","","","","","","","","",101400
"","","","","","","","","",72500
"","","","","","","","","",74100
"",37.75,"","","","","","","",70000
"","","","","","","","","",84600
"","","","","","","","","",81800
"","","","","","","","","",81400
"","","","","","","",0.8012,"",81800
"","","","","","","","","",85800
"",37.74,"","","","","","","",87100
"","",42.0,"","","",123.0,"","",83500
"","","","","","","","","",79700
"","","","","","","","","",83400
-122.19,"","","","","","","","",84700
"","","",909.0,"","","","","",80000
"","","","","","","","","",76400
"","","","","","",136.0,"","",79700
"","","","","","","","","",82400
"","","","","","","","","",97700
"","","","","","","","","",97200
"","","","","","","",2.4776,"",101600
"","","","","","","","","",86500
"","","","","","","","","",90500
"","","","","","","","","",107600
"","","","","","",178.0,"","",84200
"","","","","","","",2.2467,"",88900
"","","","",76.0,"","","","",80700
"","","","","","","","","",87100
"","","","","","","","","",85100
"","","","","","","","","",82000
"","","","","","","","","",82800
"","","","","","",213.0,"","",84600
"","","","","",651.0,"","","",82100
"","","","","","","","","",89300
"","","","","","","","","",98300
-122.17,"","","","","","","","",92300
"","","","","","","","","",88800
"","","","","","","","","",90000
"","",45.0,"","","","","","",95500
"","","","","","","","","",91700
"","","","","","","","","",100400
"","","","","","","","","",94800
"","",46.0,"","","","","","",164300
"","","","","","","","","",155500
"","","","","","","","","",196900
"","","","","","","","","",279100
"","","","","","","",5.5701,"",252800
"","","","","","","","","",275400
"","","","","","","","","",250000
"","","","","","","",7.6923,"",329800
"",37.75,"","","","","",4.0313,"",195500
"","","","","","","","","",255900
-122.13,"","","","","","","","",311100
"","","","","","","","","",330000
"","","","","","","","","",248900
-122.16,"","","","","","","","",142900
"","","","","",849.0,"","","",126300
"","","","",399.0,"","","","",135800
"","","","","",571.0,"","","",130600
"","","","","","","","","",107900
"","","","","","","","","",111100
"","","","","","","","","",122000
"","","","","","","","","",118000
"","","","","","","","","",95200
"","","","","","","","","",94300
"","","","","","","","","",92500
"","","","","","","","","",91800
"","","","","","","","","",109400
"","","","","","","","","",129500
"","","","","","","","","",143400
"","","","","","","","","NEAR BAY",98200
"","","","","","","","","",103100
"","","","","","","","","",276800
"","","","","","","","","",270900
"","","","","",870.0,"","","NEAR BAY",246200
"","","",2263.0,"","","","","",224200
"","","","","","","","","",229100
"","","","","","","","","",211600
"","","",5083.0,1212.0,"","","","",256100
"","","","","","","","","",206300
"","","","","","","","","",221300
"","","","","","","","","",207400
"","","","","","","","","",350000
"","","","","","","","","",218200
"","","","","","","","","",216700
"","","","","","","","","",270600
"","","","","","","","","",261400
"","","","","","","","","",261300
"","","","","","","","","",232200
"","","","","","","","","",375400
"","","","","","","","","",357300
"","","","","",684.0,"","","",374400
"","",52.0,"","","","","","",358800
"","","","","","","","","",417500
"","","","","","","","","",430500
"","","","","","","","","",362900
-122.28,"","","","","","","","",397000
"","","","","","","",4.9083,"",346800
"","","","","","","","","",327100
"","","","","",835.0,"","","",290100
"","","","","","","","","",292000
"","","","","","","","","",270900
-122.27,"","","","","","","","",371100
"","","","","","","","","",335600
"","","","","","","","","",371300
"",37.89,"","","","",181.0,"","",344000
"","","","","","","","","",342200
"","","","",531.0,"","",6.6828,"",370900
"","","","","","","","","",350000
-122.25,"","","","","","","","",368600
"","","","","","","","","",391800
"",37.88,"","","","","","","",415300
"","","","","","","","","",284900
-122.27,"","","","","","","","",287500
"","",44.0,"","","","","","",272900
"","","","","","","","","",259600
"","","","","","","","","",254500
"","","","","","","","","",235600
"","","","","","","","","",218400
-122.29,"","","","","","","","",229200
"","","","","","","","","",192100
"","","","","","","","","",179300
"","","","","","","","","",187500
"","","","","","","","","",138800
"",37.87,"","","","","","","",150000
"","","","","","","","","",140600
"","","","","","","",2.5682,"",120000
"",37.88,"","","","","","","",144800
"","","","","","","","","",144800
"","","","","","","","","",245500
-122.28,"","","","","","","","",200000
"","","","","","","","","",173700
"","","","","","","","","",185600
"","","",895.0,"","","",3.875,"",182600
"","","","","","","","","",227900
"","","","","","","","","",220700
"","","",1777.0,"","","","","",212000
"","","","","","","","","",271400
"","",30.0,"","","","","","",268800
"","","","","","","","","",277800
"","","","","","","","","",332500
"","","","","","","","","",338900
"","","","","","","","","",287500
"","","","","","","","","",384600
"","","","","","","","","",371400
"","","","","","","","","",350000
"","","","","","","","","",500001
"","","","","","","","","",175000
-122.26,"","","","","","","","",241700
-122.27,"","","","","","","","",216700
"","","","","","","","","",211300
"","","","",698.0,"","","","",210200
"","","","","","","","","",196400
"","","","","","","","","",191700
"","","","","","","","","",182300
"","","","","","","","","",175000
"","","","","","","","","",165900
"","","","",404.0,"","",1.9946,"",156900
"","","","","","","","","NEAR BAY",164300
"","","","","","","","","",150000
"","","","","","","","","",150500
"","","","","","","","","",169900
"","","","","","","","","",147400
"","","","","","","","","",152700
"","","","","","","","","",182700
"","","","","","","","","",179300
"","","","","","",636.0,"","",157700
"","","","","",1213.0,"","","",153100
"","","",1088.0,"","","","","",250000
"","","","","","","","","",206300
"","","","","","","","","",218800
"","","","","","","","","",198200
"","","","","","","","","",253600
"","","","","","","","","",257400
"","","","","","","","","",289500
"","","","",604.0,"","","","",241700
"","","","","",1656.0,"","","",489600
"","","","","","","","","",446200
"","","","","","","","","",456300
"","","","","","","","","",336800
"","","","","","","","","",500001
"","","","","","","","","",500001
"","","","","","","",5.3794,"",376900
"","","","","",1508.0,"","","",309600
"","","","","","","","","",182300
"","","","","","","","","",172700
"","","","","","","","","",150800
"","","","","","","","","",153600
"",37.85,"","","","","","","NEAR BAY",106300
"","","","","","","","","",142300
"","","","","","",132.0,"","",119400
"","","","","","","","","",147900
"","","",2063.0,"","","","","",132900
"","","","","","","","","",132500
"","","","","","","","","",126900
"",37.84,"","","","","","","",143800
"",37.83,"","","","","","","",500001
"","","","","","","","","",500001
"",37.82,"","","","","","","",500001
"",37.82,"","","","","","","NEAR BAY",500001
"","","","","","","","","NEAR BAY",466100
"","","","","","","","","",500001
"",37.83,"","","","",227.0,"","",457800
"","","","","","","","","",471600
"","","","","","","","","",500001
"","","","",517.0,"",520.0,"","",398600
"","","","","","","","","",340700
"","","","","","","","","",289900
"","","","","","","","","",335300
"","","","","","","","","",333000
"","","","","","","","","",241000
"","","","","","","","","",189600
"","","","","","","","","",206300
"","","","","","","","","",215700
"",37.77,"","","","","",3.1771,"",210200
"","","","","","","","","",208800
"","","","","","","","","",197900
"","","","",217.0,"","","","",201300
"","","","","","","","","",190800
"","","","","","","","","",207900
"","","","","","","","","",215300
"","","","","","","","","",212900
"","",13.0,"","","","","","",292700
"","","","","","","","","",275000
"","","","","","","","","",200000
"","","","","","","","","",173400
"","","","","","","","","",102200
"","","","","","","","","",220800
"","",27.0,"","","","","","",242800
"","","","","","","","","",265400
-122.28,"","","","","","","","",219000
"","","","","","","","","",282100
"","","","","","",434.0,"","",372000
"","","","","","","","","",225800
"","","","","","","","","",220800
-122.27,"","","","","","",3.3269,"",234500
"","","","","","","","","",254200
"","","","","","","","","NEAR BAY",351800
"","","","","","","","","",275000
"","","",1210.0,"","","","","",405400
-122.26,"","","","",915.0,"","","",228100
"","","","","","","","","",234000
"","","","","","","","","",162500
"","","","","","","","","",243400
"","","","",542.0,"","","","",273800
"",37.76,"","","","","","","",248500
"","","","","","","","","NEAR BAY",244000
"","",52.0,"","","","","","",240900
"","","","","","","","","",306300
"","",50.0,"","","","","","",240000
"","","","","","","","","",247100
"","","","","","",797.0,"","",286600
"","",52.0,"","","","","","",266700
-122.24,"","","","","","","","",229800
"","","",2567.0,"","","","","",229300
"","","","","","","","","",228400
"","","","","","","","","",206200
"","","","","",7427.0,"","","",350700
"","","","","","","","","",231000
"","","","","","",632.0,"","",252900
"","","","","","","","","",353900
"","","","","","","","","",291700
"","","","",365.0,"","","","",100000
"","","","","","","","","",341600
"","","","","","","","","",412500
"","","","","","","","","",248600
"","","","",302.0,"","","","NEAR BAY",254900
"","","","","","","","","",241500
"","","","","","","","","",295200
"","","","","","","","","",340400
"","","","",368.0,"","","","",274700
"","","",2211.0,"","","","","",238600
"","","",2663.0,"","","","","",266400
"","",30.0,"","","","","","",330200
"","","","","","","","","",206800
"","","","","","","","","",209200
"","","","","","",568.0,"","",195800
"","","","","","","","","",253500
"","","","","","",329.0,"","",241800
"","","","","","","","","",252500
"","","","","","","","","",263900
"","","","","","","","","",227000
"","","","","","","","","",220900
"","","","","","","","","",259300
"","","","","","","","","",232500
"","","","","","","","","",231600
"","","","","","","","","",209400
"","","","","","","","","",223200
"","",25.0,"","","","",3.4934,"",209900
"","","","","","","","","",208200
"","","","","","","","","",203800
"","","","","","","","","",195700
"","","","","","","","","",190500
"","","","","","","","","",181000
"","","","","",629.0,"","","",184900
"","","","","","","","","",190800
"","","","","","","","","",242200
"","","","","","","","","NEAR BAY",188300
"","","","","","","","","",183500
"","","","","","","",4.0662,"",204200
"","","","","","",393.0,"","",251900
"","",49.0,"",316.0,"","","","",187500
"","","","","","","","","",198200
-122.15,"","","","","","","","",219000
"","","","","","","","","",275000
"","","","","","","","","",245400
"","","","","","","","","",177500
"","","","","","","","","",171600
"","","","","","",292.0,"","",183300
"","",52.0,"","","","","","",175000
"","","","","","","","","",156700
"","","","","","","",3.375,"",157500
"","","","","","","","","",179800
"","","","","","","","","",205500
"","","","","","",525.0,"","NEAR BAY",178900
"","","","","","","",5.5461,"",262500
"","","","","","","","","",165000
"","","","","","","","","",159700
"",37.72,"","","","","","","",158300
"","","",1007.0,"","","","","",144800
"","","","","","","","","",166300
"","","","","","","","","",191000
"","","","","","","","","",175000
"",37.72,"","","","",485.0,"","NEAR BAY",137500
"","","","","",830.0,"","","",141700
"","","","","","","","","",210900
"","","","","","","","","NEAR BAY",198300
"","","","","","","","","",157400
"","","","","","","","","",264700
"","","","","","","","","",218400
"",37.73,"","","","","","","",235100
"","","","",268.0,"","","","",341800
"","","","","","","","","",367300
"","",35.0,"","","","","","",243500
"","","","","","","","","",167900
"","","","","","","","","",371200
"","","","","",288.0,"","","",218900
"","","","","","","","","",202700
"","","","","","","","","",186200
"","","","","","","","","",188900
"","","","","","","","","NEAR BAY",180000
"","","","","","","","","",202700
"","","","","","","",2.6101,"",181700
"","",18.0,3905.0,"","","","","",166800
"","","","","","","","","",183700
"","","","","","","","","",218000
"","","","","","","","","",191500
"","","","","",672.0,"","","",194700
"","","","","","","","","",187200
"","","","","","","","","",223100
"","","","","",1216.0,"","","",271300
"","","","","","","","","",194100
"","","","","","","","","",190400
"","","","",317.0,"","","","",189100
"","","","","","","","","",184600
"","","","","","","","","NEAR BAY",197300
"","","","","","","","","",192600
"","","","","","","","","",192200
"","","","","","","","","NEAR BAY",194600
"","","","","","","","","",193500
"","","","","","","","","",202600
"","","","","","","","","",83300
"","","","","","","","","",212600
-122.18,"","","","","","","","",187800
"","","",1480.0,"","","","","",205700
"","","","","","","","","",192900
"","","","","","","","","",205200
"","","","","","","","","",213400
"","",39.0,"","","","","","",183600
"","","","","","","","","",178400
"","","","","","","","","",219200
"","","","","","","","","",183100
"","","","","","","","","",157100
"","","","","","","","","",157800
"","","","","","","","","",161700
"","",38.0,"",284.0,"","","","",152100
"","","","","","","","","",144900
"","","","","","","","","",179900
"","","","","","","","","",179100
"","","","","","","","","NEAR BAY",159900
"",37.7,"","","","",443.0,"","NEAR BAY",161400
"","","","","","","","","",170400
"","","","",789.0,"","","","",137500
"","","","","","","","","NEAR BAY",178400
"",37.69,"","","","","",2.6464,"",155200
"","","","","","","","","",160900
"",37.69,"","","",1140.0,"","","",167300
"","","","","","","","","",340000
"","","","","","","","","<1H OCEAN",431000
"","","","",590.0,"","","","",301100
"","","",1307.0,"","","","","",241900
"","","","","","","","","",162500
"",37.66,"","","","","","","",299200
"","","","","","","","","",315500
"","","","","","","","","",216800
"","","","","","","","","",218100
-122.06,"","","","","","","","",170300
"","","","","","","","","",275000
"","","","","","","","","",184100
"","","","","","","",0.9637,"",160000
"","","","","","","","","",175000
"","","","","","","","","",197500
"","","","","","","","","",150000
"","","","","","","","","",205600
"","","","","","","","","",170300
"","","","","","","","","",190900
"","","","","","","","","",196900
"",37.68,"","","","","","","NEAR BAY",174000
"","","","","","","","","",170200
"","","","","","",400.0,"","",180900
"","","","","","","","","",150500
"","","","","","","","","",167100
"","","","","","","","","NEAR BAY",148900
"","","","","","","","","",196400
"","","","","","","","","",191100
"","","","","","","","","",187500
-122.12,"","","","","","","","",180600
"","","","","","","","","",182800
"","","","","","","","","",179300
"","","",1676.0,"","","","","",179400
"","","","","","","","","",210300
"","","","","",1366.0,"","","",192300
"","","","","","","","","",198100
"","","","","","","","","",196200
"","","","","","","","","",181600
"","","","","","","","","",186900
"","","","","","","","","",188300
"","","","","","","","","",184000
"","","","","","","","","",184700
"","","","","","","","","",179900
"","","","","",599.0,"","","",167200
"","","","","","","","","",165400
"","","","","","","","","",154000
-122.09,"","","","",1408.0,"","","",153500
"","","","","","","","","",135400
"","","","","","","","","",158300
"","","","","","","","","",240700
"","","","","","","","","",180700
"","","","","","","","","",230600
"","",28.0,"","","","","","",210800
"","","","","","","","","",165300
"","","","","","","","","",254200
"",37.67,"","","","",415.0,"","",332600
"","","","","","","","","",350000
-122.07,"","","","","","","","",161200
"","","","","","","","","",179300
"","","","","",1063.0,356.0,"","",154300
"","","","","","","","","",161800
"","","","","","","","","",161900
"","","","","","","","","",165400
"",37.66,"","","","","","","",166600
"","","","","","","","","",149700
"","","","","","","","","",162100
"","","","",464.0,"","","","",152600
"","","","","","","","","",195200
-122.09,"","","",192.0,"","","","",190600
"","","","","","","","","",193800
"","",34.0,"","","","","","NEAR BAY",200600
"","","","","","","","","",150000
"","","","","","","","","",185300
"","","","","","","","","",172700
"","","","","","","","","",174100
"","","","","","","","","",194400
"","","","","","","","","",206700
"","","","","","","","","",204500
"","","","","","","","","",175000
"","","","","","","","","",137500
"","","","",2031.0,"","","","",187200
"","","","","","","","","",173600
"","","","","","","","","",163000
"","","","","","","","","",331600
"","","","","","","","","",197600
"","","","","","","","","",197900
"","","","","","","","","",228100
"","","","","","","","","",189500
"","","","","","","","","",184200
"","","","",435.0,"","","","",180900
"","","","","","","","","",172000
"","","","","","","","","",177900
"","","","","","","","","",173100
"","","","","","","","","",172600
"","","","","",4065.0,"","","",182100
"","","","","","","",3.142,"",179500
"","","","","","","","","",176000
"","","","","","","","","",192600
"","","","","","","","","",182700
"",37.64,"","","","","","","",134900
"","","","","","","","","",157600
"","","","","","","","","",190900
"","","","","",1038.0,282.0,"","",158200
"","","","","","",430.0,"","",350000
"","","","","","","","","",158200
"","","","","","","","","",146100
"","","","","","","","","",226700
"",37.62,"","","","",350.0,"","",198700
"",37.62,"","","","","",4.2468,"",221200
"","","","","","","","","",208500
"","","","","","","","","",204200
"","","","","","","","","",193200
"","","","","","",204.0,"","",209500
"","","","","","","","","",164900
"","","","","","","","","",161400
"","","","","","","","","",187000
"","","","","","","","","NEAR BAY",190400
-122.08,"","","","","","","","",156600
"","","","","","","","","",157300
"","","","","","","","","",168100
-122.07,"","","","","","","","",177600
"","","","","","","","","",208900
"","","","","","","","","",169200
"","","","","","","","","",163900
"","","","","","","","","",164700
"","","","","","","","","",156900
"","","","","","","","","",168800
"","","","","","","","","",174100
"","","","","","","","","",206500
"","","","","","","","","",203900
"","","","","","","","","",217000
"","","","","","","","","",159600
"","","","","","","","","",159800
"","","","","","","","","",154300
"","","",1295.0,"","","","","",149600
"","","","","","","","","",188600
"","","","","","","","","",238500
"","","","","","","","","",235300
"","","","","","","","","",261400
"","","","","","","","","",234400
"","","","","","","","","",231700
"","","","","","","","","",156300
"","","","","","","","","",222000
"",37.58,"","","","",410.0,"","",254400
"","","","","","","",6.5116,"",244300
"","","","","","","","","",247000
"","","","","","","",6.0074,"",236500
"","","","","","","",4.6211,"",151400
"","","","","","","","","",213700
"","","","","","","","","NEAR BAY",243600
"","","","","","","","","",212500
"","","","","","","","","",214700
"","",18.0,"","","","","","",213200
"","","",4371.0,"","","","","",256000
"","","","","","","","","",237500
"","","","",760.0,"","","","",178100
"","","","","","","","","",231800
"","","","","","","","","",147900
"","","","","","","","","",191700
-121.97,"","",4342.0,"","","","","",247600
"","","","","","","","","",283500
"","","","","","","","","<1H OCEAN",216900
"","","","","","","","","<1H OCEAN",282500
"","","","","","","","","",295600
"","","","","","","","","",281800
"","","","","","","",5.6277,"",269800
"","","","","","","","","",231200
"","","","","","","","","",318300
"","","","","","","","","",253400
"","","","",1818.0,"","","","",278200
"","",5.0,"","","",245.0,"","",300000
"",37.52,"","","","",2753.0,"","",273500
"","","","","","",829.0,4.3594,"",223400
"","","","","","","","","",214500
"","","","","","",924.0,"","",220200
"","","","",1492.0,"","","","",240300
"",37.56,"","","","","","","",158000
"","","","","","","","","",224200
-122.02,37.55,"","","","","","","",177200
"","","","","","","","","",216100
"",37.56,"","","","","",5.0,"",269700
"","","","","","","","","",231200
"","","","","",1606.0,"","","",162500
"","","","","","","","","",254000
"","","","","","","","","",196200
"","",17.0,"","","","","","",189400
"","","","","","","","","",220800
"","","",6647.0,"","","","","",213800
"","","","","","","","","",442900
"","","","","","","",6.6478,"",333400
"","","","","","","","","",352400
"","",27.0,"","","","","","",305300
"","","","","","","","","",259600
"","","","","","","","","",248900
"","","","","","",410.0,"","",356000
"","","","","","","","","",236000
"","","","","","","","","<1H OCEAN",218800
"","","","","","","","","",228000
"","","","","","","","","",235900
"","","",2312.0,"","","","","",203200
"","","","","","","","","",197000
"","","","","","","","","",236400
"","","","","","","",4.6,"",223200
"","","","","","","","","",222700
"","","","","","","","","",225000
"","","","","","","","","",240100
"","","","","","","","","",227900
"","","","","","","","","",268600
"","","",4133.0,"","","","","",275100
"","","","","","","","","",256300
"","","","","","","","","",332400
"","","","","","","","","",287600
"","","","","","","","","",298900
"","","","","","","","","",287600
"","","","","","","","","",222200
"","",26.0,"","","","","","",232600
"","","","","",1671.0,"","","<1H OCEAN",258300
"","","","","","","","","",230900
"","","","","","","","","",196900
"","","","","","","","","",223500
"","","","","","","","","",223900
"","",27.0,"","","","","","",243500
"","",7.0,"","","","","","",451100
"","","","","","","","","",500001
"","","","","","","","","",193100
"","","","","",1972.0,"","","",264400
"","","","","","","","","",246900
"","","","","","","","","",337300
"","","","","","",1404.0,"","",284800
"",37.55,"","",532.0,"","","","",217300
"","","","","","","","","",291700
"","","","","","","","","",223800
